# RA                 DEC                 R_PETRO   Z                   
  211.56325114173    0.755018837039233   18.9818   0.125990003347397   
  211.568743387219   0.810876345197016   18.9408   0.364659994840622   
  211.682625007191   0.652848474566802   19.1019   0.245570003986359   
  211.619757282784   0.695060359264885   19.2684   0.198730006814003   
  211.677326936959   0.708577550055475   19.3632   0.256190001964569   
  211.625688670374   0.773342402370749   19.2963   0.105599999427795   
  211.700894262634   0.648034189914395   19.3545   0.187680006027222   
  211.665683500074   0.754740770881101   19.3787   0.200200006365776   
  211.772574658204   0.746234632390745   19.3884   0.371479988098144   
  211.828739301383   0.683039953457163   19.1019   0.246010005474091   
  211.758697270247   0.710922993789471   19.1423   0.239439994096756   
  211.969446044154   0.76951730848995    19.0789   0.240470007061958   
  211.887647376788   0.705764697433383   18.7938   0.240510001778603   
  211.892936332493   0.680861918112037   19.223    0.172319993376732   
  211.892346345937   0.678986187126424   19.3895   0.172490000724792   
  211.963286294313   0.763323483083867   19.032    0.0833700001239777  
  211.965273120254   0.825287740475939   19.2618   0.165729999542236   
  211.989359517898   0.737292643685986   18.7866   0.254860013723373   
  212.006209223836   0.826250258023962   19.1725   0.113470003008842   
  212.007625063575   0.663503982740563   19.2076   0.1649100035429     
  211.889112289215   0.663444516544026   19.0474   0.256590008735657   
  211.913284234797   0.815671525166487   19.2458   0.370730012655258   
  211.952786294839   0.658273573300623   19.3004   0.252600014209747   
  211.957428887193   0.75541249600102    18.8677   0.199799999594688   
  211.979092651375   0.780818534721181   19.076    0.0831900015473366  
  212.005527205497   0.68785353954326    19.3397   0.0828299969434738  
  212.009881017583   0.680629378189226   19.2813   0.333299994468689   
  212.01290596613    0.742951472802447   18.8976   0.319350004196167   
  212.036149151901   0.755163408361976   19.3534   0.141029998660088   
  212.075218174322   0.672216212163723   18.7567   0.0252299997955561  
  212.02396143873    0.823511314147254   19.1881   0.271690011024475   
  212.05712774554    0.837795300231652   19.1697   0.23981000483036    
  212.098873545413   0.707376040160677   19.1133   0.333990007638931   
  212.138968045406   0.737422067913318   18.8197   0.325520008802414   
  212.161133765206   0.703470363465069   18.9254   0.165110006928444   
  212.029794244306   0.701851452182797   19.0953   0.252550005912781   
  212.039885615116   0.690458833056495   18.8745   0.0247799996286631  
  212.050071109638   0.784420484713325   19.3227   0.139029994606972   
  212.023754952381   0.792468214858565   19.1061   0.269300013780594   
  212.113331363066   0.774455107748251   19.2802   0.325980007648468   
  212.116263432555   0.731991001641723   19.2342   0.316020011901855   
  212.169530813236   0.723737804581258   19.254    0.244540005922318   
  212.189183951754   0.737325644074399   19.2545   0.175540000200272   
  212.275679799336   0.705750492872985   19.1215   0.165189996361732   
  212.320906405532   0.694861355791603   19.373    0.113660000264645   
  212.39631414233    0.812595801213612   19.0055   0.258309990167618   
  212.412355798451   0.800311307252132   18.7304   0.324600011110306   
  212.462421824653   0.750223109726603   18.8301   0.257910013198853   
  212.333982578606   0.833085601437955   18.7478   0.115759998559952   
  212.492009862663   0.832317830744204   19.2103   0.165030002593994   
  212.536155334464   0.682294540486561   19.2195   0.140320003032684   
  212.543688471742   0.728486504386598   19.1138   0.13120000064373    
  212.555226303917   0.693847776332005   18.8186   0.188130006194115   
  212.612185315913   0.665750442536453   18.7742   0.104469999670982   
  212.613983136422   0.732215627250136   19.1571   0.153070002794266   
  212.464981009203   0.787650507159902   19.2779   0.258709996938705   
  212.497313829509   0.721957498141974   18.7991   0.259290009737015   
  212.505401227306   0.833830412236532   18.7327   0.255169987678528   
  212.530323006008   0.804942841219633   19.1011   0.256449997425079   
  212.600458219558   0.696707042920362   19.0363   0.15225000679493    
  212.601883359539   0.764842091443846   19.0116   0.304619997739792   
  212.608237193502   0.804543017698816   18.893    0.0721200034022331  
  212.498567574061   0.671057549046905   19.3374   0.259730011224747   
  212.520096024359   0.823903628998206   19.3273   0.148929998278618   
  212.559960062445   0.812823581742178   18.9914   0.364259988069534   
  212.714537803618   0.75104653136184    18.8211   0.125780001282692   
  212.624283097942   0.678362435912175   19.0021   0.200090005993843   
  212.655750416377   0.649971720876944   18.7307   0.106449998915195   
  212.684647782673   0.668334547755188   18.8258   0.146369993686676   
  212.629093432502   0.811061586913499   18.9284   0.149120002985001   
  212.660979273236   0.710175081568893   19.1396   0.298429995775223   
  212.667728054406   0.660282716207952   19.0315   0.148760005831718   
  212.667967173466   0.789824272942939   19.2034   0.29883998632431    
  212.672295918819   0.678549709342431   18.8359   0.258700013160706   
  212.709008797916   0.635083635403902   19.1467   0.184550002217293   
  212.728607611549   0.716231166140083   18.7099   0.177890002727509   
  212.750571190677   0.635327982558449   18.9921   0.180230006575584   
  212.760245597565   0.662590412139163   19.0912   0.18486000597477    
  212.679965934855   0.707209238469172   19.2199   0.124930001795292   
  212.745277814583   0.714492710248473   19.1156   0.125880002975464   
  212.772529603666   0.770496850036718   18.8853   0.270590007305145   
  212.852532882596   0.711753038128734   18.7922   0.175999999046326   
  212.773111280403   0.674312429982862   19.2447   0.123510003089905   
  212.810487957535   0.838081618486332   19.0572   0.13527999818325    
  212.842969277988   0.756481613577039   18.7449   0.186010003089905   
  212.845930803365   0.789040940361102   18.7182   0.12533999979496    
  212.852841585507   0.769275661242473   18.8249   0.183290004730225   
  212.891314822991   0.707024645709433   19.1257   0.158299997448921   
  212.900661819679   0.709879069894588   18.9788   0.146809995174408   
  212.910320849062   0.771306071289314   19.2796   0.26078999042511    
  212.776328590174   0.632612891098264   18.859    0.178059995174408   
  212.809144506205   0.651476155950318   18.7436   0.135000005364418   
  212.84324495856    0.659495273362074   18.8586   0.261590003967285   
  212.887247820291   0.761017405211731   19.3836   0.319359987974167   
  212.899483833536   0.834748279727929   18.7577   0.23573000729084    
  212.82056321087    0.734970502535684   18.9867   0.124300003051758   
  212.822387306173   0.727034214315938   19.2567   0.0722199976444244  
  212.891168098994   0.785571504020184   19.3233   0.127599999308586   
  212.86101955328    0.778914737106066   19.2026   0.340930014848709   
  212.863278647243   0.658341124470333   19.184    0.158739998936653   
  212.91832494159    0.745940492256498   19.2902   0.124410003423691   
  212.93753643503    0.790978105105469   19.19     0.267089992761612   
  213.01555460891    0.762129142929122   19.0771   0.189510002732277   
