# RA                 DEC                 R_PETRO   Z                    
  212.499192536137   0.696850219017913   18.4781   0.0535000003874302   
  212.500114535786   0.731783653322433   17.2914   0.135859996080399    
  212.50793995342    0.812928897407715   18.6427   0.164639994502068    
  212.534040914218   0.71857724444016    18.0754   0.0533699989318848   
  212.605549946475   0.782911127707227   17.1964   0.179680004715919    
  212.611348028632   0.826717245771376   17.8833   0.178829997777939    
  212.527081508957   0.674993703467885   18.2393   0.258300006389618    
  212.581626701537   0.638017643068771   18.4737   0.154949992895126    
  212.599390892418   0.667350160462742   18.6088   0.258989989757538    
  212.686717812626   0.649203284775353   16.8931   0.149939998984337    
  212.616464349357   0.652067731605948   17.8636   0.104889996349812    
  212.626652096263   0.678593277273036   17.1545   0.149079993367195    
  212.634440568343   0.636526005542074   15.8866   0.105449996888638    
  212.627996599786   0.633467582466952   16.5747   0.106820002198219    
  212.638306896871   0.633552454294903   17.9614   0.104970000684261    
  212.651710734953   0.649868796532701   17.8783   0.105240002274513    
  212.657003924381   0.658962995180429   18.3412   0.105899997055531    
  212.66301384028    0.651943256470629   17.8529   0.10598000138998     
  212.683896555738   0.669867895105617   17.0326   0.148699998855591    
  212.74237878476    0.684423358733582   18.3919   0.180639997124672    
  212.745563403715   0.645093479013535   18.0037   0.179220005869865    
  212.753068776322   0.719768475498652   17.1995   0.17773999273777     
  212.75480613879    0.63150234914617    17.9052   0.175929993391037    
  212.631777191133   0.736429259967553   18.6023   0.151620000600815    
  212.683793076249   0.638990642319683   18.5543   0.180209994316101    
  212.690456955191   0.635246718283978   18.6482   0.184790000319481    
  212.824178676329   0.718257583595226   17.3211   0.0785700008273125   
  212.910368523506   0.705278284457253   17.2016   0.124410003423691    
  212.765868969051   0.647311721631067   18.0952   0.184880003333092    
  212.766259312986   0.668220863320075   18.213    0.0954099968075752   
  212.766858072728   0.736121475366093   18.6286   0.177780002355576    
  212.770179451402   0.740814590254222   17.4645   0.106789998710155    
  212.787209670139   0.695803188344236   17.5481   0.1754399985075      
  212.842889372188   0.807826832280846   17.5533   0.200259998440742    
  212.852480853102   0.662048242551197   18.1005   0.114260002970695    
  212.861552270263   0.66548280229517    18.1629   0.259270012378693    
  212.861640481587   0.799487935916809   18.4813   0.178000003099442    
  212.865703762306   0.799245435131764   18.5117   0.177640005946159    
  212.867466275343   0.658635113142315   17.9823   0.114059999585152    
  212.873131687923   0.689913770839917   17.2549   0.143279999494553    
  212.875909749281   0.708994654587517   18.4443   0.156420007348061    
  212.88222817605    0.74400493156872    17.4528   0.124650001525879    
  212.887282890183   0.786933103613838   16.9379   0.126350000500679    
  212.898442302059   0.734546921653158   16.0421   0.124250002205372    
  212.890244935126   0.738823055027575   17.8351   0.124159999191761    
  212.892456641696   0.733841703822601   18.1689   0.159089997410774    
  212.898715557524   0.689523560319717   17.2112   0.156749993562698    
  212.90033154338    0.712137846306919   18.4401   0.176899999380112    
  212.841439185852   0.803204170957443   18.6916   0.186039999127388    
  212.857099739168   0.632326645827986   18.4451   0.262609988451004    
  212.89219991999    0.696363910486887   18.6837   0.156810000538826    
  212.896086667599   0.696348547320209   18.3165   0.123839996755123    
  212.875251956359   0.699973211280735   17.6803   0.0534599982202053   
  212.902540059797   0.827063060271422   18.0099   0.106129996478558    
  212.930018356134   0.720109537793307   15.9879   0.0247499998658895   
  212.931563858645   0.720742573378048   17.7182   0.0249199997633696   
  212.919044143312   0.694866659489689   17.9237   0.156120002269745    
  212.93984549112    0.726415029115418   18.2758   0.124889999628067    
  213.020488637046   0.709718785445457   18.0585   0.17815999686718     
  213.027870794979   0.713493837219072   18.2434   0.202889993786812    
  213.031322522693   0.712707511029313   18.1965   0.203439995646477    
  213.02854587385    0.800609126859794   17.9405   0.146610006690025    
  213.012476622759   0.635326434892915   18.54     0.297360002994537    
  212.922196166708   0.651769538508619   18.6162   0.317229986190796    
  213.079588891238   0.672009163350495   18.636    0.144250005483627    
  213.097452988381   0.747101124214255   17.7784   0.178739994764328    
  213.099285726547   0.639695943111792   17.4657   0.261750012636185    
  213.103737793987   0.645667960875935   18.682    0.262710005044937    
  213.128607375125   0.70167752601733    18.5823   0.221090003848076    
  213.146516151013   0.741799064844407   17.9975   0.263170003890991    
  213.147668472253   0.759093209302237   18.6007   0.144710004329681    
  213.1558290698     0.668185720402252   18.5623   0.20168000459671     
  213.159749070178   0.685197772847014   17.9318   0.188679993152618    
  213.162032070906   0.693794150565044   18.1184   0.189209997653961    
  213.179397915548   0.69759432709086    17.7809   0.188700005412102    
  213.190657099898   0.782999445902891   17.9906   0.262369990348816    
  213.167742124687   0.756770327382997   18.362    0.2605200111866      
  213.196306775402   0.787954447916302   18.5362   0.179340004920959    
  213.219681320687   0.79776419708477    18.158    0.163530007004738    
  213.301473161149   0.694615492354696   17.9329   0.190249994397163    
  213.260289024673   0.724309569285901   17.9528   0.261920005083084    
  213.278204282089   0.830219172374096   18.1302   0.283089995384216    
  213.347885858612   0.742177405075011   18.4903   0.200509995222092    
  213.39051297823    0.773565528614442   16.8797   0.0972099974751472   
  213.408055125253   0.733911027846061   18.1693   0.184060007333755    
  213.408559367846   0.629443706167891   18.1593   0.122859999537468    
  213.411263058074   0.744131242082728   18.3965   0.14444999396801     
  213.454770900547   0.631686598320481   18.6401   0.158720001578331    
  213.463082722965   0.685303512349573   17.9444   0.144569993019104    
  213.451601201981   0.804911593642601   18.3784   0.262340009212494    
  213.515968133568   0.67720922826211    17.8218   0.114030003547668    
  213.549672500552   0.706521905929218   18.56     0.189359992742538    
  213.573151646705   0.671513209509063   15.7886   0.113820001482964    
  213.572648603462   0.673263708202647   18.3794   0.00100000004749745  
  213.571602467331   0.640014016646015   17.2097   0.114440001547337    
  213.592939786307   0.722788509483286   17.6669   0.114419996738434    
  213.599102248688   0.657961833195935   18.2823   0.122939996421337    
  213.604151308229   0.67185974941178    16.6558   0.11370000243187     
  213.634517159515   0.749980793595846   18.3139   0.272749990224838    
  213.637074171494   0.751684659255933   18.0138   0.0695500001311302   
  213.525364473897   0.666473890135662   18.5419   0.180810004472733    
  213.691306129134   0.724077291440523   17.8708   0.265049993991852    
  213.714788985591   0.826905261740132   18.1703   0.117679998278618    
  213.751603092249   0.645627687950928   17.2745   0.0772000029683113   
  213.766409013447   0.724199860559859   17.9968   0.118280000984669    
  213.781221703013   0.700880556366307   18.3075   0.125239998102188    
  213.785539671451   0.77536074633052    17.9036   0.125119999051094    
  213.698931348212   0.80498141479073    18.5675   0.305150002241135    
  213.77147906941    0.673188409557612   18.5192   0.267049998044968    
  213.759648841021   0.83193799076798    18.6278   0.118260003626347    
  213.81322169623    0.697206187715652   16.4342   0.125450000166893    
  213.82170077314    0.717867082633179   18.0984   0.124590002000332    
  213.832466975041   0.642736282139565   18.0209   0.144480004906654    
  213.846988898429   0.838184147190359   18.221    0.125609993934631    
  213.86942789707    0.723019428020504   18.6521   0.184809997677803    
  213.910343084703   0.815444924131748   18.3605   0.184589996933937    
  213.812783477039   0.7298391977308     18.6667   0.266550004482269    
  213.901765910007   0.669298065147975   18.6913   0.265859991312027    
  213.96357969368    0.732667057321155   18.1753   0.0773800015449524   
  213.966192126994   0.707484544685748   18.4014   0.184799998998642    
  214.006984969881   0.756580338513221   18.134    0.175579994916916    
  214.033428657215   0.744340334422612   17.8971   0.124169997870922    
  214.043066999543   0.786242665068166   18.2871   0.186079993844032    
  214.048089585061   0.743615325569786   17.2641   0.124679997563362    
  214.048363405946   0.814788328311538   18.31     0.191070005297661    
  214.075253363946   0.705142703564591   18.5114   0.206029996275902    
  214.076442190748   0.706353942005515   18.0774   0.20804999768734     
  214.085787122399   0.730779808221269   18.5835   0.186599999666214    
  214.092124118539   0.802398793624906   18.5528   0.123819999396801    
  214.092293200674   0.769354148076428   18.441    0.232659995555878    
  213.9836687762     0.755098784336519   18.2521   0.156279996037483    
  214.074276157757   0.789002496181249   18.6387   0.236780002713203    
  214.10949506321    0.836911243463093   18.2785   0.260199993848801    
  214.018639116249   0.706115917213227   18.2284   0.186210006475449    
  214.193586757446   0.776723783665725   17.8669   0.230790004134178    
  214.115444093593   0.706016175834238   17.3083   0.0532700009644032   
  214.137133880677   0.663455051560885   18.4628   0.186289995908737    
  214.161855200413   0.712005897661045   18.5575   0.174529999494553    
  214.162842602808   0.75486350550776    18.284    0.229750007390976    
  214.172854720635   0.681181392021381   18.1233   0.125379994511604    
  214.196980368324   0.779132726844103   18.6297   0.12610000371933     
  214.200825494979   0.772021051304835   18.648    0.17407999932766     
  214.217325730647   0.765039905235832   16.7511   0.174020007252693    
  214.217481406561   0.761695497963932   18.5176   0.229200005531311    
  214.22309849634    0.812972580791409   18.6582   0.12338999658823     
  214.244447309778   0.809717547778143   18.2831   0.243870005011559    
  214.22838579364    0.743501731234229   18.1479   0.240930005908012    
  214.281079275685   0.636519131617405   17.6017   0.168070003390312    
  214.283228183217   0.678466856839297   16.5192   0.0776199996471405   
  214.304536422207   0.793735936366241   17.2586   0.0505499988794327   
  214.314957424849   0.764151461408375   16.4311   0.0777100026607513   
  214.365682576447   0.634537722488639   16.6369   0.050390001386404    
  214.381172203321   0.771639406165153   15.4999   0.0775299966335297   
  214.381085350045   0.759486842024765   18.2781   0.174950003623962    
  214.483463120722   0.676603676471314   16.2914   0.0529000014066696   
  214.422155312532   0.666424474514156   18.3153   0.113519996404648    
  214.479116153387   0.718077430877841   16.9451   0.0664699971675873   
  214.54311958965    0.748625807460536   17.1535   0.113210000097752    
  214.544035552596   0.801091004642021   18.0616   0.170990005135536    
  214.512400736689   0.638187912549014   18.6338   0.279659986495972    
  214.561734310342   0.696712222283895   17.1403   0.117930002510548    
  214.56950649507    0.701354234374758   18.2317   0.118369996547699    
  214.588335672346   0.644538303484596   17.228    0.187649995088577    
  214.598603388997   0.732122101101063   16.4118   0.0256600007414818   
  214.616532227121   0.750077515146265   17.1258   0.0254699997603893   
  214.618822732031   0.629433620411343   18.6319   0.279549986124039    
  214.626567854078   0.68663117746959    17.6451   0.118730001151562    
  214.572411241145   0.753123461335683   18.5191   0.298849999904633    
  214.61843673158    0.78540160120358    18.315    0.343160003423691    
  214.632215615921   0.71182003979494    18.3912   0.343219995498657    
  214.718664762324   0.805230434773488   18.639    0.153319999575615    
  214.731648686934   0.738882824764411   17.4759   0.25670000910759     
  214.763972876866   0.783353311899187   18.5407   0.126479998230934    
  214.776997784265   0.676563045872077   18.5582   0.139329999685287    
  214.816805806134   0.781381222868799   17.2407   0.113080002367496    
  214.808902394792   0.693706703316577   17.96     0.256810009479523    
  214.822165521818   0.81450633880412    18.6841   0.256249994039536    
  214.88678127667    0.763545151506862   17.7689   0.171770006418228    
  214.94335388074    0.778002538798068   18.5212   0.220229998230934    
  214.969890207317   0.815224869649781   18.045    0.185680001974106    
  215.017252219291   0.645230903896955   17.8562   0.125980004668236    
  215.029519275288   0.825885002986173   18.2535   0.0777200013399124   
  215.033145027831   0.767764926084201   18.1018   0.12754000723362     
  215.052390462991   0.777571998575677   18.6759   0.103030003607273    
  215.055143685534   0.820808304178909   18.2624   0.187490001320839    
  215.056695468635   0.772101774681379   17.3637   0.126929998397827    
  215.072062620029   0.758564318955667   17.4695   0.0548899993300438   
  215.094728503055   0.72306253785126    17.4176   0.0839499980211258   
  215.127127894954   0.771644581988443   18.1354   0.0843299999833107   
  215.150265215176   0.775629349567409   18.104    0.152710005640984    
  215.178174644737   0.782709097119908   16.8834   0.126839995384216    
  215.182403817644   0.753259002912102   18.3316   0.127020001411438    
  215.2315065891     0.672773550872875   18.0836   0.237340003252029    
  215.246263498092   0.722037830888389   18.2885   0.0517500005662441   
  215.264363327949   0.670254193395621   17.5154   0.126499995589256    
  215.271632948229   0.799031835518534   16.4596   0.126200005412102    
  215.303096974906   0.824393016319898   16.6351   0.0752699971199036   
  215.34881881522    0.765068151396985   16.5013   0.0401800014078617   
  215.320971199091   0.740652970044269   18.2821   0.144889995455742    
  215.339296785184   0.791860325458847   18.5616   0.170670002698898    
  215.350345436881   0.789796225394592   17.4686   0.169709995388985    
  215.356784944816   0.827834616548572   18.6898   0.145219996571541    
  215.362759679188   0.634581960412284   18.2434   0.0493099987506866   
  215.365368064893   0.775635881940816   17.9353   0.144600003957748    
  215.385369715704   0.669218148018128   18.2087   0.126460000872612    
  215.395257862147   0.829775993254103   17.436    0.16754999756813     
  215.397630480323   0.837680832601838   17.3231   0.168060004711151    
  215.404103211529   0.720874245152068   17.1013   0.126389995217323    
  215.407436709791   0.644333616124541   17.473    0.169980004429817    
  215.416549780207   0.780498936697427   16.5967   0.146459996700287    
  215.411244983374   0.780855544755563   16.5339   0.144639998674393    
  215.425792926932   0.680086270542642   18.4652   0.16372999548912     
  215.43895058753    0.827194243439392   17.6205   0.167610004544258    
  215.439166318106   0.689408390427038   18.3893   0.167769998311996    
  215.316089696583   0.63417412389122    18.6983   0.34536001086235     
  215.326909962037   0.703457765612657   18.0824   0.13247999548912     
  215.421376623002   0.758851590351773   18.0974   0.27853000164032     
  215.429396651449   0.680111735510125   18.4989   0.329199999570847    
  215.466793051668   0.746854056327133   17.8965   0.16771000623703     
  215.481131545211   0.727677579974916   18.2128   0.194220006465912    
  215.482926597977   0.758676156322469   18.6448   0.145590007305145    
  215.501847014994   0.649912794388987   15.8288   0.0544099994003773   
  215.519678374811   0.742092198941936   18.5171   0.145449995994568    
  215.553640359273   0.749797385499475   16.9943   0.127149999141693    
  215.566856125912   0.636410413058104   18.4352   0.269089996814728    
  215.574839217765   0.832604399620054   18.2728   0.145879998803139    
  215.58915632281    0.773161979633096   18.4766   0.133039996027946    
  215.541135485416   0.653079442995748   18.5462   0.284170001745224    
  215.754081183606   0.794350020644149   14.8895   0.0540699996054173   
  215.636593336003   0.744402236639494   18.2552   0.151510000228882    
  215.65557277292    0.814129348853389   18.0806   0.151889994740486    
  215.699552072755   0.813723743140587   17.0628   0.151840001344681    
  215.70336932332    0.762265038168967   18.2047   0.0951900035142899   
  215.722961456571   0.66704691035718    17.5449   0.164539992809296    
  215.752912476955   0.707421443827768   17.2386   0.0537500008940697   
  215.767969900566   0.825438610601492   18.4903   0.146099999547005    
  215.774267114585   0.810650250664804   16.972    0.0537899993360043   
  215.783566144252   0.769340469458549   16.742    0.0545100010931492   
  215.787578597862   0.64446235188239    18.486    0.164539992809296    
  215.79207929232    0.700097058070879   18.1481   0.182459995150566    
  215.809157371928   0.761490808912526   18.4758   0.143319994211197    
  215.838081641234   0.668463035695033   17.7531   0.0859500020742416   
  215.856780912401   0.686331894162755   18.3232   0.0547199994325638   
  215.889262577353   0.731448285868636   17.5181   0.0854699984192848   
  215.889711164233   0.818020654801394   18.351    0.0957000032067299   
  215.89023801405    0.808402798120505   17.2861   0.145830005407333    
  215.891123203119   0.635223826446334   18.6511   0.141629993915558    
  215.893888218957   0.81397942460918    17.3115   0.0943500027060509   
  215.899867588727   0.803838550094671   17.0155   0.127519994974136    
  215.894523829012   0.678375297436759   18.2796   0.167559996247292    
  215.856329544971   0.720305878514071   18.6516   0.0538300015032291   
  215.965807308562   0.831161519051915   16.6512   0.0385700017213821   
  215.96923613738    0.835349465563434   18.3957   0.190950006246567    
  216.04388247235    0.663873883406467   17.5848   0.159899994730949    
  215.920917569677   0.766655021091028   18.2515   0.0980900004506111   
  215.962669079213   0.698248800049735   16.9478   0.103249996900558    
  215.992993848349   0.678536703608338   18.5689   0.223149999976158    
  216.051953379009   0.724726854138198   17.7092   0.0947799980640411   
  215.955417498047   0.736587457540742   18.6968   0.2985700070858      
  215.95899378388    0.637086854072995   18.4687   0.154740005731583    
  215.993501948259   0.836764858782925   18.6612   0.285409986972809    
  216.082096427424   0.810379397979343   17.7      0.151930004358292    
  216.093774446559   0.73933230988681    17.8575   0.196459993720055    
  216.146091160054   0.703223464280406   18.4177   0.159620001912117    
  216.179916167343   0.745532900304335   18.0429   0.157989993691444    
  216.228308641325   0.733476841562019   18.1287   0.141609996557236    
  216.238848984995   0.788787675086759   18.3859   0.157959997653961    
  216.240015046458   0.801942438727378   17.0262   0.159199997782707    
  216.241098961738   0.81338450909358    18.3413   0.158069998025894    
  216.264472294388   0.720107875035301   18.0166   0.112690001726151    
  216.277733464225   0.815635721890215   17.2687   0.142079994082451    
  216.333702809447   0.673405550367115   16.9196   0.159290000796318    
  216.32915132579    0.674175298682368   17.0124   0.112450003623962    
  216.333432350626   0.665466948555978   17.984    0.0652199983596802   
  216.489847335266   0.730721476964897   18.012    0.222330003976822    
  216.481019919763   0.74071740449991    18.1102   0.222259998321533    
  216.379980520961   0.723455517852552   17.7885   0.0937800034880638   
  216.39828296433    0.667802972001364   16.2643   0.126460000872612    
  216.431363860758   0.805733597455588   17.5404   0.0853599980473518   
  216.437099047078   0.835916952726888   17.2038   0.0844800025224686   
  216.500682094361   0.696878832171809   18.5748   0.127149999141693    
  216.50616399788    0.828018439805454   17.5173   0.126110002398491    
  216.357939565517   0.746843891843066   18.5898   0.340889990329742    
  216.442082852129   0.768995936909061   18.3099   0.134949997067451    
  216.575385778561   0.833112570538911   16.3084   0.126240000128746    
  216.568083614008   0.837602234188115   15.9349   0.124980002641678    
  216.587206927899   0.836522294396518   18.4421   0.122270002961159    
  216.506848623669   0.799104459040031   18.6488   0.116279996931553    
  216.529246381456   0.829549518067787   16.5475   0.125789999961853    
  216.532774997442   0.807462063811122   18.4045   0.125699996948242    
  216.538647821758   0.835489037121504   17.5927   0.124470002949238    
  216.601722217858   0.832675690383958   16.5021   0.126259997487068    
  216.603223569832   0.828626319202658   18.6307   0.381390005350113    
  216.610717957681   0.751894232368902   18.177    0.128169998526573    
  216.614526311257   0.773124524065699   17.7097   0.127939999103546    
  216.622533202304   0.762853441638692   17.6574   0.128439992666245    
  216.634938878523   0.827231060558146   17.9966   0.201800003647804    
  216.642194166043   0.816035051203854   18.2216   0.203370004892349    
  216.642439053296   0.817487598929616   18.6444   0.18987999856472     
  216.636714314841   0.72886268915059    18.6231   0.331770002841949    
  216.657096065896   0.801203402695278   18.512    0.295920014381409    
  216.670416710138   0.819587956483885   18.4874   0.127739995718002    
  216.657046225732   0.783896924699818   17.9136   0.125550001859665    
  216.659659070766   0.77839998521376    17.8605   0.126039996743202    
  216.664367634039   0.665347622795335   18.6087   0.204799994826317    
  216.670599531685   0.776439684422744   17.6744   0.123819999396801    
  216.712773947187   0.82417620571315    17.5023   0.144930005073547    
  216.720763593942   0.812168609687725   17.9191   0.200639992952347    
  216.731948114414   0.7432413336015     18.2275   0.190880000591278    
  216.754740523912   0.755462186756332   18.171    0.118600003421307    
  216.780615641583   0.695556794785356   18.003    0.142890006303787    
  216.792757909128   0.781875563374795   18.3605   0.190549999475479    
  216.721937322528   0.733414819855832   18.6002   0.333149999380112    
  216.744609643582   0.672432431393444   18.6643   0.368519991636276    
  216.777498844324   0.720776040815725   18.0533   0.295249998569489    
  216.778573800487   0.720038498543255   18.0893   0.295890003442764    
  216.781285117169   0.782151430959601   18.6741   0.278769999742508    
  216.927107898818   0.824040335480504   17.5274   0.150549992918968    
  216.93164963119    0.835483552608266   18.5425   0.125789999961853    
  216.810928056438   0.780128516657268   18.1872   0.126430004835129    
  216.811875690151   0.790864187801609   17.7601   0.190579995512962    
  216.858287939603   0.74524016100306    17.7991   0.12508000433445     
  216.871334025265   0.832808630168374   16.4406   0.125660002231598    
  216.89020966939    0.800807339623374   17.7802   0.126599997282028    
  216.892625339007   0.636652999066114   18.5332   0.125200003385544    
  216.90927589808    0.825839698043899   18.0231   0.0569900013506413   
  216.913990447481   0.708603617282381   18.2477   0.320910006761551    
  216.920318640675   0.774982024643197   17.6011   0.0847399979829788   
  216.926444273969   0.630034047683109   18.3201   0.126570001244545    
  216.938235660995   0.643832068756345   18.3931   0.230419993400574    
  216.954675530423   0.745540993311618   17.3978   0.110799998044968    
  216.837226339264   0.741124366283931   18.1698   0.332789987325668    
  216.966187919277   0.754249473288012   17.2279   0.0570599995553493   
  216.978300409099   0.715355731653941   16.8045   0.0850699990987778   
  216.991549534796   0.71500462588031    17.6011   0.0566800013184547   
  216.993066975244   0.734058968926189   18.3636   0.175929993391037    
  216.995629912132   0.674244634140708   18.2575   0.229760006070137    
  217.014596817328   0.811371647709148   16.9379   0.170200005173683    
  217.038901282455   0.81140825010367    17.937    0.214379996061325    
  217.069069326675   0.7246646215412     18.4061   0.118129998445511    
  217.085656767703   0.805615619768797   18.5454   0.126880005002022    
  217.0750649951     0.725292181811942   18.1826   0.334930002689362    
  217.171312656797   0.632016617381273   17.3055   0.129170000553131    
  217.18113033626    0.720627305594828   18.5237   0.102219998836517    
  217.187402516006   0.711480334674047   17.7177   0.0567900016903877   
  217.189642092051   0.70811939663194    14.9248   0.102619998157024    
  217.20043004102    0.711396480723582   18.6995   0.296389997005463    
  217.110777168897   0.814331869496298   17.6081   0.101889997720718    
  217.125119900235   0.828439270441622   18.6346   0.125540003180504    
  217.134480148832   0.726944751427076   17.6735   0.103660002350807    
  217.139431337376   0.78689725025281    18.3934   0.126340001821518    
  217.146841229815   0.799409837846666   17.0546   0.126200005412102    
  217.154743271309   0.731604949048559   18.4646   0.10402999818325     
  217.155782291709   0.802822545673558   17.854    0.12703999876976     
  217.173482859443   0.652522777056755   16.8574   0.129429996013641    
  217.18459054456    0.736172934205868   17.6881   0.104599997401237    
  217.191422338285   0.668197225519046   18.4873   0.102030001580715    
  217.214452854041   0.750487721261497   18.6051   0.160950005054474    
  217.218588115289   0.720316370908687   18.2957   0.100149996578693    
  217.236128241682   0.764494119373166   18.5759   0.21322999894619     
  217.239659549031   0.731944587192285   17.761    0.160840004682541    
  217.204952499109   0.781799017814012   18.4755   0.23395000398159     
  217.292655639846   0.772287085222478   16.5808   0.161239996552467    
  217.28966894588    0.773974136297175   18.2812   0.164240002632141    
  217.321424969687   0.69730251761655    17.0442   0.0559299997985363   
  217.387447379588   0.833218932194221   18.4507   0.161730006337166    
  217.382493841208   0.737162913801145   17.1507   0.0304799992591143   
  217.267903249584   0.827992891576282   18.2041   0.203749999403954    
  217.294624509674   0.791527792436018   17.5807   0.098350003361702    
  217.295749894644   0.780945524839492   18.0937   0.1615100055933      
  217.298413398426   0.66444057809956    18.3582   0.234319999814034    
  217.31899098264    0.816337272575767   18.5558   0.16253000497818     
  217.331207977628   0.814005215661358   18.1168   0.117339998483658    
  217.340873439087   0.752764732751681   18.1523   0.0298800002783537   
  217.355268513886   0.731492580386949   17.6997   0.123400002717972    
  217.357682777882   0.802512387598833   18.5153   0.10741999745369     
  217.369455225296   0.748729149670834   18.3475   0.127609997987747    
  217.385685063731   0.63870347319703    18.6677   0.129360005259514    
  217.397062321012   0.804449311135839   17.3178   0.165879994630814    
  217.401371610464   0.74358944544082    17.4836   0.127289995551109    
  217.400996143952   0.749285908919403   18.5191   0.128199994564056    
  217.319218433173   0.641136462321427   18.0858   0.161919996142387    
  217.366693175244   0.716582967966363   17.7419   0.0560100004076958   
  217.447002703856   0.688044996403287   17.1239   0.0540100000798702   
  217.457542473157   0.664850572129421   16.3372   0.0536799989640713   
  217.519309346297   0.709918153999112   18.4962   0.118510000407696    
  217.534502222456   0.703493529170312   16.5555   0.0537899993360043   
  217.534489676447   0.669545048166616   17.8707   0.137669995427132    
  217.69149129219    0.73390647105435    17.7363   0.13764999806881     
  217.689091915633   0.735100521389609   18.0202   0.136959999799728    
  217.556761826624   0.70673546100844    17.6304   0.136749997735023    
  217.560393814972   0.664672258407461   17.3644   0.118019998073578    
  217.561766605808   0.678910647519536   18.4534   0.11922000348568     
  217.57932475894    0.726995367898194   18.566    0.127250000834465    
  217.578488151208   0.726987754155077   18.2086   0.126039996743202    
  217.593565960696   0.700388026484466   18.4414   0.171800002455711    
  217.621121099123   0.658873356907263   18.2426   0.0552500002086163   
  217.636964588262   0.738429390869959   18.5056   0.205359995365143    
  217.645603648141   0.65446695298403    16.7228   0.132719993591309    
  217.653401859316   0.759169555329951   18.187    0.206229999661446    
  217.672674084841   0.824781757836066   17.5425   0.205390006303787    
  217.67709126319    0.771558064139531   18.6299   0.150759994983673    
  217.680649472572   0.80833648887506    17.4915   0.13646000623703     
  217.688029382338   0.77547658391844    17.2998   0.0873399972915649   
  217.692308967144   0.646576969470477   18.0728   0.206569999456406    
  217.699090466496   0.64677705573435    18.5287   0.136439993977547    
  217.700314339619   0.706925781176744   17.3556   0.13052000105381     
  217.62943317078    0.808749553264112   18.3952   0.32370999455452     
  217.671537971661   0.691659359547283   18.6602   0.205779999494553    
  217.675417252515   0.817497752511987   18.0748   0.321869999170303    
  217.686241004794   0.806319394536642   18.546    0.321740001440048    
  217.692384362861   0.796995765090851   18.3355   0.29899999499321     
