ra[deg]  dec[deg]  D[kpc]  Vlos[km/s]  PMRA[mas/yr]  PMDEC[mas/yr]
      261.920     -75.5047      27.1144      102.600    -0.686836     -1.41925
      290.646     -69.2014      27.4031      109.323    -0.677481     -1.29360
      150.712     -31.2644      14.3413      218.332      1.64638    -0.318682
      71.9936      10.8200      21.9796     -57.3592      1.83059     -1.61493
      293.252     -30.5088      68.0127     -52.4233     0.323198    -0.521805
      155.778      72.7331      16.1128     -73.1238     -3.49293     -1.51553
      263.972     -35.3459      17.3631     -82.0432    -0.679353     -3.24404
      21.2472      3.44922      42.7055     -114.748     0.991663    -0.570348
      239.118     -1.04896      29.6670      23.2261     -2.13304     -1.16619
      345.744     -30.1152      21.7982      60.4374      1.09192     -2.02269
      353.618     -27.4350      30.0045      158.312    0.0426853     -1.91459
      77.4313      59.1406      18.6059      52.9121      1.24019     -3.35289
      154.904      26.3661      9.23219      145.490     -1.19706     -2.73514
      303.238      5.32018      24.4547     -153.171      1.65796     -2.13396
      7.64876     -43.5066      66.8649     -62.0015     0.242068   -0.0759580
      1.16969      3.62074      24.5446     -11.5711      1.14843     -2.06077
      177.725      83.1982      31.9947     -266.535    -0.868946     0.655078
      31.1870      25.2084      36.2734      46.9593     0.516403    -0.661667
      50.1282      26.8873      11.3075      79.7134      3.44935     -5.08800
      18.6582      54.3812      20.6530     -63.7948      1.16135    -0.994574
      48.6044     -22.2075      23.3338      191.265     0.986097     -2.53988
      204.413     -64.2506      27.5048      40.4056     -1.19141    -0.660067
      18.2390     -7.38266      32.8978     -62.8321      1.17960     -2.07977
      352.089     -31.9399      12.5809      21.4959   -0.0735593     -4.31147
      109.794     -49.0626      15.3560      152.169      4.75546     -2.10999
      357.622     -41.8979      48.7006      73.1514     0.913308    -0.548821
      159.402     -24.4700      28.5880      227.950    -0.352016    -0.607381
      26.6770     -46.2260      9.76357     -50.7005      1.66607     -4.29286
      286.707      36.8966      49.9239     -294.851    0.0225872    -0.302505
      46.7860      17.3823      45.3133      175.855     0.492321    -0.703737
      152.914     -2.31030      84.5468      198.343    -0.283873     -1.04019
      19.8489     -53.6924      72.8098      214.770     0.144197    -0.361765
      182.641      9.21917      107.904      196.276    0.0762826    -0.483741
      77.6441      32.1445      12.6147     -310.816      4.71549     -1.13021
      73.4037     -43.9320      37.4263      269.312     0.905194    -0.187412
      147.034     -57.1775      43.9028      170.388    -0.463517     0.621409
      112.978      54.9786      17.5133     0.264685    -0.751021    -0.641726
      282.504     -51.6557      75.4654      40.4717    -0.289990    -0.615013
      275.232      41.7587      10.3991     -399.154     -2.96561     -2.13254
      2.77621      44.3188      36.8366     -290.703     0.307433     0.113372
      100.978      8.05908      98.5836      184.563    0.0858602    -0.466359
      52.0177     -21.6973      9.11883     -34.5879      4.82320     -3.10566
      263.749      17.4540      31.0379     -287.801     -1.78372     -1.41951
      127.452     -7.20051      45.3606      174.103    -0.441922    -0.983807
      253.006      33.5247      13.7091     -232.016     -3.85313     -2.77720
      228.671     -65.2081      10.7397      71.3480     -5.96758     0.771366
      230.720      4.20848      6.43273     -199.127     -6.25327     -6.53643
      320.929     -79.1838      10.3930      252.512     -1.55941     -2.50524
      354.494      29.4687      15.4187     -219.510      2.26273     -2.79339
      294.301     -29.0998      7.48469      23.5660     -1.54629     -7.46298
      45.9602     -72.6367      15.4631      136.431      3.42690    -0.827543
      309.129      43.5642      8.96805     -209.076      1.82573      1.12007
      83.7084      30.2257      15.1972     -25.5114     0.127240    -0.657081
      256.657      3.73659      24.9713     -188.452     -1.67152     -1.04263
      241.380     -86.1410      27.9326      103.963     -1.17187     -1.49632
      22.6071      32.8726      101.925     -204.316    -0.318083    -0.235137
      236.986      73.8627      28.0303     -78.2753    -0.964236    0.0347831
      198.215      38.6438      93.3649      2.95734   -0.0112675    -0.133884
      14.8733     -74.5492      46.5836      51.8472      1.21338    -0.254397
      93.3952      27.6765      14.4363     -234.540      1.35350     -4.63633
      148.729     -48.5609      55.9470      187.719    -0.258025    -0.174462
      157.340     -46.7566      16.1140      462.873     -1.74486      1.34215
      304.919     -44.0630      12.7083      164.794     -3.56027     -3.39598
      115.939      17.4687      21.8308      59.9964      1.55202    -0.575748
      121.286     -36.1900      10.5592      184.882      1.22595    -0.489333
      289.289     -10.4869      91.6594     -183.726    -0.184092    -0.466189
      61.3943      54.7507      24.9542     -317.799      1.44188    -0.686758
      308.193     -25.7215      18.1578     -226.629     -1.65853     -1.72786
      123.080     -2.04728      20.6439      135.881    -0.179291     -1.57013
      115.411      43.6683      18.1660      90.6810      1.76398     -2.97457
      97.9880      17.0893      38.3095      263.035     0.490603     -1.13682
      254.173      12.7227      24.9666     -170.190     -1.42403    -0.632356
      31.9296      54.3312      31.0599     -81.3882     0.929976     -1.11189
      53.5383      33.6677      10.4037     -164.167      3.72413     -2.20251
      50.2299     -49.7781      36.7575      245.215     0.838351     -1.09223
      108.480     -13.8667      11.4441      270.228    -0.646310    -0.138659
      139.597     -77.4428      47.8021      309.768    -0.128759     0.423168
      322.341      44.5961      27.9111     -270.192     0.547466     -2.02071
      136.866     -8.41690      62.9408      310.340    -0.799277    -0.275408
      226.050     -44.4794      19.5446      27.5723     -1.28102     -1.47661
      132.670     0.591227      39.8752      115.356     0.180783     -1.30957
      316.279      45.1618      31.0735     -202.874    -0.270962    -0.525400
      338.360     0.753609      33.2071     -228.728      1.22815     -1.47294
      277.894     -8.45459      15.2725     -216.545     -3.29129     -2.16726
      77.5681     -53.8064      6.56958      256.875      5.10756     -2.30461
      175.578     -10.2780      61.3163      178.437    -0.612783    -0.628278
      52.7921      44.6749      74.5226     -126.135     0.365472    -0.274566
      171.569     -2.22955      37.7391      132.270    0.0320477    -0.526711
      182.313      48.9736      20.3317     -10.8692     -1.05386    -0.714010
      187.831      71.3445      83.6696     -178.306   -0.0826892    -0.170118
      81.5391     -28.4190      35.0131      65.1596      2.08577     -1.31165
      91.1887     -19.5234      49.2817      299.589     0.311856   -0.0119417
      267.908      58.5386      20.8399     -216.698    -0.432280    -0.656972
      92.1274     -47.6375      68.7751      123.788     0.753721   -0.0643377
      54.9871      47.1879      80.0611     -30.3648     0.332528    -0.314060
      350.030      10.0947      13.1240     -226.541      2.59727     -3.08949
      238.086     -41.1741      5.29676      97.6667     -5.17205     -9.00878
      77.7548     -27.5558      23.9899      152.770      2.18196    -0.262916
      339.815      47.0367      16.2471     -177.375      3.05167     0.237398
      132.479     -19.1558      74.9109      158.972     0.263702    -0.184507
      191.468      29.5643      26.9031      2.47026    -0.685455     -1.23973
      28.7539      63.0528      17.4615     -202.440      2.10221     -1.12018
      119.750      32.8266      24.9207     -115.814     -1.41658     -2.00521
      279.826     -36.0307      21.2865      260.065     -1.89503     -4.08714
      279.713      28.7398      41.4164     -304.018    -0.764996    -0.470573
      10.9376      41.0899      21.0959     -163.411      1.13098     -2.47362
      162.495      24.8472      9.80965      109.695     0.141586     -4.21965
      233.107     -26.7216      6.56306      256.178     -6.36995     -2.68937
      167.302     -34.8675      25.3162      312.119    -0.278845     0.208651
      207.266      26.9129      101.660     -180.950    -0.250334    -0.271549
      293.520     -18.2235      34.1879     -241.912     0.280803     -1.52838
      259.714     -39.0590      21.6852     -23.3717     -1.07637     -1.73206
      84.9892      47.2651      16.8243     -71.3217      4.30011     -2.48971
      314.592      55.7277      20.2196     -185.168     -1.76751      1.52493
      302.350      56.2638      18.8506     -326.822    -0.151267      1.61515
      248.189      19.0937      79.3788     -114.143    -0.518897    -0.229475
      265.570     -10.8110      26.8270     -92.4968     -2.17252     -1.72682
      5.24095     -19.8045      44.6702      73.9381      1.05207    -0.748935
      264.958     -3.88791      38.7155      30.3440    -0.788883    -0.796529
      17.4765      9.41387      24.9935     -134.410     0.795861     -3.09274
      246.885     -15.9692      32.0764     -33.9529    -0.783804     -2.39737
      25.2637      30.1863      3.86749     -133.593      14.7127     -16.7871
      219.788      64.2757      18.1998     -202.010     -1.78129     -3.27372
      160.332     -6.80669      23.3618      235.693     -2.80412     -3.50949
      330.592      14.3170      93.6835     -240.477    -0.187528   -0.0785399
      49.2083     -52.8207      17.6682      163.305      1.17480    -0.652340
      78.0009      71.7141      96.2053     -37.1564     0.479897    -0.373064
      7.66198     -40.9146      23.3624     -47.9966    -0.473183     -2.45279
      353.399     -39.6083      14.4191     -11.0228      3.53837     -4.50728
      46.7124     -34.6221      16.5949      164.514      3.95726     -1.83786
      132.916     -23.1333      20.6898      271.572     0.804822    -0.269539
      118.097      47.8079      16.0654      15.5908     0.744902     -2.79807
      139.612      47.6220      25.4505     -34.3470    -0.684686     -2.19566
      50.6336      44.3513      25.7381     -252.413      1.81975    -0.228153
      187.625     -24.6773      80.3194      190.118    -0.594373    -0.263515
      153.166      15.8061      15.9519     -201.497     -1.02625     -1.26296
      314.560     -7.30057      24.4268     -191.533      1.09103     -3.28475
      210.935      11.9435      53.4483     -181.837    -0.667676   -0.0729918
      136.250      74.4994      6.09118     -188.813      5.78131     -8.17942
      249.561     -55.9269      15.5049     -30.9253    -0.200273     -2.87453
      131.333      26.3946      91.5591      119.137    -0.108302    -0.677361
      10.1597     -5.68052      27.4664     -125.742     0.658324     -1.14411
      31.6372     -8.28824      24.1866     -179.907     0.782306    -0.539807
      42.0170     -50.7770      36.4585      81.0273     0.620172     0.762900
      329.194     -59.8351      35.7125     -60.1948    -0.295061    -0.908410
      200.689     -5.02661      43.4046      177.407     -1.09949    -0.996206
      223.679      9.08836      61.7654     -26.3551    -0.518333     -1.01607
      348.246      25.4231      29.2463     -13.5060     0.177106    -0.182061
      60.0541     -28.4032      23.9785      7.53862    0.0464444     -1.62286
      292.447     -10.1786      83.8608     -226.844    -0.507567    -0.627280
      55.7357      55.6461      48.1868     -289.216     0.830575    -0.645256
      359.228     -22.9908      17.9616      4.55932     0.388248     -1.32366
      316.812      61.1060      24.3790     -211.344    -0.727945      1.97670
      140.559      46.6868      22.9122     -17.9677    -0.676482     -1.70921
      47.2239      5.58962      30.9985     -38.9974      1.20149     -2.34231
      184.492     -46.3482      43.7679      268.463    -0.305073    -0.774027
      51.3084     -57.4270      18.9512      189.114      3.51091    -0.728972
      333.191      57.2522      86.2473     -341.599    0.0333741    -0.411150
      126.529     -70.3496      11.8652      371.288    0.0918406     0.886375
      51.7126     -20.0939      10.2228      89.9984      1.89237     -4.18040
      303.766     -15.4968      17.8425     -171.877     -1.20703     -3.90391
      282.810     -23.3050      77.0117      122.603    -0.573822     -1.22233
      208.302     -70.6306      7.86410      348.798     -1.06629     -4.47595
      354.775     -7.60433      21.7267     -157.129      1.41076    -0.667149
      180.753      26.4270      16.1574      79.9300     -1.89353     -1.52172
      94.3989     -41.2121      29.8977      172.655      1.31560    -0.819881
      106.337      12.2223      16.3596      261.861      1.45570     -4.07596
      100.633      34.4089      39.8890      188.134     0.340016    -0.645869
      191.164      6.01048      13.3442      46.3442    -0.710044     -2.08808
      247.456     -50.5564      97.1059      164.482    -0.184355    -0.785918
      307.073     -36.7057      29.5317     -76.3388     0.598010     -2.43904
      197.991     -29.1882      13.5490      222.512     -3.64742     -2.71174
      316.807      25.0650      14.4057     -372.930    -0.301722    -0.860419
      118.777      36.8990      42.2541      14.4459    -0.275701     -1.29245
      77.0648      17.0322      12.4603      183.061      3.47702     -5.96168
      89.7012     -30.3683      10.6586      287.308      2.87687     -5.74606
      357.521     -28.0037      16.1574     -97.9884      1.32803     -2.49155
      59.1616      49.6249      13.9686     -59.4112      3.72218     -2.06308
      323.132     -32.4701      16.5585     -61.9638    -0.893081     -4.13018
      259.864     -84.2212      86.7986      13.4033    -0.307947    -0.157130
      66.1405     -11.2585      24.5906      61.4408      3.29679     -1.28935
      105.155      2.43596      24.7188      248.220     0.134294     -2.26360
      135.954      28.8689      17.4762     -11.1927    -0.143612     -2.77685
      161.711      7.63920      41.8355     -67.6442   -0.0372438    0.0516611
      276.578     -15.2025      51.9744     -317.729     0.149130     -1.13762
      118.818      14.6417      13.8244      193.890      1.73766    -0.595527
      64.4364     -35.9012      12.5878      24.2262      1.18275     -4.53157
      304.043      48.5009      26.5553     -233.287     0.327662     -1.46485
      317.382     -11.7362      25.5667     -20.6377     0.613922     -1.92228
      53.7329     -6.94328      38.2957      14.2103      1.10124     -1.30309
      134.588     -12.4619      17.2324      245.292     0.178443     -1.99985
      291.410      11.9885      18.4741     -179.324     -1.64572     -3.70941
      111.416     -51.6912      47.8523      258.521     0.332527    -0.422664
      218.003     -7.51100      28.4865      59.8989     -1.30995    -0.916709
      317.942     -22.5091      32.7949     -99.6957    -0.394715     -1.95107
      178.148     -73.9272      66.8292      297.148   -0.0559596 -0.000647997
      113.032      13.5139      4.49226      76.9986      6.15805     -12.2680
      61.8616     -10.7323      16.1215      52.5166      3.38251     -3.36457
      295.947     -58.0922      16.7007      78.6941    -0.156631     -3.92674
      101.825      30.5993      14.6811     -65.6862    0.0147908     -1.29866
      1.91346     -56.2917      15.1446      152.494      4.00446     -4.62917
      96.6174     -9.51008      15.6156      197.295      1.44330    -0.296635
      108.510     -41.6699      58.3688      340.103    0.0791872    -0.446370
      91.7319      17.5516      15.0526      22.8906      2.14181     -4.93408
      256.073     -5.45826      12.9279      7.65001     -3.13795     -3.48537
      291.119      24.4676      18.0982     -217.932     0.624409     -1.02320
      250.834     -14.1303      27.5688     -47.6660     -1.51941    -0.168369
      357.853      52.2681      6.53378     -273.707      1.28123   -0.0256731
      32.5248      56.9404      48.6353     -145.286      1.51380    -0.428766
      57.8948     -72.8997      21.4083      231.976      1.75044      1.01630
      133.489      20.3646      9.42461      98.2872     0.230997     -7.63209
      210.166      47.2104      72.1389     -181.532    -0.675948    -0.324540
      215.428     -21.1579      68.4462     -15.1354    -0.349079    -0.872803
      92.0373     -50.5289      15.2562      72.3169      1.64097     -1.66618
      15.4382     -2.76771      14.7053      7.14259     0.424162     -3.07073
      192.208      14.3941      20.0596      1.15682   -0.0639939    -0.466625
      247.584      54.0580      66.8419     -338.867    -0.567496    -0.155875
      292.071     -21.0088      62.0399     -94.0543   -0.0785272    -0.946617
      68.2425     -1.79110      53.8482      194.981     0.236741    -0.206661
      141.694     -79.9670      33.9002      165.322    -0.346052     0.866005
      208.561      9.53697      23.5879      21.2122   0.00336355     -2.07832
      152.647    -0.385153      39.4246      195.113    -0.308581    -0.702124
      39.3928     -69.1454      15.2709      120.810      2.07145     0.397176
      336.337      23.7606      20.0237      41.7584     0.519458    -0.756028
      172.612     -22.5766      21.4225      59.5329     -1.86212     -1.25657
      195.012      29.7233      74.3400     -37.7265    -0.184391    -0.248112
      237.275      2.68340      20.8394      141.870     -2.41633     -1.63242
      151.356     -30.9796      25.8728      11.1011     0.512796     0.262331
      281.347      67.1053      29.2901     -171.223    -0.832002    -0.979193
      76.3412      20.8902      18.3680     -20.1374     0.110222     -2.25966
      346.548     -9.79116      35.6003     -62.4076     0.437842     -1.83954
      14.8365      38.3594      22.4857     -208.462     0.900016    -0.127581
      330.525      82.7416      57.4638     -454.189   -0.0328506      1.69142
      290.551    -0.362596      17.4503     -192.010     0.128414    -0.201570
      5.05553      11.5858      21.7829     -35.8430      1.85086     -1.07730
      265.480     -31.7004      23.3493      36.0893     -2.23995    -0.756710
      91.3601     -16.3095      27.7030      399.366      1.03378    -0.119540
      144.262     -37.5996      19.7117      154.453    -0.341581     0.304687
      124.301      25.5113      67.2107      68.9710     0.441651    -0.982770
      235.933      16.8418      24.4616      35.5316     -1.06693     -2.98826
      146.760      6.04418      50.2103      121.717    -0.913159     -1.26371
      305.280      40.0485      15.2031     -280.842     0.368788     -2.11109
      239.235     -62.2281      20.3628      66.6109     -2.53283     -1.98619
      110.360     -9.00189      77.6282      105.806    -0.304558   -0.0916818
      35.1749     -86.1535      18.2566      75.6190     0.296875    -0.838458
      141.176     -64.6386      20.1031      282.164    -0.929738     0.745463
      89.6395     -29.3131      34.2386      212.738     0.810670    -0.839679
      247.557     -38.6755      70.0849      100.976    -0.783916    -0.654495
      49.4801     -80.3182      20.3882      189.183      3.03190     0.842604
      78.1042     -3.63183      18.6862      35.4818      1.27578     -2.39103
      260.619      37.9972      46.1970     -130.738    -0.434487    0.0256853
      136.364     -8.66043      77.6686      174.084     0.130751    -0.142159
      38.5165      32.3833      67.8544     -210.134     0.257765    -0.597222
      61.9078     -23.1575      19.3805      207.809      2.43045    -0.429899
      288.742     -74.5819      20.9681      343.154     0.715612     -2.42055
      226.304      83.5842      34.5551     -174.142     -1.84073     -1.16599
      269.951      6.77510      29.1134     -159.746     -1.96731     -1.35868
      249.087      44.7535      81.4492     -224.304    -0.193299    -0.130245
      183.328      19.3977      48.6073      84.6822    -0.546187     -1.99466
      172.264     -43.9794      23.6433      185.480    -0.415216     -2.03399
      137.931     -63.6098      67.4875      299.761    -0.397108     0.587781
      14.0253      30.2920      14.0774     -385.214      2.26299     -2.37376
      233.115     -8.16420      13.0316     -37.8012     -4.73477     -3.41867
      230.356     -28.4920      55.4782      233.344    -0.891847    -0.783800
      114.673      42.2084      14.0845     -21.4080      1.12266     -4.24896
      63.9009      14.7742      42.6660      41.8698     0.718956     -1.84509
      181.176      16.8835      31.1014     -16.2321    -0.839678    -0.648019
      252.788      1.29183      104.797     -184.511    -0.334544   -0.0473559
      6.63806     -34.4383      20.8993      158.206      1.25063     -3.55255
      213.977     -22.3901      21.1781      200.976     -1.15138     -2.48303
      171.510      66.5278      27.1075      161.150     0.264542     -2.41315
      357.985      1.71809      27.8384     -93.8737     0.465491     -1.27736
      70.0504     -18.4524      18.9142      18.6850      2.16005     -1.95537
      55.8702    -0.625545      15.9631      237.483      3.81699     -3.65638
      135.530      22.7954      35.8802      163.529    -0.843219     -1.24693
      244.193      29.9354      27.4869     -154.323     -3.53737   -0.0399198
      26.3387     -43.0698      72.2041      55.3253     0.303622    -0.554940
      217.732     -14.9261      45.8570     -78.6171    -0.850068    -0.736164
      8.58304     -67.4739      16.7371      194.599      2.39165     -2.09886
      323.448     -20.7075      79.0704     -251.647    -0.116444    -0.421562
      125.788      23.6420      31.4400      252.698     0.376182    -0.767291
      357.166      57.6115      50.9514     -253.631     0.530892    -0.315267
      346.543      6.16195      31.7374     -72.5730   -0.0513078    -0.595687
      321.016     -47.0789      15.7282      32.3300     0.363202     -4.28693
      335.028      23.1123      16.6641     -434.382     -1.29995    -0.111622
      328.184      25.3162      24.7298     -193.054     0.471738     0.580047
      104.412      31.6598      16.8968     -98.2961     0.304332     -4.58552
      79.4897      37.9957      12.1427     -174.948      3.26158     -4.95518
      250.184     -19.1271      16.5536     -114.402     -2.61824     -4.42042
      319.147      21.9095      27.7948     -75.5199     0.348192    -0.108681
      355.859     -58.5501      11.9959      150.286    0.0333380     -3.87823
      155.576     -32.5732      10.1585      259.090      1.90137    -0.430349
      48.2383      7.28315      11.3471     -168.369      3.78401     0.470165
      319.029      25.5508      14.4853     -462.972    -0.878712     -1.02693
      35.8996      27.5402      36.3189      19.4486     0.329775    -0.323447
      36.0304      2.65799      16.0286      113.643      2.51939    -0.967693
      29.3693     -21.7025      5.40199      110.048      3.12668     -6.05087
      212.622     -61.7111      6.94050      244.089     -5.22936     -1.38479
      156.493      20.4154      43.9453      157.253     0.723345    -0.758865
      18.6888     -45.3009      18.8660      63.5838    0.0469064     -2.56474
      221.078      69.9992      74.7567     -180.520     -1.14224    -0.526773
      330.287     -65.5310      50.3202      36.3570    0.0740373    -0.504268
      159.749      52.6982      19.7605      18.0515    -0.512072     -3.83872
      86.5780     -53.7333      30.2949      54.0704    0.0818867    -0.178365
      64.9468      55.9314      64.3957     -115.304     0.389931    -0.317708
      75.4336     -19.0835      20.9966      215.727     0.690315     -1.32968
      225.230     -28.5180      12.4521      10.1126    -0.670936     -3.31904
      93.2420      13.4400      8.16507      8.22392      2.67798     -6.52780
      73.5565      4.80966      40.5058     -57.0385     0.351093    -0.712890
      111.880     -39.4632      62.6404      227.017    -0.500076    -0.224787
      100.502      6.98553      68.9043     -21.8440     0.399822     -1.25807
      106.295      38.4771      10.0745      38.6306     -2.99548     -5.66811
      312.702     -9.45459      82.4112      41.0991    0.0465211    -0.625191
      262.085      1.46825      13.7018     -63.1465     -1.31278     -2.92627
      35.6294     -64.9151      21.1951      46.1804      1.90895     -1.93129
      304.677     -1.14627      49.4341     -135.924    -0.667055     -1.01228
      241.527      57.5018      17.4938     -191.054     -1.43293    -0.289761
      149.287      44.9526      74.7181      37.4880    -0.467487    -0.498987
      95.8916      51.4159      33.8280    -0.684792      1.83821     -1.54763
      129.322     -22.9914      17.1481      238.946      1.46768     0.291258
      54.2465     -9.78293      11.2012      235.759      4.69439     -5.00391
      223.197     -28.8254      90.5939      3.71291    -0.302001    -0.651200
      277.898      4.50221      16.5022     -152.174     -1.30734     -2.33000
      269.007     -42.5328      21.7025      128.176    -0.990601     -1.31965
      281.212     -37.6134      28.0472     -31.0106    -0.726111    -0.721526
      193.312      47.1385      8.06887     -32.3856     -3.19164     -8.63532
      330.726      20.8632      20.8482     -204.831      1.69068     0.397760
      35.3196     -9.97779      25.7547      176.685      1.04176     -1.66409
      240.298     -51.4901      88.9117      297.252    -0.365530    -0.567411
      65.0959     -25.9585      37.9741      227.599      1.34761    -0.871573
      147.889     -8.29861      7.67451      145.415     -1.69661     -2.28374
      232.753      3.66180      52.6172     -26.4453    -0.728171     -1.21396
      13.7409      31.2254      22.5258     -39.2190      2.36857     -1.66904
      331.816      35.8960      15.5082     -281.103    -0.466633     -1.42493
      50.2198      31.4808      11.9406     -163.225      4.60674     -3.37839
      188.268     -62.4570      58.6546      190.160    -0.576996   -0.0732473
      155.473      66.7528      15.6609      47.1644     -2.22212     -1.79560
      131.613      16.6176      74.8440      190.208    -0.139482    -0.754817
      186.349     -5.99089      23.4293     -26.2460     -2.84767     0.121679
      272.111      13.1877      14.3497     -88.4454     0.446472     -4.06006
      124.504     -34.2168      28.3801      247.406     0.164617   -0.0483460
      342.018     -12.3007      20.6413     -9.31425     0.382546     -3.09950
      2.41324      4.32339      60.4691     -250.940     0.237157    -0.423208
      32.4017     -27.3711      29.0044      13.5636     0.573512   -0.0173262
      167.134     -43.3943      55.8213      325.382     0.234068     0.278935
      214.880     -8.94413      57.7545      183.924    -0.263204    -0.548133
      344.678      17.4887      15.8989     -91.5835     0.848487     0.323693
      11.8132      19.3273      21.6151     -109.856      2.84673    -0.551868
      125.170      28.8983      73.9137      43.2410   -0.0308848    -0.786416
      83.2492     -6.52559      50.2459      39.0434    -0.141546     -1.82718
      188.380      70.3144      47.6621     -75.7932     -1.28152    -0.263431
      33.0039     -9.71836      30.1210     -38.6595     0.573255     -1.50258
      293.692      44.5014      14.4696     -238.815    -0.367463     -1.74673
      228.308     -31.7567      35.3795      11.3676    -0.461959    -0.424446
      238.073     -6.31244      15.5658     -99.6592     -4.57750     -2.71427
      202.639      17.7490      51.4013     -112.644    -0.637645    -0.504875
      227.720      46.4456      39.6172     -114.673    -0.838077    -0.591748
      319.657     -19.5720      15.7040      8.85814    0.0927750     0.564098
      60.0470      50.7108      18.2668     -87.4332      1.66223    -0.405002
      71.0764     -27.6341      47.7252      157.654      1.16973    -0.852458
      351.929     -11.4401      23.3992     -81.2585      1.12933     -2.49459
      309.061      28.6518      26.1015     -184.715    -0.195675    -0.446602
      348.590      44.6526      61.2249     -299.700   -0.0365347    0.0484966
      289.538      34.3087      23.3716      34.9129    -0.765544     0.313999
      229.130      1.16218      18.8987      44.5571     -1.69071    -0.930700
      216.505      88.2445      30.6164     -342.174     -1.29823     0.476433
      315.420     -89.2075      22.6523      99.2022    -0.123189     -1.30972
      28.6719      10.1069      55.4369     -23.1237      1.00931    -0.726255
      99.5652      23.6896      30.3614      32.2824     0.213404     -1.50472
      343.192      6.63598      14.1535     -58.8412    -0.248586     -3.55410
      208.480     -40.2450      42.6400      303.099     -1.08401    -0.434941
      113.917      49.8196      18.7504     -21.0148    -0.882276     -2.19297
      17.0093     -3.13710      21.9253     -17.1359      1.56363     -1.47912
      346.963      17.5369      11.9763     -245.706      1.31729     -1.70540
      313.303     -60.9718      17.4814      101.768     -1.36128    -0.662859
      218.857      5.24181      25.1385      17.8582    -0.399110     -1.02378
      102.432     -53.3468      19.1661      170.924      1.66442     -1.49806
      56.5945      31.2241      59.1436     -204.336     0.578693    -0.321871
      53.5245     -11.3578      19.9711      28.5274      1.11399     -1.37079
      202.308     -8.81280      16.2744      63.6673    -0.516135     -2.78635
      7.28518      18.2618      37.6656     -261.011     0.954085    -0.985155
      95.9437      69.2267      18.5483     -314.893     -1.82403     -3.36968
      264.061     -45.1404      66.8679      6.18806    -0.583963     -1.16204
      250.835     -17.1021      17.4911      195.530     -2.25063     -2.76412
      163.699      67.9332      11.0639     -83.3417    -0.576232     -6.07100
      302.557     -35.5706      20.9313     -257.767    0.0268316     -1.15669
      150.198     -2.51978      37.2114      161.478     0.102292     0.110802
      218.949      39.2724      20.7301      5.01181    -0.628088     -1.87788
      188.330     -15.0171      86.4497      213.207   -0.0463088    -0.584555
      211.323     -28.7450      25.6666      238.175     -2.12878     -1.66344
      273.093      37.7176      23.3041     -361.093     -1.00219     -1.41936
      81.3558      84.9339      21.6498     -335.295     0.637157     -1.11498
      115.041      50.3255      24.3070      187.056     0.311201     -2.18643
      339.256      33.8127      13.4249     -307.922      1.90141     -3.51270
      233.173      21.7585      12.9706     -99.8788     -3.10431    -0.811906
      288.196     -4.37396      73.6633     -297.281    -0.838761    -0.517355
      294.855     -31.7892      16.2723     -28.2345     -2.19808     -1.97558
      349.876      37.7429      7.90091     -62.9068      5.03616     0.952081
      184.362      3.62148      96.1535      276.616    -0.275676    -0.681603
      317.323      23.3587      19.1259     -132.510    -0.485147     -1.83629
      155.088      17.8749      12.4866     -33.4509     -4.89304     -5.26687
      235.632     -29.0267      21.5153      214.522    -0.910910     -1.56393
      251.724     -16.0947      20.6666      53.1830     -1.47075     -1.77124
      231.480      12.8729      11.6819      43.7006     -3.96534     -2.09172
      109.735     -17.0656      40.7919      173.404     0.316386     0.252698
      248.879      78.9723      49.0172     -254.606    -0.365951     0.447331
      274.329     -43.6433      65.6479      135.902    -0.249673    -0.631193
      90.9895      44.4272      51.7674     -129.752     0.540977    -0.931492
      28.0452     -23.5816      12.4083      113.823     -1.60392     -3.62784
      309.493      40.5599      49.3597     -335.952     0.640468    -0.296973
      245.316     -6.71261      29.9184     -78.6237     -1.10392    -0.512555
      335.992     -28.8331      14.4936      7.51095    -0.574541     -2.84490
      82.7115      72.0591      50.4279     -164.383     0.580252   -0.0342705
      80.3787      74.1570      55.7118      38.5957     0.215912    -0.608545
      188.832      73.8416      11.4601     -284.721     -3.69903      1.36604
      193.702      55.5828      41.9470     -10.9055    -0.520986     -1.99242
      2.93559     -47.0561      18.4306      177.804      2.35133     -3.42190
      290.654     -61.5347      85.2850      144.428   -0.0647449    -0.420418
      107.912      8.35484      86.0016      204.868   -0.0857166    -0.467990
      233.200      53.7454      17.3685     -217.619     -1.64532     -1.57507
      36.6153     -52.8020      14.1035      170.090    -0.387691    -0.775358
      3.21413     -54.2962      27.5890     -66.3369      1.24970     -2.57403
      222.298      4.77134      20.8916     -17.4188     -1.99524     -1.07859
      91.9508     -25.1629      88.5906      319.330     0.901152    -0.216028
      338.510     -19.7158      72.4530     -84.9074     0.258540    -0.652517
      67.1165     -56.8007      16.2057      176.160      2.30874    -0.751965
      318.446      33.9265      17.9242     -115.161    -0.808702     0.511210
      134.699      72.0478      26.7275     -45.8920     -1.39440     -2.23132
      292.150     -43.9862      25.6611      174.449    -0.204124     -2.23839
      9.36187      1.68158      75.0931      21.9918     0.216623   -0.0612503
      179.924      44.7664      45.6492     -47.7805    -0.487464     -1.23266
      224.172     -15.3069      14.1485      159.997     -4.10055     -1.75009
      77.6392      25.0630      10.0562      30.5687      1.11096     -6.11820
