ra[deg]  dec[deg]  D[kpc]  Vlos[km/s]  PMRA[mas/yr]  PMDEC[mas/yr]
      42.1228      11.2079      15.3163      37.2122      1.75402     -5.12878
      245.487      33.6788      20.5075     -141.504     -1.99217      1.45830
      65.3891      31.9186      17.5016     -2.71458      2.20287    -0.977737
      326.043     -40.7796      26.1020     -39.5200    -0.206140     -1.64924
      280.050     -1.83738      29.0732     -70.7102     -1.57250    -0.465673
      175.167     -52.2789      77.4574      322.623    -0.198340     0.245952
      349.987     -19.9398      21.3397     -98.2919     0.831496     -2.81162
      162.055      30.9382      14.4686     -19.0138     0.682621     -2.93563
      189.388     -14.7780      72.7818      326.604     0.220690    -0.842504
      67.6074     -68.3472      25.4973      123.489     0.538061     0.986391
      56.0208     -9.74350      13.7434      45.9657      2.46401     -2.19363
      148.012     -5.55042      59.5888      213.145    -0.305292    -0.231485
      64.9659     -13.6117      25.5289      47.1495      1.82669    -0.723189
      9.63307      9.70536      15.0542     -151.410      1.38568     -3.41949
      124.676      45.9187      33.3762     -110.052   -0.0185991    -0.657419
      96.3451     -62.8336      42.1639      134.169      1.04678     0.519099
      272.745     -27.4643      53.3011     -7.21886    -0.120294    0.0149681
      194.748     -5.19255      19.0559      50.2298    -0.665389     -2.65894
      159.779     -19.2670      26.0721      151.261    -0.139020     -2.34191
      67.5440      52.0500      25.0188     -160.423     -1.29011    -0.971647
      123.577      48.5758      31.1941     -174.889      1.55688     -2.29509
      54.1170     -14.0014      24.3288      68.2501      2.66412    -0.618524
      241.407      10.5104      17.2145     -134.705     -4.75123    -0.353017
      188.765      18.8370      21.2286      147.515    -0.666508     -3.56755
      214.166      23.2292      13.2548     -55.7200    0.0774012     -2.25609
      132.688    -0.317612      25.2069      151.091     -1.03299     -1.83576
      25.9176      43.5863      10.0537     -182.271    -0.190226    -0.972023
      102.818      62.8002      56.0200     -44.7724    0.0605064    -0.917404
      183.620      37.0581      25.9039      3.51552     -2.48093     -1.95247
      38.3286      40.3582      30.7561     -165.878     -1.01593    -0.624109
      120.828     -13.7475      84.7612      168.634    -0.430391    -0.311412
      309.892     -2.38217      48.3566     -141.568     0.133753    -0.799776
      90.3717     -41.0403      60.1814      319.736     0.568714    -0.276990
      316.832      10.7347      11.6320     -87.3041   0.00967602      1.90288
      281.452     -19.4365      10.6070     -134.475     -4.15433     -7.40753
      346.009     -37.9260      14.8311      43.4958    -0.767706     -4.21700
      161.871      18.9949      18.0171      56.1334     0.604409     -2.59964
      169.810      21.7317      13.4723      57.4818     -1.24421     -4.22307
      343.036     -63.9148      18.6888     -88.6091      2.28152     -2.91014
      243.491     -23.0882      102.517      177.441    -0.296293    -0.340947
      11.5333     -53.2808      55.6633      87.9383     0.792591    -0.641559
     0.734098      34.0964      29.3657     -147.580      1.27812    -0.758750
      262.978     -6.84300      28.7939      84.0134    -0.774610     -1.62708
      9.08682     -26.4080      73.1459      107.149     0.281910     -1.15815
      123.846     -27.7263      22.5314      512.709      1.00000     0.232921
      163.983      85.9218      26.1351     -162.367    -0.375715     -1.91759
      116.938      22.1468      20.8207      27.6166     0.150362     -2.31890
      196.342     -26.2106      32.7971      195.922     -1.51013    -0.300141
      244.637      44.6742      14.4252     -138.824     -1.82777    -0.914103
      204.885     -9.26689      15.5760      78.3944     -1.90963     -1.54425
      208.562      22.0413      61.9734     -17.5871    -0.644517    -0.619996
      303.630     -18.3215      57.5810     -230.016    -0.154014     -1.37215
      13.4004     -57.0148      37.2125      153.336      1.13532    -0.460259
      264.635     -48.1544      35.3351      63.3504    -0.476803     -1.56250
      38.7383      1.64506      18.9678     -38.3703      1.21284     -3.76421
      59.6528     -19.3747      18.5482     -4.92215      3.44644     0.664135
      332.620     -67.1716      13.5826     -78.5842     0.648072     -3.72524
      70.6727     -47.3280      26.5718      170.585     0.681021     -2.39230
      207.874     -19.7495      41.3030      272.287     -1.09896     -1.04099
      162.073      5.43598      37.6665      19.4324    -0.760665    -0.591737
      256.115     -37.6594      78.8458      152.685    -0.276981    -0.345128
      347.447     -48.9565      21.2329      16.0190      1.17747     -3.45351
      23.1669     -45.9046      24.8852      201.749      1.77002     -1.32368
      132.275     -9.81061      13.0650      371.493    -0.784104     -1.39067
      271.112      8.42197      12.2482     -218.174    -0.941452     -3.24259
      117.978      39.0775      38.2061      142.425    -0.356959     -1.88086
      276.331      24.5039      22.5115     -304.912     -1.49511     -2.24368
      151.025     -27.5917      51.8419      243.909    -0.788837   -0.0123273
      208.059      40.6273      13.7566     -40.2800     0.512371     -2.82575
      243.247    -0.889089      17.3230     -59.7652     -1.34247     -3.45331
      357.008     -12.9917      32.2673     -228.420      2.25063     -1.64129
      120.906     -13.0829      35.1674      100.019     0.537922     0.207557
      32.3014     -3.83523      53.5820      155.719     0.756817    -0.553840
      31.9388     -78.9465      19.5866      104.762      2.86387    -0.575372
      237.569      54.1414      67.4860     -115.457    -0.365047    -0.125275
      86.6993     -6.59628      21.9197      99.7151      1.81637     0.292852
      296.037      30.9567      39.3428     -252.252    -0.810993    -0.476567
      145.684      31.6699      15.9656     -80.9460     0.215423     -4.92926
      319.701     -16.4186      14.9624      13.5508      2.01838    -0.363479
      21.4415      57.2634      30.1227     -215.094      1.75190     0.596302
      316.730     -28.6697      51.9848      73.6369     0.267611     -1.08872
      268.973      29.7069      13.6126     -2.97035     -4.55716     -3.64841
      222.279      68.1596      14.5878     -69.4715     -5.90315     -1.34706
      67.2736      69.8289      3.84101     -19.3563      3.18179  -0.00596633
      358.846     -63.8545      10.4916      25.1169    -0.884555     -3.14031
      148.962     -38.5334      9.75869      348.610     -3.05247     -1.65868
      200.903      74.7800      36.4480     -109.044    -0.611572     -1.13832
      138.526     -44.2213      25.2962      206.630     0.496818     0.710966
      191.055      8.30516      79.3012      80.2697   -0.0728924    -0.642779
      227.578      6.32774      19.9428     -130.990    -0.716095    -0.566631
      227.226      12.0442      69.1719      170.384    -0.567701    -0.473671
      118.761     -46.8344      15.2035      286.390    0.0540478    -0.919978
      76.9803     -40.2173      25.8987      31.3977     0.557648    -0.323522
      14.3823     -42.2156      63.0806      121.560     0.170866    -0.782870
      352.694      38.4017      23.1942     -108.869     0.773824     0.657808
      325.493     -24.7473      26.3842      28.5309     0.864534     -1.97326
      49.6607     -46.5043      18.0649      228.732      2.95611      1.83157
      330.767      65.8557      20.9559     -274.448      2.13172     0.515483
      255.671      55.7160      60.2370     -74.7736    -0.136363    -0.272873
      203.469      18.1416      14.7933      58.0949      1.64399     -3.06520
      279.758     -5.73653      55.7328      35.2711    -0.986095    -0.564593
      203.876     -56.3716      9.35177      248.981     -3.80328     -3.02909
      235.675      24.7532      54.0822     -292.321     -1.21524     0.110725
      345.384     -52.8381      29.8086     -98.4300     0.251122     -1.91420
      329.493     -20.8865      14.0536     -90.4883      2.24730     -4.76125
      355.036     -57.4870      32.3769      184.783    0.0355454     -1.03288
      267.460     -25.4464      22.1275     -219.239     -1.88102     -2.46861
      99.0382      49.4437      32.4994      8.84627      1.03360     -1.65219
      269.782     -66.1181      22.5116      125.053    -0.471990     -3.01066
      192.533     -35.7603      21.0369      196.282    -0.365044     -1.33782
      317.426     -48.8027      13.2560      70.2948      1.35565     -6.79770
      135.748    -0.637458      40.7458      108.114     0.455265    -0.594434
      110.701      35.7557      15.1371     -1.93883     0.244674     -4.30425
      198.329      63.1700      49.4122     -52.1304    -0.421196    -0.528470
      262.469      1.02585      91.0869      43.3870    -0.666154    -0.620649
      190.755     -35.8635      80.2844      157.740     0.226422    -0.547261
      248.647      50.3805      14.9858     -267.094    -0.664555     -2.26438
      317.469     -29.8656      61.0537     -190.990   -0.0753514    -0.305629
      294.022      57.4564      28.1811     -334.746    -0.533473      1.03009
      237.350      48.3170      37.1108     -129.170    -0.966635     -2.24951
      112.939      4.51388      55.9283     -94.2479     0.138742    -0.305502
      343.700      25.0597      20.0063     -301.286      1.51425    -0.399554
      10.2401     -39.6742      93.1668      72.5307     0.280690    -0.833445
      30.7579     -22.2316      14.1275      51.1343      1.14553     -2.77034
      342.896     -21.6912      5.87498     -86.1601     0.209207     -10.3650
      81.2440     -50.5917      30.1229      225.417      1.04811     0.364280
      226.205     -62.4957      29.5393      211.189     -1.91983    -0.438729
      31.8528      53.6654      35.3542     -134.839     0.114256    -0.524488
      301.573      6.21229      87.2636     -148.937   -0.0782781    -0.433562
      299.781     -45.6990      50.4243      68.6315    -0.280573     -1.08761
      335.464     -71.0363      27.8866      251.410     0.867587     -1.54682
      196.667      25.8202      12.8035      5.60959     -5.73047     -2.64252
      347.441     -60.0166      18.8389      45.7106     0.679388     -3.68400
      293.538      11.8291      30.6231     -291.974     -1.17583    -0.993941
      54.4065      51.9897      22.8059     -211.578     0.845310    -0.346723
      182.969     -35.8639      6.72111      391.922     -1.68361     -1.59318
      17.7897     -16.2548      12.4415     -88.5904      2.14784     -5.21773
      179.123     -47.3899      15.3033      259.203     -2.31118      3.08405
      85.3009      3.96322      16.8745      68.6255     0.154312     -3.88728
      171.602     -16.0319      21.4010      307.308    -0.816779     -1.45130
      316.807      37.0202      86.5903     -128.121   -0.0892268    -0.230631
      275.368      47.9267      3.69895     -263.422     -8.08490      2.87007
      151.978     -5.92548      53.2956      280.494     0.487694    -0.801717
      313.392      3.21886      35.8103     -98.9367   -0.0200479    -0.741130
      74.8090     -10.0802      42.2557      195.767     0.447061     -1.42885
      351.784     -28.6062      28.5310      56.6142     0.461601    -0.515929
      47.0419     -3.41632      78.6071     -1.88088     0.373120    -0.225025
      66.8407     -59.5006      17.7645      110.492      1.29060    -0.538288
      80.5428     -73.5960      7.43867      272.775     -3.69231      4.35347
      246.570     -78.0389      14.9076      294.651    -0.763412    -0.987433
      66.7325      8.05763      25.1844      1.14506      2.02647     -1.69241
      241.766     -30.7873      25.5301     -24.4870     -1.61459     0.256076
      163.742      33.5089      27.2455     -67.1144     -2.45077     -3.66587
      272.462     -23.2486      38.2263      21.1665    -0.396786     -2.15615
      293.982     -80.7291      13.6580      303.612     -2.43993    0.0774625
      356.550     -32.4399      11.7431     -52.9477      1.64739     -4.17371
      93.8603     -58.5881      83.2781      255.413    0.0242901    0.0499911
      92.1334     -53.0114      13.9202      107.874      1.96470     -1.65859
      285.420     -41.7129      26.5170     -18.3744    -0.742085     -2.77875
      223.694      36.9470      42.4478     -207.281    -0.399822    0.0396817
      213.707     -22.6647      76.6760      17.4294    0.0681393    0.0239239
      311.336     -61.0947      52.7797      149.634    0.0679929     -1.92194
      114.949      19.2373      74.6943      170.136     0.568951    0.0415988
      22.8613     -27.3837      39.0196      102.484     0.401980     -1.21698
      65.8371      16.4583      42.7813     -23.0927     0.858977    -0.903932
      308.166      3.30299      14.9123     -70.5862    -0.839103     -4.77257
      51.7729     -6.70073      12.9429     -53.3328      1.49401     -2.80773
      347.785     -8.30069      16.8163     -22.5723    -0.425370     -2.46628
      115.694     -3.21108      29.4812      76.0319    -0.186913     -1.04221
      144.504     -35.9769      27.9492      147.874     -1.37555    -0.876346
      327.461     -38.2022      26.1538      20.7352    -0.263638     -2.12184
      232.162     -55.7808      31.1831      55.6632     -1.49075    -0.451584
      78.3596      66.0951      55.4593     -169.648      1.57994     -1.11874
      335.885     -21.6292      36.9591     -52.7100     0.949838    -0.840493
      73.9671     -18.3942      25.4215      146.938    0.0553502    -0.974269
      145.488      15.2943      34.7561      165.230     0.336319     -1.54437
      279.863     -55.5506      35.5783     -110.112    -0.661243    -0.970114
      332.392     -27.4514      12.0616     -49.1202     -1.18968     -3.65369
      352.375     -26.4652      32.9054     -10.0018      1.24165     -2.13990
      291.644      28.9109      17.4850     -170.502     -2.76114     -2.80918
      119.239      40.9807      44.5752     -28.3893    0.0557474     -1.79816
      67.4348      4.94857      17.6184      93.9217      1.42804    -0.885395
      296.143     -4.46211      37.2641     -265.009    -0.376997     -1.73826
      214.712      68.6752      94.1598     -188.680    -0.362988    -0.252079
      164.417      27.6424      14.1391      84.6357     -1.20244     -2.88255
      209.201     -31.8485      21.3577      24.4088     -1.02529     -1.69306
      216.147      14.1871      16.0474     -135.242     -3.37764     -1.53179
      201.377      54.6608      11.4360     -239.168     -1.31087     0.648459
      310.034     -36.7276      33.7319     -29.4872    0.0723921     -2.01140
      167.860      22.1075      18.7193      62.3476    -0.530223     -2.41196
      282.167     -41.3443      22.5993     -32.4718     -1.80891     -3.35336
      80.5393      56.2683      63.3561     -199.366     0.824507    -0.898437
      248.703     -40.7839      9.52178      62.2488     -1.20825     -2.88336
      327.718      10.6354      22.4744     -171.127     -1.01609    -0.929521
      199.381     -25.7633      10.7173      116.974     -4.21000    -0.963379
      154.944      24.9154      58.2307     -52.0784   -0.0396270    -0.472798
      252.436     -41.8574      6.40314      15.1740     -6.82784     -9.88673
      164.131      49.6939      19.2573      146.178    -0.399822     -3.41304
      112.393     -20.5742      37.1490     -26.3160     0.620122    -0.577402
      115.203     -7.84515      19.9344      234.120  -0.00227893     -2.53020
      99.8888     -30.3006      68.8065      159.232     0.639413    -0.342098
      259.644      8.88942      28.5130     -147.245     -1.43628     -2.49487
      15.2370     -87.4832      11.6252     -10.3484      3.91445     -3.08923
      233.217      2.21639      4.43113     -171.004     -9.45648     -8.20119
      83.1399      28.8479      25.0083     -162.306      1.55285     -1.37930
      295.347     -14.7053      17.4974     -11.7016     -2.05608     -1.74637
      171.456     -33.3313      16.7329      264.572      1.00454     -1.77833
      103.357      18.4404      40.0738      188.899     0.903023    -0.805124
      183.164     -45.7302      64.3746      80.4303    -0.213183    -0.471761
      333.845     -15.7377      17.1091     -66.2975      1.04315     -2.93517
      117.561      41.0810      32.8966     -165.154     0.164451     -2.54306
      33.3326     -22.7006      77.8323     -105.753     0.231117    -0.402918
      9.12925      25.0281      25.4355     -128.203     0.315596     -1.03104
      29.5469    -0.422127      31.9057     -154.761      1.20202    -0.435477
      234.548      38.1283      34.7925     -187.504     -1.13359     0.244552
      242.815      21.9976      44.8746     -312.378     -1.70933    -0.861897
      2.32354      16.9988      20.5619     -101.428      2.52083     -1.76353
      192.391     -12.8026      25.0138      259.187     -2.03346     -1.11487
      331.219      20.2399      23.1821     -215.816     0.274611     -2.45608
      142.281     -16.1891      50.3453      275.618   -0.0682995    -0.526445
      126.353      41.8338      8.06930      52.9372      3.41239     -6.26675
      12.1880     -25.5906      78.7658      77.3199     0.771900    -0.944065
      97.3313     -37.1372      46.2070      346.932   -0.0847823    -0.354953
      182.546      7.94569      23.1053      204.831     -1.85929     -2.62127
      268.911     -43.1987      38.3814      35.8081    -0.648585     -1.30654
      124.465     -25.2975      32.9981      174.916     0.423925     -1.49355
      238.432      26.6469      40.3540     -210.424     -1.11594    -0.882366
      164.383      29.7611      15.7288     -144.119     -2.90045     -2.47480
      308.463     -9.32685      23.6937     -272.394    -0.917897     -2.33712
      272.196      13.3621      21.6789     -232.107     -2.63859     -1.37146
      245.714     -9.30869      12.4795     -60.9024     -2.09150     -6.05552
      14.5876      51.4002      53.0913     -204.835     0.927519    -0.934251
      295.107      39.7149      18.7216     -122.007    -0.762928     0.912451
      237.357      27.4980      20.2200     -102.891     -1.29878     -1.42549
      283.606     -10.4042      58.2525      7.70520    0.0618666    -0.438246
      60.7691     -33.9039      24.0252      131.096      2.45442     -1.50017
      209.417      16.4118      5.45415      103.825     -2.46175     -6.70203
      121.850     -13.9710      15.4813      155.570     0.123700     -1.53336
      200.984     -68.5983      16.0114      168.650     -1.55177     -1.39616
      318.524      48.5810      27.6763     -128.550     0.110127    -0.461585
      337.936     -25.3979      15.5498     -47.4267    -0.533644     -4.40826
      165.345      18.0429      20.7787      93.4767     -1.67351    -0.892757
      122.667     -10.2578      12.7485      248.462    -0.888583    -0.325354
      289.667     -19.4629      52.5741     -124.787    -0.352402    -0.987650
      264.273     -37.5259      15.4378      34.4725    -0.790828     -1.18746
      54.0486      9.60217      29.4277     -62.7054      2.18012     -1.68691
      110.828      72.2197      20.2013     -118.547      1.38470     -1.03159
      227.985      8.78016      39.8163     -84.2673     -1.38938    -0.520718
      90.0046      47.4249      16.2398     -70.4762      1.95626     -4.70541
      58.5164     -5.86167      64.0883      139.612     0.416706    -0.569591
      350.080      67.4344      15.7557     -33.3821      2.51351     0.343198
      310.885      17.9636      24.6553     -228.141     0.260430    -0.702822
      21.3374     -16.9411      32.0169      10.1511     0.818060    -0.997052
      132.451     -31.3908      16.9460      193.385     0.873559    -0.924648
      57.7349     -4.77905      17.5292     -3.17515      1.62096     -1.63897
      160.365      33.5570      16.3990      68.5863     -1.27890     -4.06832
      51.8099      25.0161      49.1951      3.45448     0.603485    -0.627586
      314.301     -29.3408      87.7980     -1.76991     0.338462     -1.37834
      277.889      37.2723      19.7633     -255.780     -1.17469    -0.230931
      259.515     -19.9786      35.4684      79.7585   -0.0131549     -1.00847
      116.500     -66.2469      36.9506      216.530    -0.288375      1.17324
      85.7754     -33.7646      35.7510      173.148     0.474053     -1.02461
      186.969      7.37323      21.7442      189.449     -1.58500     -3.34723
      261.289      60.9196      73.4969     -235.300   -0.0187294     0.319769
      210.862      70.5494      20.3240     -149.149     -2.52922     0.188475
      177.275      25.7599      24.7948      84.6014     0.502802     -1.50122
      6.36387     -77.1429      23.2528      120.176     0.972746    -0.867520
      75.9662     -29.2307      33.5723      101.821   -0.0305285     -1.00803
      231.508      58.9578      52.1608     -193.125     -1.32548    -0.305144
      83.2950     -47.1696      16.9104      252.306      3.45700     -1.67322
      341.846      42.4565      57.7940     -171.779    -0.183127   -0.0428333
      37.1721      12.1584      9.63602     -98.2795      5.00804     -2.39659
      42.6100      22.3883      21.2126     -25.0920      1.59151    -0.737843
      116.759     -38.4603      19.5557      272.955      2.07396     -1.10455
      202.053     -34.7602      32.1354      127.947     -2.04495    -0.476088
      282.117      41.3190      64.9965     -212.787    -0.112483    -0.311765
      295.927     -84.1346      38.6950      100.153   -0.0244339     -1.10205
      317.526     -4.67395      9.96206     -65.5518      1.99540     -8.03353
      181.881     -39.9266      47.7825      87.3122    -0.453130    -0.426335
      94.1420      18.2351      19.0357     -33.1318      1.24444     -2.41163
      163.739     -50.3018      15.9754      411.550    -0.173955    -0.356875
      305.364     -83.3852      34.4912      212.262     0.104776    -0.461739
      4.86599     -26.1086      45.0655     -188.159     0.871969     -1.22385
      173.985     -35.8591      32.1590      230.728    -0.198278     -1.21179
     0.561737     -50.1735      23.4949      68.6358      2.07027     -1.08189
      156.655      68.1634      16.4033     -87.5216    -0.823130    0.0321730
      4.52230     -65.2039      30.1308      189.053      1.83785     -1.41707
      99.6440     -21.0039      23.6701      25.5806      2.11365     -1.46475
      144.199     -2.43292      21.3209      288.765     0.261082    -0.505217
      186.950     0.631792      105.243      271.726   -0.0255375    -0.163785
      116.253     -57.3773      17.9600      125.504     0.350044    -0.407578
      206.240      37.6178      36.6986     -91.5514     -1.06295    -0.747079
      120.558      22.5074      32.2664      338.994     0.329740     -2.23993
      286.712     -39.9848      17.6504     -107.430     -2.90298     -4.62185
      114.490     -46.4629      47.3727      121.461     0.191950    -0.116919
      33.5961      40.5944      10.6823     -139.360      4.50303    -0.473191
      213.354     -49.1467      70.8029      236.670    -0.417608    -0.646197
      65.6865      23.7656      14.7685     -55.6671      1.21454     -5.33642
      234.567      49.1373      92.9858     -13.4522    -0.246224    -0.279978
      14.8961      36.2167      80.6818     -152.846      1.14074    -0.178058
      247.252      40.9244      28.9905     -301.101    -0.254831     -1.83083
      253.239      17.7141      14.1792     -200.949     -4.37532     -4.49139
      346.630     -3.92138      16.7919     -249.807     -1.35226    -0.926894
      334.398      24.3132      4.46295     -253.632     -4.98111     -9.07988
      340.991     -35.5787      20.0809     -65.6527     0.742239     -3.18385
      36.0204      15.0778      20.6901     -153.109      2.39023     -3.06336
      131.624      36.2014      40.1698      47.7910     0.169596     -1.87925
      240.636     -17.3679      17.7863     -12.7852     -2.61286     -2.74823
      133.809      37.5751      10.2591      220.989     -2.64390     -2.37659
      86.0948     -3.96995      17.1728      120.993    -0.160973    -0.142628
      169.275      30.8897      18.2789     -28.3403    -0.383441     -3.61615
      263.176     -18.8060      20.2779     -72.5604    -0.982760     -1.87014
      20.3553     -38.3521      10.5536      68.5666      6.97859     -5.87377
      131.285      24.7062      38.9356      86.4141    -0.129810    -0.813396
      123.090     -3.56993      39.8577      173.754  -0.00808882    -0.418504
      269.117     -16.8252      26.3267      1.84129    -0.435733     -2.82660
      131.509     -59.4047      31.1262      118.831     0.563007     0.590577
      56.1905      15.5249      22.4486      144.252      3.00425     -2.23405
      168.138     -50.2459      33.4065      218.069     0.242742    -0.196916
      187.095      48.2080      28.8871      104.144    -0.116577     -1.41404
      234.360     -37.0440      16.6896     -10.7861    -0.601573     -2.20568
      188.290     -60.8518      11.1065      213.275     -3.65024     -2.41440
      278.558      3.60171      10.3466     -246.448     -3.23944     -3.16302
      20.7044      13.9657      10.6622     -131.424      2.23023     -6.72791
      117.553      51.5266      16.8184     -145.344    -0.133421    0.0427252
      159.058     -40.3941      13.5789      257.616     -2.67080     -1.03101
      164.975      10.0970      28.7406      101.927    -0.403753     -1.51127
      280.126    -0.670288      14.9181     -159.637     -2.27336     -3.69869
      267.447     -16.7351      39.2046      50.5467    -0.809188     -1.76912
      121.760     -1.50426      35.0689      161.138    -0.239464     -1.33380
      59.4060     -21.1375      11.3295      6.89586      2.19124     -4.86494
      249.522     -13.8811      29.8782      106.101     -2.55757     -1.99908
      53.7320     -44.0842      22.3866      121.690      2.62395     -2.34651
      282.608      50.6234      16.0230     -343.665    -0.637594     -4.10842
      30.4501     -5.42246      17.5018      143.796      2.40391     -3.39095
      169.759      40.1517      16.6988     -27.5618     -1.39884    -0.945470
      33.1481     -46.4946      19.2131      52.2894      1.20453     -2.20469
      178.890      3.61631      55.4915      193.535    -0.792944     -1.44535
      189.931     -55.1645      34.0439      147.112    -0.738104    0.0550638
      269.259      37.7803      89.3232     -300.160    -0.145752    -0.154023
      266.523     -60.7341      21.6832      127.257     -1.88121    -0.726975
      252.552     -55.1275      11.4135      157.075    -0.940150     -5.17411
      202.454     -46.6544      28.5594      215.590    -0.876236      2.22522
      209.188     -72.8952      28.4746      157.757     -1.15825    -0.556821
      299.802     -28.4159      12.5318      55.0126     -1.67227     -7.39761
      220.686     -30.6351      8.24326      168.387     -5.85601     -5.23706
      58.3917      78.7347      11.5248     -103.806      2.91636     -4.12996
      179.879      31.5692      21.1422     -38.7840     -1.95989     -1.21810
      111.116     -33.7930      17.4969      359.381      2.36220    0.0385893
      320.226     -61.2147      30.3160      283.218    -0.494275     -1.96644
      97.7748      8.91737      22.2736      32.6236      1.22939     -1.67569
      63.7336      76.9095      18.1427     -219.940      1.15231    -0.250066
      135.653      17.0724      28.9408     0.145653     0.388639     -2.02184
      185.430      13.8247      19.1611      19.6036    -0.907127     -3.56711
      273.581      19.2403      16.2835     -133.256     -3.65865     -2.37820
      330.711      34.6735      23.6184      33.9066    -0.461837    -0.774727
      8.18431     -55.4080      12.8718      141.947      3.17476     -4.56742
      156.261      31.2450      18.3784      23.6012     -1.12401     -1.40915
      184.120      41.0953      10.5963      11.3708     -3.07571     -4.12164
      17.2273      13.9290      17.6669     -163.092      3.30357     -1.38636
      194.100      27.7279      37.8893      11.8850     -1.14178    -0.756585
      187.327      1.95770      4.55179      39.5630     -2.52107     -14.9755
      87.6562      51.6514      25.3916      11.4486      1.76940     -1.95635
      122.686     -24.2187      11.0203      260.628      2.56274     -2.32267
      216.288      3.62420      10.6527      39.7631     -6.36267     -3.85823
      54.2592      43.8380      22.3174     -120.534      2.70059     -2.50464
      143.736     -6.59264      13.6810      89.4114     -1.81467     -1.72618
      238.365     -63.2149      17.6139      170.164     -3.23295     -2.85592
      163.832     -2.33146      24.0680      174.753     -2.11709    -0.299503
      134.984      60.1669      25.0536     -10.3665    -0.698003     -2.16355
      308.255      21.9322      9.69589     -418.168     -1.17480      2.07414
      116.492      4.28530      11.3028      96.9914     0.648493     -5.55689
      143.552      58.5838      76.5410     -126.963    0.0174126     -1.04218
      332.199     -6.18043      27.3945     -304.502     0.672426    -0.454322
      323.758     -50.9613      16.6603      109.451     -1.54791    -0.620386
      225.316      23.5788      58.6896     -40.7325    -0.561407    -0.796415
      273.365     -43.4345      31.2707      93.8711     -1.50875    -0.575165
      97.8672      64.3253      15.5882     -49.7423      1.55209     -2.85515
      22.4235      19.2338      17.4410     -131.969      1.03386     -1.19576
      118.275      29.7703      60.5549      44.9137    -0.606267    -0.846233
      298.203     -5.02547      17.7726     -206.870    -0.874606     -1.78220
      327.621     -57.0391      15.0020      98.0503     0.615623     -2.83796
      37.5483     -71.8948      58.5928      121.550     0.961516   -0.0180573
      297.873      20.6514      16.8086     -110.837     0.736215     -1.83291
      169.688     -28.4757      28.1586      128.817     -1.29243     -1.53632
      253.866      12.2389      19.7042     -82.5956    -0.945183     -1.30530
      104.877     -29.3370      14.3436      350.568      4.49712     -2.63761
      156.356     -39.5054      37.3528      167.974    -0.320023    -0.506747
      151.621      21.8707      22.6702      146.981    -0.841808     -1.91648
      220.931     -36.2948      33.5052      179.101     -1.29969     -1.72334
      283.702     -30.1797      42.2726     -22.7942    0.0544427     -1.19280
      262.811     -25.4433      18.5558     -46.1382     -1.59485     0.927576
      290.106     -12.9325      23.8920     -114.717    -0.238890     -1.67831
      163.308     -2.19130      6.89001      212.100     -2.29161     -2.25317
      93.9182      54.5659      32.3519      17.3547      1.78687     -2.13956
      211.932     -58.8205      30.0023      311.400     -1.17321    -0.846422
      335.533     -56.4850      92.0724     -74.0509     0.235915    -0.750757
      55.2073      12.8834      12.6054     -127.673      2.38032     -4.13869
      71.8241     -41.4609      24.6248      164.938     0.297520    -0.302772
      269.843      53.2252      35.7852     -262.591    -0.507681    -0.255496
      144.257      58.0303      20.1286     -163.946    -0.952606     -3.42130
      147.952     -17.9150      19.2526      225.549     -1.28853    -0.454715
      77.9217     -18.7261      38.8480      154.876    -0.532772     -1.05205
      327.881      77.8481      21.4146     -11.7048     0.735042      1.80657
      204.534     -37.2375      27.1744     -3.73898     -1.71998     -1.01119
      22.4154     -47.9138      54.8826      61.3539     0.634693  -0.00177518
      331.658     -3.65642      78.1191     -143.947     0.193829   -0.0381550
      334.634     -36.9533      12.7912     -263.917    -0.393082     -6.29899
      184.057      69.4418      23.0552     -65.1262     -1.53786     -1.82375
      242.145      9.40107      20.3512     -57.1125     -2.22347     -2.42927
      349.431     -52.7521      15.5873      113.649      1.46235     -2.20121
      253.355     -18.8461      27.9806     -106.181    -0.476286     -1.90026
      270.805      43.6402      8.88979     -157.897     -1.47805     0.363864
      47.1663      35.6375      31.6542     -67.3074      1.93519    -0.232736
      342.717     -29.9120      67.4999     -100.769     0.174695    -0.775703
      107.484      24.5281      21.2041      63.3920   -0.0331835     -2.09326
      1.77131      10.2706      24.0273     -271.780     0.852916     -1.31556
      72.0124     -61.5924      13.3924      140.202      1.50758      1.54001
      171.991     -1.34412      17.5373      173.178     -1.30339     0.242561
      273.158      12.0263      22.2659     -169.328     -1.06739     -1.84774
      56.0098     0.366595      15.7869      24.8079      2.81762    -0.580692
      245.034      27.5465      11.8534     -95.0203     -4.48636     -2.52718
      179.391     -54.0273      22.6835      179.893    -0.109145      1.88405
      238.183     -14.8238      12.7880      78.2424     -1.16944     -4.05917
      169.403      56.2419      48.4236     -249.801    -0.189654     -1.05615
      117.026     -36.7976      17.6028      233.316     0.718220     0.280561
      61.2022     -35.4793      39.0349      95.6808     0.927371    -0.609154
      185.053     -17.9692      13.9240     -34.5121    -0.638536     -3.34386
      282.107     -56.9484      15.5719      127.961     0.155211     -1.06136
      230.165     -22.6866      38.9947      117.815    -0.662665     -1.53339
      195.539     -61.3644      10.4175      350.278     -4.87679    -0.130004
      345.535      41.6816      16.8835     -188.839     0.951005    -0.193671
