# x[kpc] y[kpc] z[kpc] v_x[km/s] v_y[km/s] v_z[km/s]
  -5.6479   -6.9860  -23.9232  -77.3287   38.0552   74.8035
   4.0394   14.0095   -4.4010  -43.7044  126.0404   89.5662
  14.1469   10.3765   20.2021  225.3518    9.4160  -83.2332
   2.9014    4.0294    3.7727  144.9892  244.3234 -174.0282
  -4.5011    1.2667   -2.2861 -122.0960  -16.3733   36.0592
  15.4989  -24.9086   -6.7013  145.4276   39.5241 -203.0573
 -10.8776   67.4448   27.9985  -91.4940  -56.1607  -48.2878
 -11.4887    2.2600   10.4054  254.4513  105.3087  -67.5902
  10.1013  -17.8668   -8.6195  107.2836  -64.8440  -12.2809
   4.5516   -7.6259  -24.0337  275.9492  -73.8950  142.9979
 -13.1780   -4.9196    7.3258   18.5496  -67.9935 -133.0406
   6.0280  -11.0524   -9.9205  -17.2379   63.3609 -121.1030
 -10.0723    9.3792    2.0839  -14.5507 -156.8977   16.1013
  -0.5270   27.1257   11.9107   50.8719   37.3732 -154.8421
  -9.8075  -16.2665    0.9552  -45.7451  323.4142   41.8654
 -37.7948  -10.6026   34.1983 -218.0364  166.7100   86.0599
 -11.6335  -18.0176   21.4361  221.9053 -129.4760  -11.8078
   4.0730   -2.8114  -30.9118  169.5308  -24.0906  -25.1789
  -9.2848   -9.4948    3.9595  269.2956   42.1894   38.1257
 -14.8603  -23.6448    1.2814   61.2790   75.8438  -62.6834
 -35.1895    3.6720  -12.7529   65.3374 -101.0244  133.7005
 -19.3708  -36.0457  -55.0592  124.3651 -138.7990  -22.9184
  23.9494   34.8571   11.0816 -133.4536 -164.9823 -133.1847
 -39.3957   33.7112   -4.0302  -87.7404   43.2537   92.9062
   2.8698   -2.7005   -2.0301   73.7735   38.5837 -118.7562
  45.4910  -51.5049  -15.4203  -15.7155   25.1815  -20.6791
 -31.8847  -19.3326   15.2078 -111.4020   -1.2219  -98.5942
 -10.8743    2.2866   -5.1779  223.5768 -130.1094   23.7897
  -0.2613  -51.3361  -21.3773   39.2056  141.8858  -21.2458
  -2.8522   19.2445    2.0397 -114.8114  -83.0265   11.6177
 -34.1315   24.0867  -71.7528  107.4169  163.9248  164.2779
   2.5927  -15.2753    1.5163  209.7582  -22.6996  177.5274
 -17.7176   18.4636  -90.9221  212.8018   65.6674  146.3477
 -14.6512   -9.0213   32.2852  -69.5762   92.2056   64.7383
 -15.2548   13.1622    4.9989   17.9204  131.7356   59.4489
 -23.9651  -23.0030    3.5528  159.7200 -147.6147 -126.2591
   5.8771   11.0010   20.3509  187.7391   79.1734 -152.5368
   6.1860  -13.3797    1.7608   43.1680  186.5213  -97.7508
 -22.0056   -5.9705   -2.6470  -35.4662  145.1614 -186.9462
   7.2126  -10.8086   38.4209  187.3575  327.7358   57.9743
 -86.1647   44.1316   31.4896 -105.0320  114.1450  -47.0470
  17.9491    6.6724  -11.2353  -41.6617    2.0159   82.7504
 -20.4908    7.2086    4.0272  -84.9267  -99.1159   58.7286
 -19.7636   32.3885  -11.8680  149.4618  114.1346   67.5713
  16.8106  -19.7804   81.9259 -191.6053   42.0501  102.1699
  -7.0171   62.7806   -5.7836   61.8684  -39.2151  -30.7036
 -21.5247  -10.5356    0.1473  137.8397  -81.1392 -130.5591
  29.4202   19.3663   21.8920  -55.3101  -93.3616 -195.4333
  27.8478   57.3550  -33.1660   69.0185  -96.6045  -35.0895
 -13.5201  -13.1429    4.9254  -78.1761 -215.1275   94.2812
  58.7995  -42.7837   39.6400  137.5200  175.0338  -11.1199
  -2.6197   11.7564    0.8718  125.6138   38.9343 -156.4830
 -15.1636   10.3938    9.9136  161.6204  134.5668    8.1242
 -11.9165   13.6701   -0.7822  121.3282   18.2494  -54.2779
  10.5420  -18.7988   -8.4949 -150.0177   11.3928  -39.0683
   0.0329   11.2159   -2.2419  -93.2259   27.0412  -80.5444
 -15.2613   10.5660   -9.9314  133.4698  -52.2697  195.3929
  -8.9576  -85.1013    6.8777 -191.4086   61.8250   96.5810
 -22.3874    6.6541  -16.6674   85.8398   45.3543 -106.5573
   9.9109   56.1924  -46.9702   14.6067   59.7147  145.2361
 -32.0715   14.3505  -49.8523   11.8603    1.7942  104.3771
  -1.4242   11.9637   -4.1574  -95.8227 -101.0867   96.5470
 -12.3057   12.3335   18.8197  279.7529  114.8688 -134.9061
  23.5170  -32.8021  -56.2623   85.9193   90.8531   79.5574
  18.1857  -24.5670  -24.7753   33.5155   60.0586  -23.5315
  66.2774    3.7342   14.2246 -255.6140   31.7138 -201.8049
  54.9203   -8.8258   40.4273    9.1737  156.6187  -92.5179
  10.8514    9.3024    0.5967   16.4976  202.3986  -15.1127
 -12.4134    3.0381   22.4957  153.1037  -47.5566  -86.6351
 -21.0460   -6.3133   -8.0845  205.6637  148.7035  -50.0682
  -9.8048  -15.4293   19.5675  111.0104   92.8326  -49.5719
 -41.8084   55.4152  -46.4122  225.1555    1.4894  -94.9966
   3.8748    3.0465    2.6142  -41.2411  126.1804 -109.9499
  -4.1557   -5.7757  -11.1761  193.8222   77.6330    0.9127
  10.8917   40.3094  -11.1466  -43.0785  157.0192    9.6817
   6.3214  -23.2880   -9.7252  221.4384  -93.6178   22.8970
 -53.0119  -24.2310    0.7613 -107.0721   64.7689 -139.6692
 -31.1006  -27.9711    5.1126  -74.6297  -86.5414   40.0068
   4.1824    8.6026  -22.6474   51.6986  -75.0481  189.6958
  -4.7881  -17.9268  -18.6113   22.1626  237.6434   -9.6423
 -10.0179   15.6615    4.3488   64.2064   92.2152 -116.3162
 -48.1926    2.8596   19.2190   54.8793  129.2118  -14.3895
  -9.8941   15.2138   -5.4683   48.7431    7.6715   19.0815
   2.5462   10.3284    1.3235 -116.8608  -99.2613 -132.2469
  -7.3519   -6.0782    2.9578   63.6253  110.2500  -34.2564
 -12.2895   -8.7961   -1.4038   27.7931  -24.5227  -56.0787
   4.5394  -23.9676  -13.1731  -96.0313   68.7238  -20.2242
  38.8452   10.0318   70.9465   78.9898  -21.9191  -25.4637
  18.8943  -20.9906   18.8115   -2.5045   81.0247 -105.0008
  -1.1989   15.8215   13.7210 -182.1978  164.0409 -257.9956
 -18.3841   -2.0332   22.0549   70.0426  -56.2742   86.0496
  42.3689   -0.8741   52.8690   17.7338   89.4132    5.8688
   1.7047    9.9455   16.1318   42.6351  251.4392 -238.8068
 -21.9625    2.1636    9.3556   26.2810   37.4599    3.9325
  46.9291    1.6315   -2.8320  130.5539   86.3120 -123.2766
 -47.2464  -13.4443  -21.6217 -181.3452  137.1898 -120.2819
 -23.7653  -39.2970   -0.8665   43.7644   25.6327  -20.9167
 -22.5024  -17.6189    2.0600   10.1828  115.7719   56.5517
  -3.3279    0.1640   -7.6574   42.5490  -42.3293   60.6124
  -7.3504   -0.2787   -2.5953  246.2633  -24.0174   45.4619
   0.3413   -7.0117   26.2801  -13.0609   46.9660    9.9359
 -10.5788  -10.9647  -13.2431 -173.2038  323.9765  -71.8376
 -21.2453    6.6867  -12.1207  244.3516  -50.1279  -69.7734
   6.8907   53.6739   -7.7723  183.4093  -39.3162  -21.1938
   5.4840   30.3675   13.6205  -30.9397    8.8241 -131.0099
  -2.7172   21.8479  -26.3674  137.3603   17.9164   30.5088
 -30.4288   11.6252  -42.7321   14.9585  -45.6298 -105.1295
  -5.9971   11.4607   -3.9724   77.0405 -187.7034  -38.9522
  -0.0858    9.7698   11.2481   77.4099  102.7002  -63.7041
  20.9878  -16.7165   28.2970   45.4993   56.7525 -163.3516
  13.3198  -21.5149    1.6275  -18.1452  -28.4423 -172.4335
 -13.4302   10.5875   48.3830  261.8110   -6.0993 -117.6227
  -8.0298   11.3412  -17.1594  121.9898  -48.2413   12.8946
 -21.4547    7.8313   15.8942   55.1383 -170.4929    0.6247
 -67.2918  -24.6948   47.9442  122.1482  -95.2927 -109.4021
 -11.6953    0.3327   -4.7667  351.3473  118.9377 -142.2410
 -25.5712    7.4852    7.5629   10.5679   17.3277 -100.2017
  13.5767   16.7116  -30.9360   91.1126  -76.3546  -21.6435
 -94.7028   -9.4998   -0.4341  -37.7502  104.9720 -110.3202
 -24.0513   -5.4894    0.6611   32.3010   48.7741   27.3459
  -6.3445   -9.2543    8.7421  114.5535  -56.5754 -111.5618
   6.7199    4.7361  -11.7169   18.2939  -31.1588 -110.1572
   7.2687    4.8551    6.9873   42.5433  107.6289 -322.3784
 -15.1062   -8.9835  -16.7700  162.4607   55.2071 -196.0703
  -6.6285   -5.5640  -12.1406  197.7548 -130.3810  -77.4887
  26.2334  -34.1592  -23.4816 -134.5582  164.2553 -280.2957
 -10.1814   -6.0808    9.3086   15.5276  -68.3052  168.8506
 -33.9672  -21.3239  -14.1930  -84.5132  101.7260 -319.9357
 -14.9370  -38.3305   14.7270   -5.2451  113.6678   40.7604
  41.3412  -36.4654    0.4292  104.6463 -160.1957   28.9173
   6.3928   13.8401   -3.8831    5.9390  115.2647    7.3030
 -12.9775   25.8717    9.3392   55.2914   54.4677    6.9960
  44.6574   -6.2038  -21.4148  -76.1093   69.5688    3.6798
 -43.6129   -3.1819   16.1795   94.3786    3.1922 -222.7017
  -2.7860   37.9140   14.8759   86.6180  251.1102  -46.6622
 -20.6664  -17.0694   66.5745  127.3040  -22.4273  102.1738
 -15.4225   -0.6316   13.5009  165.8871   32.7880  -56.9867
 -19.2774    9.5460  -17.1915   76.5531  136.9314  168.4200
 -76.3173   37.0652  -59.6874   -1.9831   36.5242  -25.9749
 -43.0457   29.5643  -19.3462   45.9880   20.4371   34.3493
 -12.4584  -17.6705   25.1191  136.0593 -155.4603  -88.0500
   0.2837  -18.5861   -8.9203  -21.1930    5.2534   76.7298
 -94.7618  -12.5843    4.8849   48.9032   82.7901 -154.0788
 -22.5218  -46.3875  -18.7370   89.4582  -39.1433  133.9879
 -17.4641   23.4482   29.3281  180.2812  124.0558 -186.2259
 -12.1559   -0.8811  -17.5302  219.5327  224.4780 -103.9299
  -6.6526   -9.4253   -8.6628  313.3967  173.8981  -30.7542
 -13.9466   18.4712    1.6378   14.8377   55.3195   36.8981
  -4.1684  -11.2318   27.1006  186.0143  -26.6271  -29.9095
 -10.6622   -2.7819   -4.3625  -85.4156  204.7196  191.0897
 -30.5749  -34.6703   -5.6452  132.7750   11.2800   86.4687
  -0.5559    1.9860   11.0802  110.1112    4.1382  102.5196
 -10.6365   10.0868    1.0903    6.8502  -48.3472   16.6302
 -26.0961    7.0925   -7.8726   36.5058  140.3566 -115.2295
 -82.9777  -16.8260   24.9348   74.7008  141.5952 -145.2514
 -29.2775   -8.4338   13.9200    5.1563   47.6478   21.7756
 -13.3121  -38.1017   17.5614  -18.5153 -149.0118  -77.7113
 -18.1013  -16.5735   31.2628    9.7171  143.4269   89.2206
  -1.7869   -8.4351    4.0809   96.0569   70.1953 -102.3319
 -13.2847  -16.2967    7.6190  -74.4785  169.9651   58.5141
  -7.6978  -82.7058   -0.7290    8.8772 -164.5401   -2.6129
  11.8554    5.3734   13.9790  -70.2219   69.3353 -163.4231
 -24.7595    8.0893    0.9853 -114.2735  227.5647  -22.8609
 -14.5799   15.1545   -5.8531   65.7071  262.4124   96.0740
  -5.7425   -8.5656  -14.5376 -116.5640  -39.7201  -28.0445
  -8.6398   -1.9668   21.6874  208.6610    8.6788  204.1467
  -2.4502    6.9925    7.2938   50.6217   64.9313 -140.0542
  -0.8406   19.3511    8.3271  -67.7105   -3.4641 -357.8709
 -36.9654    5.8452  -20.7637  105.4337   34.5718 -107.3562
   3.2547   -5.9474  -30.4614  210.2142  -27.0592  124.4230
   5.6911  -22.6089  -40.1850  173.4243   88.7809    1.3156
  -8.0211  -37.9658    6.2636  127.7734  -27.2642   18.3669
 -33.9675  -23.6577   65.3268   77.4500 -130.9680  -30.8416
   7.8887   -0.2865    0.6793 -121.5047   29.2047 -276.5105
 -15.9002   -2.3347  -20.5220   36.5493   10.6357 -187.3666
 -34.0766    9.2721    2.5904   -3.3014   -2.0275 -214.1963
  -6.0721  -21.4743   29.5143  -83.5281 -199.9794   -9.4892
   7.4932  -16.5277   -0.7364  253.5666   42.9742  -52.2602
  -9.8291   -3.6490  -40.5746   88.2131  -59.6121    2.3437
 -40.6848  -32.2813   30.6766  117.7945   26.1933  101.6765
 -47.7105  -13.6524   12.2274  -45.8058  -60.0029   -2.6763
  -5.4676  -10.7649    4.0886   23.1092  266.6403   43.9665
  -8.6463    2.7753    8.7226   42.6176   88.2180   61.6453
   2.9027   56.5398   54.1867   25.5967    1.5038 -127.3758
   8.0954   12.7759   19.3209  108.2231   57.6173 -214.6267
 -21.4991    4.8359    0.6450   59.7783  123.0871 -125.7201
 -32.8301   22.9516   -8.3230  261.0823  273.8888 -210.1395
 -10.4989  -11.3295   13.7316  170.4502  -71.9808  118.5032
  31.8757   42.5864   43.7324  174.7340  -60.0676  -42.3931
   9.2807   -0.1649   12.2847  163.9381   23.8522 -153.7017
 -16.1064  -23.5179   12.5909   29.6137  -66.1918   48.9845
 -52.8188   12.3171   30.7082   76.9567  -85.5282   24.6087
  -0.4768  -14.2149   13.4283  139.3781  136.4935   56.6418
   8.9852    8.2051   32.3524   25.8073  -66.7762   47.9502
  19.3362   -5.9168   36.9271   97.7800  -41.6461   91.3547
   5.2611  -13.1622  -41.6336  -36.4910  -17.8261 -154.3145
 -27.3026   -5.5874  -55.8051  148.7710   33.4542    1.0734
 -12.8463    6.3501  -14.2631   62.9208  118.6134   75.7018
 -48.0538   64.3504  -31.7745  251.3401   47.2893   41.4150
 -27.5315   -4.4584    2.0810   41.9981  -31.1916 -100.4990
   1.6178    6.4068   15.0685  142.3095  217.1172 -135.8846
   4.1047   -6.4400  -54.2788  189.5695  -16.3186  -66.6922
  18.1963   -5.1207  -12.0006  -65.2668   13.6728  -72.2006
   5.0052   -2.5510   20.0950  103.5751   95.3135 -251.3616
 -13.2087   34.5848   -9.6327  -92.9715  -42.0295   21.0561
   0.2139   -1.1866    9.1423  156.3438  173.9085  -40.0315
 -58.3970   -1.8660   -2.8445   35.2548  -73.5356   58.4025
 -24.1175    3.2497    2.5774 -129.8139 -123.1247   99.2587
   8.3508  -52.2282    0.9704  113.8284  191.2013 -143.1337
  11.7654  -38.2669   11.6820  152.9334  170.2318   85.8433
 -21.8663  -17.5276  -24.3686  241.5754  -28.9823  -20.5177
  -7.6129   18.7579   -4.2277  -66.4289 -107.0600   -6.3463
 -19.9245   23.5697  -12.8848  176.5913  -78.8614    7.9462
  -0.8427  -14.7802   -6.0470  -44.7142   68.3496  -99.5336
  -8.6356  -25.6637   20.2844   59.8122   57.4660   20.1922
 -11.1418  -12.1679  -22.0331  -19.6254  -55.5571  -30.0805
  25.5609  -33.5932   45.9586   91.5979   40.6895 -127.3236
   2.6615   11.4348   49.2873   44.2575  110.9171 -116.5359
 -33.0132   -0.6310  -20.1579   -2.6448  252.4432  -96.8263
  -1.5608  -29.0404   -9.5042   29.4576  157.1616   76.8747
 -19.3907    5.0998  -22.9745  226.7359   96.4500  -17.3659
  -7.1682   -5.5344   -7.5553  302.3811  113.4805 -130.1720
 -13.0145   -2.5672  -11.4724  113.5989  152.1150 -222.9134
   0.9521    1.4709   56.7123  162.5395  122.4356 -268.0137
 -13.9958   20.5846    5.2194   58.4453  -45.5482 -260.2942
 -11.0089   27.3841  -19.8531  268.3445  106.9987  138.8987
  -0.6056    6.2934   -4.5999   96.2204   -6.0785  122.4057
 -36.0064   -6.3684    0.1906   21.4651   36.5868  -12.0988
  21.9196    2.9282   -8.6346   98.5596  -12.1781   21.1227
  -9.7592   -7.0519  -17.8937  235.3505  191.7465   26.8332
  21.2568   29.6265  -56.3556   53.2192  -60.1557  -37.1759
  -0.1334  -11.4785   17.1436  -44.2930   11.0210   49.1378
 -10.8299   33.6466   -0.1367  219.1140   29.5394 -159.6053
  25.1997  -25.1680  -19.0051  -57.8833   57.8512    7.3634
  10.8655  -19.1414  -11.6298  -33.0607  -29.0939 -287.4768
 -13.3451    5.5037  -55.9307   72.2061  -95.9342  101.6313
  -9.2758   13.0501    5.2033  -19.6559  207.0316 -179.9089
 -27.5803    5.6790    0.8214  -14.8479   12.2478  240.7573
   8.2999  -11.5710   -3.1264   27.7293 -118.0057 -171.3957
 -32.2701  -16.9375   16.7669  -52.6423   57.1095   20.0855
   4.9205    1.5259   -0.4785  -25.2381   18.8399  -62.5637
 -11.1669   11.3785    1.1423  -43.3483   37.6384  -16.8735
 -15.0611  -10.7546   -1.5396 -123.8899  -57.4106   17.7792
 -31.2230   -0.7219    1.6982   -0.8422  140.4060 -113.2831
 -27.0365   -9.4586   -2.9384   88.2940  -39.2937 -155.7668
  11.6041   24.4560   -7.9165  -70.6541  145.3534   23.5981
 -34.4867   10.8492  -19.4302   55.2151  -91.9154 -214.8779
 -19.4079   42.5863   61.6596  252.0317  279.3452  -51.9329
 -73.2621   54.0152  -51.5141  218.5389  202.4501  -93.8509
  -9.3967  -14.7930   24.9420  103.4295   22.8377   78.0057
   5.8988  -49.2145   -3.0455   71.7738 -133.9841   40.8996
   4.1186    2.3317   -2.5836  -77.7453  -41.6858  220.7403
 -46.4059  -14.6385  -49.5055 -132.8370  157.6989   38.0611
  -9.9984  -90.9014  -41.9070   11.9501 -209.1614 -158.9040
 -38.0741   38.8216   -7.9739  234.4464  107.5318  132.2929
   3.8117   12.3034  -17.0865  -37.3330  -46.9544   34.1251
   3.5014  -18.1477    7.0869 -167.3421    8.8031    6.4672
 -32.8706    5.3355  -19.0450 -206.4669   -8.5369   14.4553
   7.0727   10.7797   -8.3603  -16.1907   17.8215  -32.9637
  11.3779   11.1867    1.9977 -147.9905 -174.2593  -46.6228
   6.3285   22.5186  -41.9785   64.4435   -4.6491   42.2746
 -49.1349  -59.6967   13.6745  -34.9724  -87.7043  -50.3601
 -15.2001    4.1273  -12.5698  179.0812  170.1415   45.2408
  34.5144   66.0870   -8.3456  -31.9625    5.4252  -24.1414
  -2.7332   45.6639   25.1490  194.3973 -111.2653 -200.2632
 -24.0159   -5.2530   -5.7037  -41.6559   13.9249 -119.9304
   1.5451   -9.4838   26.7554  -33.7411   40.2094  -52.1480
 -53.3186  -39.1533   -9.4756   24.4397  104.4814  -29.4363
  -5.7070    7.5334   20.8159 -133.6654  120.2095 -139.9578
  54.5281  -71.4781  -24.5696  183.3984   20.6651  -47.4608
  13.9902   26.7795    8.0152  -38.2957  166.4097 -193.0186
  24.0576   16.1559   -6.2442 -199.1243   72.0145   52.2971
  12.9582  -37.0435  -53.2797  412.4783  103.5869  188.7331
  34.8123    9.0480   -2.3231  195.0862   11.6584 -165.5822
 -25.2695    3.5733   -5.4704   -1.9209  157.1205 -193.6088
  -9.3564   15.2267    5.2949  -96.0393  167.3940  126.8690
  -8.0605   -3.3946  -25.3001   80.2358  105.6363  -26.8299
   2.1779    2.2781    9.3306   36.7853  221.8559 -295.1213
   9.4113   -2.6110  -17.1594   43.7199 -104.0757  -48.2411
 -14.9624   22.0797    5.9364   11.1748  153.4025    2.6494
 -10.3705   16.9615   14.6480  132.2923   50.7000 -321.3611
   3.8538    2.1566    4.0180   52.4615  206.3556  -23.9254
  44.6463   -5.1198   16.8100   79.8420  103.8193 -130.5495
 -24.1514   36.4106   13.2103  107.8548  -70.5364   48.9475
 -36.4993   72.2203  -29.0058  390.2128   51.3351  149.8723
 -10.6996  -20.8528   18.7466  -74.3119   61.4190 -157.5859
 -12.3604   14.0094   -4.6032   76.8366   99.1138   43.1502
   4.2351    7.5251   -6.1551   54.5529  106.5989    3.8558
 -62.5450  -12.6709   17.6925   40.5490    6.5254  135.1397
 -15.7953  -49.5827   38.5427   86.8199  -86.2369   99.9987
 -17.5485   17.6269  -15.3146   37.5119  -67.2196 -124.3214
  -9.5208   15.3485   30.2376  173.2433  -29.1728  -76.0205
   3.9017    5.5138   15.7055  306.0456   90.1833 -138.2842
  -1.4563  -21.6631   -2.8538   94.2550   63.1383  147.1844
 -10.8613   -9.6879    7.0365  -56.3200  -30.2450 -111.4050
  -6.6969  -21.2228   17.3099    4.1063 -215.2902   80.2666
  -7.6244   16.3745    5.2110 -117.6594  -21.6399  -83.7300
   0.3119  -28.9095  -18.1966   87.3033 -139.1995   22.1450
  -5.5428  -12.1053   18.8388   75.2154  286.5605 -273.1687
 -40.5055   52.6448    5.1416  184.6863  -30.1117  121.8557
 -23.0491    8.9995   -2.9826  190.4349   17.4496   10.8708
   2.1607    0.3603   -2.0930 -131.9693  -24.5721  -96.3233
 -20.1105   -1.1447   14.2128  183.2242  -74.0092    1.8739
 -36.5623   -8.0591    0.9129 -189.5479   46.0534  -58.7337
   5.6191  -40.6711  -42.9779 -115.5328    3.8338  -66.2750
  15.7477  -10.8859   -4.3290  -76.0512   19.9344 -271.6224
 -15.9684    8.8531    5.6172  -40.4512  -39.2801 -112.1642
 -11.8623  -25.2320   11.8750  113.4723  160.8309  -11.7904
 -39.9671    1.2785  -13.8528   71.4146  109.3203 -116.3354
  -2.0295   20.9928  -55.0923 -112.0035   42.9181  -21.4013
 -31.8980    7.4946   -9.5294  136.2148  315.1300 -336.1170
 -19.1973  -29.5149  -61.0105  128.4867  166.8059 -264.3365
 -44.3215   20.1677   40.9366   64.3137   38.4229  -61.4114
  -3.2548   32.1390    3.0202  152.6848 -105.6448   12.8118
 -12.9491   15.9862  -14.8580  -40.2728  126.1998   21.7695
 -12.8126    8.5331    1.0425  -47.1518  -65.2760  254.1944
 -18.8036   -1.6158   36.8109   93.5487  -11.3765  -61.9712
  17.0180  -31.4642  -35.8132  136.9516   82.7535  -50.1726
   7.8864  -12.3269   -9.4745 -149.2867   21.9027 -123.1796
 -30.5268   51.8486  -30.7349  136.0601  100.6309   49.9913
  -2.1079   -9.5132   14.1060  158.2768 -101.0397 -106.9289
 -25.0184  -47.7128   23.1287  102.4954   10.9241   45.2675
 -19.9232   54.2410  -18.8081   59.1819   11.4596 -135.7528
 -55.8628  -71.7427   28.8164 -197.4600 -156.5764  134.0643
 -12.1890   -5.0600  -10.2328  117.4411   55.6928 -172.9670
  -2.7062   -0.6102   -9.7874  -32.7226   78.1776  130.0022
   7.8104   -5.3525   35.2709   -8.9099  -69.4355 -100.8858
 -13.2424    0.7379   -3.6214  127.6143   37.7403  -83.1735
  11.8138  -34.2215   -3.6260  147.6367 -143.0340  106.6921
 -35.5679  -14.4445   -3.3531  136.2560   42.7827 -101.9612
 -17.4941    1.2754   24.0741  146.5969  -78.6945   41.7157
 -23.6105   11.0732    3.5195  -46.7989  102.7110 -133.0796
  53.0038   24.7409   46.0563  -59.2553   48.7036   -6.6237
   0.9225   31.5786   -1.4822  -29.7861  -93.0557  -25.8002
 -13.6654   23.6557   16.2403  -64.4895  172.3110 -175.9111
 -15.0094  -18.4081    3.8389  -15.6195 -151.6834   46.8026
  40.7098    7.5251   43.5912  172.8573   10.6387 -133.1072
   8.8049    4.4343   59.0752   92.2899  239.4594  -77.8641
  85.4708   -1.5590  -50.4817  -70.2780   52.4709  -33.9588
 -22.0251  -18.6490    0.5481   29.0441  -39.1001 -124.8995
   4.3664    7.8668   12.9487  -64.9557   28.8008 -158.9246
  -6.6281   17.8110   -9.4867  -37.8472   -2.3349  136.2332
  -2.1019   15.0293   52.7517   33.3032  205.2140   47.6115
  -8.7964   -0.5040   24.7853  201.5873  -28.3331   30.3897
 -12.0231  -11.8432    6.1280   76.8903  -15.6509  -32.2565
  -7.3937   47.2332    4.6979   -8.9650 -166.7609 -133.0890
 -63.8537  -13.7019   -8.0246  155.0759   -1.8707   59.4953
  -9.5043   -3.4818  -15.2110  158.2840  169.8120  -73.5579
 -22.3367   50.0072  -39.3512   87.0148   73.8958   -5.3420
  -1.5558  -14.1444  -17.7200  -20.5788   99.6036  -43.5239
 -20.8496   -2.1489   -0.3240  136.4658   56.3608  -40.6796
 -52.6166  -45.7382   12.3210  -22.7568   -8.0164 -108.0916
 -47.0396   -9.6416   22.9594  -69.6457  -25.1767 -111.1567
  12.0962   -6.9750   -0.4939    1.2454 -111.4479 -214.8700
  24.0355   -4.3264   51.3551   86.3268  109.4955 -114.9487
  -5.2090   30.0764    9.5478 -151.0261  -53.0527  -81.7994
 -47.9253   23.2220   35.6372   62.0819 -141.5307  -74.0536
 -20.2569   -1.6470   -5.4153   94.9242  -30.7829 -263.8824
   4.4513   73.5049   -1.3904 -124.5266  -38.1100  154.2310
 -13.4887   -6.5221   10.6281  102.7079  -27.7319   86.7505
  16.3698   28.3473   -5.6198  -47.6406  115.6390  -97.0958
 -39.7697    8.2143    0.2114   57.6526  138.9463 -167.0910
  -1.0092    1.6481   13.9741  335.9470  168.4064   13.8488
 -37.3822   12.1432    7.3170  -89.5140  107.8280  -56.8761
  37.0284   -1.5911   55.0928   46.4697  105.1570 -177.6899
  53.7785   50.7418  -19.5751    5.1770   29.3614 -234.1567
  -0.6218    1.6018  -14.7114  133.5578  117.3501  123.1362
   3.2220  -11.7360    6.3480  172.3815  192.7691 -127.0471
 -32.1511   15.1515   36.7863  124.5718   60.3284  -22.0825
  19.7154   20.8072   14.3320   27.4396   76.7419   51.5943
 -23.5309    0.0133   -0.5829  147.9208  204.7687 -157.8265
   6.9321    3.7191   -1.5095  -21.8356   29.6111  -11.2222
   0.0684   15.4994   -1.9274   72.8998   42.7768 -114.3247
  18.2270    7.8080   12.1091  111.9467  144.2471 -177.1129
 -12.4545  -58.3030   58.7259  225.8421   16.7557    6.6178
 -15.9774   -2.4030   -8.9626   41.1595  170.5433 -110.9347
   3.1672   15.8112   15.3927 -229.0074  -23.8604  -75.5676
  -0.9066  -18.1450   -4.1403  177.1204   -4.5065  180.1847
 -24.9099  -11.4972  -23.2128  148.5304  186.3128 -213.4761
  -0.4508   -0.8269  -18.1700  230.0038   -1.0797  147.7082
  37.0282  -24.1415   -6.9071   29.8088  -18.8529  173.7277
  -1.4695  -26.8620   -7.4984   38.5566 -101.5516   72.1273
  -5.3632    3.7890   15.2732 -136.9428  -75.3008  -64.6450
  -5.7524  -13.5272    1.6934  119.5158  207.3696   92.5737
 -22.8501    7.6579   -5.1368    7.0195   43.5359  -14.5804
  -0.3127   -3.3963   12.9866   69.5372  138.5764 -148.3593
 -14.1524   48.8482  -20.8346  155.8941  -88.3069  165.2242
  -4.8527   14.1944   -3.8182  -35.2203  -47.9393  -69.0993
 -12.2332   -4.5165   -6.5909   20.2311   99.5254   14.5349
  23.6653  -33.6847  -57.0696  146.3489   -9.9301  224.0464
 -20.7666  -18.3713  -13.8325 -246.4324   45.3760 -118.0064
 -14.6885   -2.0403   20.0013  123.6368  -62.2826  -18.4297
  17.1962    1.6756   10.7722   10.6340 -168.7939 -181.8582
 -14.1522   19.5417   -1.5175  -84.4509  241.8909  223.4841
 -11.2230   -1.7359   -4.3871   56.6212  -50.9711 -195.0572
  -2.1903   11.0324    8.5034   82.1271 -100.2126   48.1388
  -4.4744   55.9682   22.2477 -239.7344  133.9598   43.7979
   0.8182   10.2652   27.0868   35.7575   72.3268 -147.8337
   3.6032   -4.6812    7.6778  248.0716  159.8362  -79.5270
  -4.5631   -3.9863  -11.5368   47.4396  137.3326  135.7482
 -39.8681  -12.5230    0.9867  -25.3681   44.0549 -140.2971
 -11.9174  -26.0272  -34.3234   16.9214  182.3297  274.1163
 -23.2736  -34.1853   27.7697   31.3469  -44.2519   35.7399
  -9.4483  -15.8140   29.8264  147.5014  165.1142 -112.7707
  13.6626   -3.4963    5.8739  -70.4700  141.8170 -215.0902
 -18.6721   -7.7473   13.2164  -19.1587 -122.8060  126.1228
  47.3799   15.5392  -34.6510 -177.3488  -40.5790  -44.4022
 -55.0309  -55.5160  -33.0077    9.0678   12.7435   97.9727
 -21.2428  -11.9479    8.3164  100.7139  219.0081  -93.9226
  63.3764   21.5248   10.6096   28.5731  -12.4776 -183.7393
