# x[kpc] y[kpc] z[kpc] v_x[km/s] v_y[km/s] v_z[km/s]
 -16.8930   -8.1012  -10.2827   66.5266  -76.1026   16.3592
  -3.4284   -3.3417   -1.5186  -58.2235   58.9898 -157.0121
  -5.8132   17.7817    4.4504 -137.2295  -27.6872 -106.6706
   8.9678  -15.8094    9.4118  110.5881   86.9508   68.5423
  -0.3222   13.7445   -6.7585  -37.2418   95.6540   60.0067
  -7.5375   -8.8745   52.5170 -138.8018  -66.7121    3.7032
 -12.1703  -10.1470   16.6838   45.2772  -93.2896 -120.5662
 -23.0805    5.6826  -25.5768 -154.6825  -32.4519  -38.9249
  -8.5259   -9.4970  -17.7668   55.2134  206.4805  -59.7896
 -31.1446   42.5790  -71.8353   43.9157 -112.6842   11.2964
   1.9731    8.8003  -25.4771   73.4136   83.5338  -15.4545
 -29.4680   -0.6896   -7.1664  -21.5107  102.8250 -179.4060
  -3.8631   14.5405   -4.1150   77.0648  -18.1558    3.5879
 -20.7496  -11.7658   -7.6849  144.6934   82.6533  191.1022
 -15.6162   40.4433   27.4089   23.8419   24.2385    6.6142
 -15.7298   -2.7151    6.5338  132.5340  106.1969  -29.5485
  -9.3441  -19.6427   -4.0126  -88.0431  168.6736   28.0976
  26.3489   -7.1371  -23.4266  224.8558 -203.2807  -64.4152
 -17.8387   12.9103    4.6695  394.7691  145.8157 -169.2971
  -6.6351   -8.8876  -16.3792  177.3263  180.7873   45.7531
   2.2594  -61.8253  -26.1338   87.3351  -47.3300   18.3067
  -0.6814   -7.0816    3.5802  252.4921   54.9022 -154.1508
  -8.6710   -7.4597    4.3621   17.6907  111.6766   47.8878
   3.5754   19.7352   46.1637  131.2326   62.3053 -188.1825
 -15.1153   42.0960   18.3402  -95.8598  -67.6375  -24.1052
 -36.8060    6.9911   -1.9690  -62.7694  114.2550  107.5973
 -23.6933    4.3364    6.6224   -2.8593  -87.0983 -133.3552
 -12.4563   16.9323   29.4384   79.6389   89.8374   17.6611
   4.7278   -0.7589  -13.6660   97.3549 -187.9350   51.3789
  -9.9440    2.7766  -39.7089  149.1204   53.9637  -33.1697
  -6.2778  -14.5542   27.4823   78.0364  105.0771   58.3204
  -4.2925  -25.5621   -3.2592  172.2385   48.6561  -91.7418
  -2.2520   -3.2300   -3.7387  -55.5231   -8.2835  -41.9811
   0.6042   10.3837   69.8530  117.1621   75.6041  -68.6696
   0.0118  -42.4893   24.2263   21.7224  130.4413   88.9403
  -2.1511    5.2077   27.0862  184.9175  232.7200 -121.3522
 -17.3940    6.9718    0.8174  213.8747  275.0434  -14.2466
  -7.7248   34.6431  -52.5735  -10.0116  186.2214   20.6264
  -5.3894   -9.9844  -15.8860   53.8535  165.0156  -38.6684
  -9.8507  -17.0456    3.7358   82.7855  -31.9489  -58.9274
  21.1780   25.5199    9.5316   33.0540  -63.7409  -17.7605
 -12.5315    4.0573  -11.6463  158.0930  -40.5421    0.9186
   3.1312  -26.2404  -13.9221  -55.8354  -80.3752   91.9505
 -22.2085  -14.7760   17.1922  120.8998  -92.3561  -99.6823
  66.6762  -32.8866  -20.1120 -129.0523 -102.4236 -229.7250
  -7.8977  -14.6492    1.0039   28.4241 -143.0469  -28.8833
  -1.9540   -3.3860    6.2097  185.2049   86.1755  -36.9072
 -19.2463  -10.7336    8.3870   12.3026  -55.3826   26.5763
   6.7193  -10.5038  -18.2077  185.8123 -131.6537   87.1349
 -17.9712   26.4786   -8.1685   96.8288  -51.2714 -227.8230
 -12.0236  -24.7231   56.5771   72.5864   55.4918  139.5098
 -36.3245  -11.2094  -11.7641  -39.9580  -81.2507   92.4817
   3.0327    2.4036    7.2447  126.0347   37.4592 -107.7892
  -2.3089  -18.4513   -0.6533  136.8789   29.9299 -101.7617
 -17.6985  -14.7378    7.5670 -242.8724  -27.0031  -57.0350
  21.4981    5.7936  -21.5334 -108.6584   53.5537  -29.7956
 -20.2230  -14.3658   19.6608   82.7557 -116.6343  -15.0064
 -19.7804   89.0325  -22.5390   49.6009  144.7248  107.1468
  10.6978  -40.2883    3.4162  126.5830  -67.1283   98.2097
 -59.5874  -21.2860   25.7490  -79.0088  -11.2074  191.2883
   2.4744    3.1623  -18.0591   93.1291   57.3262    0.6764
   5.1033   -1.6734    6.6446   27.0178   41.5589  133.3311
  15.7523   -3.3307    2.8863   52.2151  -79.4117  -46.9322
 -22.5370   -4.5295  -11.1579   19.4416  144.0936   25.1654
  -8.1144   -7.1656   18.6299  143.7731   81.0583   -9.3309
  -1.7899  -12.6924  -12.4321   35.4559   -1.4354  -89.4381
  22.5540   19.0033  -24.4024  -18.6348 -130.8988   36.4869
 -19.8742  -33.1166  -25.1886  -76.7988  -22.4875 -182.8730
 -10.8796    5.8897    3.6009 -188.7295  143.5313  151.7257
  -1.5136  -24.8461   20.0778  172.6984   -6.8552   83.0793
  -4.7219   21.4420   15.7774    3.4653  108.3001 -306.2527
  10.7414   14.3237   15.9673   61.8827  -46.1459   79.0867
 -63.0027  -21.6251   -4.3245   61.6876   12.1781 -139.2931
  -5.5554    5.3969   11.1038  142.4796   14.2249  133.0661
   0.6936    7.1565   -0.1719   66.2245  -79.4589 -161.5640
  29.6882    6.4383  -30.0287  -10.7500 -279.7181   16.7991
   4.0313  -14.1659    3.0796  211.5216  123.0520   99.2415
   9.6937    3.4794   31.4955  -95.3790   91.9044  -24.9589
  34.2552   57.9251  -40.9400   88.0847 -173.2960   20.3847
   4.6226    9.7865   -5.8017  114.7973 -199.4795   -4.9593
  -4.9496   14.5505   11.9220 -135.5552  110.8097  121.3260
 -26.0467  -18.0766  -11.7646 -192.4643   40.9641 -273.6991
   1.0171   12.8743   10.9839  -88.5092  -59.1796  -35.8077
 -12.3827   38.7371  -21.6731   77.1567 -112.7791  182.0872
   4.9878   -8.8787   -2.4805   44.0947   33.4070 -149.1603
 -19.3116  -25.8575  -39.7642  310.6940  213.6892  -46.7137
 -24.9266  -40.9246  -21.1761   82.1423  142.2382 -348.2279
   5.1649   -0.6660   -9.8682   99.7340  -83.5246   89.6636
 -18.0082    5.3761    1.2639  -15.6330   61.0095   73.7525
   1.5719  -10.4109   -5.5388  108.0445  247.0077 -279.2084
  -2.3985   -3.9994   -2.7764   27.9354   27.7749 -103.6859
  -5.1879  -27.8852   -4.2543  -10.4527  -78.8887   43.5208
 -86.7567  -12.1734  -39.6226  -72.5043   47.8929  -53.3392
  -9.9377    5.0267  -39.7241   48.9073   -8.4993  122.7242
  11.8833  -23.3242   -1.1597  -15.5389   73.2564   25.3289
  -5.3652   12.7090   -9.6285   35.7368 -151.5627   94.2952
 -13.6161   12.8160  -21.3104   18.1755   29.5564 -227.9067
   7.9290  -21.7536   26.3792  -35.3853  -37.2253  104.8457
   7.4091   -1.4008   -9.2293  -30.0671 -175.6667  -19.0949
  -7.7189   59.5692   38.0342   -8.3207  238.3771  -82.5578
 -48.4218   39.2713   62.4283  172.7737   15.3859   49.4914
  -7.7029  -12.1624   -0.1134   33.2959   21.6070   87.1517
   9.7484  -12.0467   10.7827   69.0775   35.7213   78.7727
 -55.9573   21.5846  -14.8381   66.5119   35.9826  -96.4708
  -5.4150   10.4290    1.7929  -87.6211   99.0844   94.5321
 -26.2987   -6.1894    5.2545   54.6259   -5.2963  -91.4134
  22.8312   -8.8346   -1.0345   33.1630   18.0120  -18.0588
  -7.9632  -17.3652   -2.5886  -84.3020   86.5223   65.7913
 -13.2489   -8.4272   12.7093   61.0140 -197.3674  -52.5132
 -31.1751    1.5507    6.7528    0.6928  -97.4877 -151.8181
 -18.3661   -5.4164   12.9642  125.7650  -70.5518   64.6961
 -29.1930  -12.6283  -27.6247 -125.2186  146.4977   37.1036
  35.0286    3.7399   24.0449  133.8539  199.2783  -47.1046
  -9.2914  -17.2649    3.0943    3.7102  -22.4636   69.5431
 -28.3783  -11.7704  -20.6881   25.2433  267.0351  -86.5096
 -18.4844  -51.6509   -1.0471  -54.3089    1.8632  -54.0902
   6.9457   -2.6285   88.5009   46.7353  140.2155 -103.0395
  -4.7840    2.7235   -0.9811   42.6735 -147.3540 -117.4538
  10.0862  -31.0079   -6.7248  162.3985  -52.1250  -87.8500
   4.8584   -5.9920   88.8126  -74.1020   68.1332 -156.9278
 -22.8944   -9.3518   -9.6762 -104.5414 -129.8986  -22.2041
  -7.1855  -66.1489   -4.0974  -57.3156  147.5541    6.6672
 -18.2014  -12.0281   11.6664  151.6955  -89.5383   72.4464
   2.4901   15.9407  -31.7472   99.1366  -16.0101   88.3469
  -6.8138    7.6326  -17.0015  147.9960  -68.6844   44.1988
  -4.1091   23.7909    1.4223  124.2298  104.7117  -39.9682
  -8.9226  -12.7883  -13.2151   33.6585  -16.5261  127.7655
  -3.5607   -5.6499   -7.8290  127.3357    8.6966   28.2257
 -20.3075    8.8394    0.1726   37.8500 -146.1011    0.3158
   5.6627   10.1237   22.0610  298.0466   83.2869  -89.6385
   3.0434   58.3678   24.8849   78.4372  -29.0221 -131.5005
   3.8664    1.2344   -1.9575  -70.2610   70.1458 -144.8914
 -24.0137  -26.4761    6.2382  112.9819  -53.9497 -110.1101
  -1.4759   -0.8903   35.4084   56.0788  -29.9259  -69.6266
 -58.0465   74.1513   22.6704  173.7116    4.6439   64.7580
 -29.3449   11.5006    6.9312   28.6899  -17.9262 -117.4514
  58.4063   -6.9963   17.7439  103.3570  147.9956  -82.5102
 -20.0634   22.3100    9.8005   66.1632   43.1708   48.0897
  26.0777   32.5171   -7.1648 -222.0560  128.8914  172.3577
  -9.1394  -17.8054  -16.2520  -66.6425   10.0008  124.0280
 -13.1129   10.3333   -5.0967   99.5473  109.3471   -3.9771
 -27.1550    2.1324  -15.1561  120.8738   77.3851 -289.7496
   9.6955   36.3240  -12.1730   74.0172  -25.8881  -16.8338
 -44.3954   20.9712    5.7587  -81.2243   82.8891 -151.9342
   3.8732   -5.8872    0.9338   46.6184  162.1100  -96.6263
  17.1928  -11.1092   20.9209   -0.7006  196.9331   21.2016
 -36.6684  -53.6198   44.9560   13.9451   77.3734   25.0603
   4.7523   59.8553  -58.4473  141.5822 -119.5874  -14.0258
 -21.2643    1.5319    1.6176  184.4107   83.0933  -43.4348
  21.5616  -22.5531   16.9682  358.1872  264.8110 -126.1001
  -6.4326    3.1677   12.7248   90.2975  102.7344 -114.3814
 -14.4185   14.6508   -8.2447  165.1170   73.1716  -57.6378
  48.3723   25.9331  -18.2653  -69.7827   40.3099   17.2591
 -66.5997    1.6019   -7.4405   -0.6977   90.6330  -32.8490
   3.6986   -3.1570   -5.7517  166.3402  276.0439  -70.3823
  52.3469  -15.5415  -19.7156  -38.0232  -13.3160 -100.4660
  -7.0301  -16.2771   14.5907   21.7397  130.6785   -8.4027
 -24.4738   -8.5459    6.4185  -88.1577   79.7433  249.6177
   8.6808   12.2122   -4.9188   -7.2894  -63.9962   43.7792
 -26.4949    1.5137    4.6114  -67.0949   47.1466  -51.2607
 -76.7496  -17.2945   -8.7741 -173.5199  -22.3001  140.2876
  -5.6194   -4.4778  -16.0303   56.0670   13.2097    9.5750
   1.2953   -9.9252  -15.5237  158.7621   36.8909 -104.8365
   3.4522   21.0893   -8.2858   12.5547  -63.2264   -3.1387
  -4.6593  -20.7319   38.6121 -224.3628  -74.8159   35.3128
   5.7989    9.6987   20.1608   69.6883   69.8499 -130.2866
 -21.5697  -12.9511    4.9449  -91.8346 -110.8595 -170.8737
  -9.1031   -2.1372   24.7216   62.6252  -28.4281  134.4883
 -32.5137  -21.0943   18.4111   72.4078   40.5844   40.3067
 -17.6323    1.0247    0.2194   20.6934   25.3031 -129.6562
  -9.2887    5.4976   17.6958  -58.0871   40.4582  -52.9362
 -21.1658  -23.2878  -12.0797   18.8800  -43.1804 -144.2770
  -5.9678   -3.4387    5.4992  204.1378  194.0558  -48.9412
 -28.1307  -12.6988    9.2354   -4.3421   55.6886 -103.1794
 -14.8293   -7.0728   12.9303  -37.3665 -130.0724   76.2105
 -22.7085   21.7931    5.7286  130.6097  -80.7194    2.6048
 -27.7791    2.1015   -8.0101  -51.2820   75.6414 -130.2000
   0.0550   -0.8906  -21.5098   81.0074  -78.0405   -9.7635
  15.4253  -58.1519   15.1753  229.5441 -207.3287  155.1686
 -38.3839  -18.1362   -5.3606 -138.3691  123.2143 -230.9853
 -10.4947   -9.9212  -30.7846   58.3949  157.1266   18.8889
  24.6309   -3.5996  100.0342  156.2494  -29.1249 -113.3830
 -65.5251    1.5412   34.9547 -145.6042 -138.0835  -32.3040
  48.3817   -9.2713  -48.8923   58.7821  133.5218  -43.0786
 -25.0874    6.2781   -3.2174  -57.0207 -130.7091  -37.8146
   9.3091  -32.0547  -27.6667  266.9796  -30.2190 -103.0936
   2.3268  -11.2832   15.7121  244.7548  127.0806  -35.6480
   3.5640    6.9342   27.6182  224.4835  154.8900 -151.9208
 -15.8046  -11.0360   -3.1513 -106.8809   42.9795   51.4059
 -10.1180   -7.8356  -14.2480    7.5099 -124.7613 -195.7867
 -12.3231   -9.5629    7.2775  -96.1223 -106.1219  197.2920
 -24.9885  -30.7124   -1.1763  -27.1758 -176.6751 -125.5581
  -8.6010  -18.6769    9.9833  122.6595   -4.8272  -76.7874
 -15.2391  -10.4699   20.0798    3.7624   66.9924   17.4999
   7.9230  -18.5346  -19.8484   23.7930  104.0118  -11.1744
   9.2601    5.7202   15.8905  -11.6775   61.5318  -33.5027
  55.1361  -49.9055   50.8745   59.5789  109.9354   -9.1299
   1.9366  -28.1218   12.0275   78.8520  196.0141 -182.8331
 -18.5554   -8.7000    1.6498  -50.2906   -7.4679 -106.7232
   4.5675   -6.2342  -10.6482   57.6615  -41.2718   64.1347
   4.8001  -14.1221   -3.2873  209.0260   44.9185   79.7751
 -54.4951   21.4411   38.0783   34.9683   51.0728  -30.3639
   1.9319  -52.9990   61.1924   95.8977 -154.1050   42.9656
 -15.3915    2.0617    1.4460  -65.7433  123.8959 -121.6756
  11.2747   -5.2779  -20.2149   28.4957 -116.1969   38.6345
   0.5986  -47.6960  -31.0088   25.8000    5.5674   53.9089
  -5.6160   -0.1642  -21.0321 -146.4245   25.9927   24.2854
 -13.2283   -4.8764  -16.5832  186.5524   45.3972 -142.3730
  47.7196   35.1464  -19.8901  -57.6932   32.4290  -92.1644
 -24.1101  -37.1767   14.1625   66.7487  -45.4686  -53.3131
 -31.0938    0.8412   -2.9559  -34.6418   26.5108 -137.3568
 -28.3902  -34.0974    7.3983   65.5813   38.7725  -35.9498
 -19.6365  -17.8016   -7.5652  -69.4694 -157.6834 -131.7141
 -25.7022   -5.1574    0.5955  173.9717  250.2444 -131.2915
  -8.0902  -28.8006  -23.6157  -64.5106  241.4506 -259.9718
 -16.6978  -15.2265   -7.7029   85.8407   -1.8722  -94.7778
   1.6320    8.8805   -1.5898 -124.0079   15.3878   -1.2157
  -1.2660   12.7266    2.5730   99.3806  -36.0034 -128.7298
  -6.3112    8.2040  -31.1610  202.1004  126.1446  -75.7621
  -0.3889  -16.0876   13.3556   50.0976  117.9527   50.9264
  -7.9442   -2.5806    0.8229    5.7966  244.9715    7.0753
 -61.2021   42.6988   -0.8868 -178.0706   65.0098  -80.7586
  -3.8289   31.3756   17.0170  -10.1011  154.9296 -109.8339
  27.8047   72.3774  -24.1316   64.8851 -231.6658  -83.7979
  -2.4671   -3.5398   10.7758  453.4813  -30.5252 -133.8841
 -43.0822   15.0622  -34.7664  170.6179   -6.5602  147.5082
 -11.5760   12.3333   -9.4024  -45.4949   50.1854   20.7318
 -11.8831  -10.1493   55.5382  100.4086    9.2709 -105.2649
  -8.1502   -5.3821  -21.0928  164.4114   14.5770  -53.9140
  11.1947  -22.4562   -4.3235 -144.5370  -97.9930  -36.3162
  24.7616   65.5979  -44.4856  131.3839 -157.0981  -70.1056
  10.7104    3.1058   -7.6917   57.3219   41.7545  -49.3715
 -15.6594  -22.0884    4.9957  -64.7024  -29.2877   35.0620
  -4.1782  -14.5110   -8.1057  -78.5841 -123.2234  206.0263
 -36.4036   -9.2829   11.4187   20.3785  123.4347  109.5893
  12.2307  -34.4235   39.4367  -28.9647  269.5753  -31.2186
 -14.9117   -0.6878    6.5932  -49.8885  -53.9796  110.6886
 -15.5828   54.4785  -21.6188  186.2829   27.6079   43.3248
 -10.5739   20.1750  -19.4613   27.7171  215.0919   48.2460
  22.4829   -9.0556  -40.5805   50.5991  -81.3172    0.4579
 -16.1337   52.0349  -53.6551   -6.4644   43.2559   77.0075
  -5.0966  -11.8657   10.6613   45.3992  -43.3977  -65.2514
 -12.7589    7.1661   13.6774  217.6452  -27.9346   52.0412
 -47.3552   11.0036    1.3699    6.0421   91.4862   72.1980
  -9.2143   -0.3414   -8.3762  -57.3217  101.3709 -167.2432
 -48.1259   -7.1834   -4.4777  -87.0413   51.0167 -198.3150
 -20.6278   14.5822   -3.1259  236.9190  137.7652   59.9572
 -14.5376  -10.3245  -15.1788  -48.4570  -89.1558 -104.7843
  -1.6843   -1.6070   -1.0229   64.2962  -26.7000 -122.0444
 -14.4658   17.3868   -3.9047  167.9035 -129.2592   38.0823
   7.0725    0.6830    1.4765  -56.2116  -37.1910 -141.6297
  27.1128  -19.8797   21.0922  -35.3630  305.8042 -107.2923
 -24.0706  -14.8270   -1.2707   41.9833   19.2504 -123.5154
  -4.0430   -9.5602   14.9654   83.9559   48.2450  -77.9264
  12.7786    2.2603   -8.8718 -111.0904  190.4954   52.5065
 -21.2590  -11.3016   13.7416    3.4791  -14.9738   35.2767
 -13.4046   -1.1945    3.9762   34.3858  171.7568  -63.4725
 -22.8627  -22.6580   -6.8243 -192.6003   79.7102 -244.8195
  -2.4379   26.1857   10.0490  105.4315  -87.4033  -81.0209
   4.0995  -42.2590  -51.9256   -3.4149  103.2871 -138.7283
 -20.8216   -0.7792   14.9648  128.2491  -26.6146  -51.5266
  20.6002   22.9574    9.1864  -97.0889  155.7396  -19.5200
  -7.1584   -0.8014   17.7606  245.6025  156.3159    0.0768
 -15.6326  -47.4248  -36.9914  -14.0420  244.2421 -190.0313
  -6.7166   -6.2823   11.2163  168.1975  -82.0108  -10.6358
  30.7600   21.0948  -18.4169  -67.7851  -45.6947  -18.5804
  16.4982    6.2612    1.1587  107.0099   72.7321  -57.4982
  -6.5370   -2.7683   14.8727  235.0257   49.7595 -110.7727
  40.1983  -46.2865   53.0581  186.3167   38.4075  -11.4978
 -21.6516   12.2006    4.4937  132.2117   24.4083 -151.6995
 -39.6229  -10.3667   22.1902  -50.4476  119.8773   24.1029
   8.5738  -11.1871   -2.0576  137.8030  230.2990 -191.0992
 -39.0903   28.5188   25.0547  -46.9847  -97.0393  -29.0931
  -4.0417   18.6605    4.9414  -64.6717  -43.3244  -88.2440
  -2.3142   19.1328   15.4192  144.2159   51.5742 -328.9103
 -20.1285   25.7905  -17.5696  126.8540    4.7174   24.9022
   2.0437    7.2221   -9.6726  -35.2870  -70.2254  -14.8893
  -7.1485   17.8214   -1.5559   56.3452   -1.1319  -95.9468
 -25.7244  -14.2618  -11.1963   38.4293   37.7893 -132.9530
  -8.7590   21.8627   20.1480  179.6181  207.4419 -280.1030
 -21.4916   -8.7015   -7.3423   51.5469   -4.0590   28.6153
 -12.5515  -15.3679   -8.3353  110.6002   95.6932 -130.2178
 -10.3123    0.0692   -8.0690 -122.3474   12.0315   11.3555
  -3.3901    2.1334  -28.0203  227.2747   52.8605   20.5044
  -5.1772   -1.4408    6.7210  349.7314   16.6795   90.4013
  20.3645  -13.4498   11.6316  109.4852   54.3602 -184.9555
  -0.1952  -18.3710   15.1225   15.6162   21.6671  -51.8692
 -30.2978   -8.0592    2.3115  -77.7944   28.0605  -17.4666
  -2.0159  -19.5744  -11.7494   31.4457  117.7847  -13.1580
 -55.0837   -2.8626  -83.5354   45.9751  219.7921  -77.2762
   5.8910  -19.8685   24.3363   65.6435   33.8943   52.9789
  14.5321   31.1774   31.5055  -39.5358  118.3107 -104.0035
  50.2617  -21.1017   71.4305   92.1201   13.7646   32.5502
  12.7911  -41.4610  -30.4477  -84.2243  -35.2178   84.5806
 -10.9536    4.6028   -0.1488   74.2307  231.4126   12.7250
   0.6764  -10.4514   -1.4869  106.5930    5.5611 -174.2002
 -21.5160   -9.4741    6.1218 -203.4320  118.0424 -242.9219
 -43.0841  -14.4214    9.5916    0.2354  -25.4217 -294.5171
 -20.3562   -9.2915    0.5792 -189.7466   32.7053 -212.3788
  13.9096    0.7570  -25.6719  -84.3079  -74.7218   16.6875
  -7.9012  -15.0615  -21.1171  180.6462  106.1375  -41.4749
  43.8423   15.1165  -14.3669 -106.3389  -52.8224  -16.4995
 -17.1654   -4.8967    6.7780   18.6203   70.3108   25.6368
   7.8532  -51.3083   49.7624 -169.9184 -111.3869 -107.3414
  -6.1046  -11.4232    3.9235  126.9491  -44.3526    4.6772
 -33.5551  -11.0787   -9.6899   58.3445   23.5766  -54.0668
   8.2191   -9.2561   -4.7999   19.8641  121.6014 -126.1027
 -16.7369  -11.9327    7.6171   77.6361  121.6875  -60.9334
  13.5628  -15.0805   20.2514  296.6133   96.1010 -198.7650
 -20.1971   -6.1551   18.1839  -27.6214 -233.6961  -95.2590
 -24.4897   29.1148    2.4020  254.2988   15.5018  -16.6532
  -8.1118  -55.6383   -3.6464 -195.7981 -158.9506  -20.5993
  11.1628    8.5246    6.4132 -108.3722 -147.8498  -50.8585
  28.3891   12.1728   -1.6740    5.6969  123.6075  -44.2930
 -13.0882   -1.1805   14.7550  -22.6045   90.0259   28.9618
 -15.2107    4.1827    7.5151   12.0573 -145.0226  126.4778
  -9.2164    4.8428   -8.6212   57.5694    0.8739  124.3569
   7.9052   -2.1906   -0.1656   75.4296   42.3212 -147.1781
 -23.1368    5.4885   -4.3761   45.2412  218.6629 -308.8236
 -68.0595  -46.9767   12.6572   12.4195  -65.2177  121.7561
 -45.9969   23.8368  -62.3188   38.8633   61.3052   25.5391
 -10.6475    8.1336  -16.3507   29.7353  147.5067 -146.6316
   2.5240    6.2245  -35.9254   50.9906   38.0737   69.4641
  54.1728   18.2709    2.3871  -49.4733  -13.7471  -41.3252
  -4.3115    8.1783  -11.6658  -15.7764   79.7462  178.0909
 -24.3015  -35.6503   43.4029   27.8822 -150.7360   16.7390
 -23.9405    4.2092   -7.6678   11.5804   67.2153 -178.3514
  13.4145   26.8554   21.9870   67.7636  271.6208 -178.2566
  -9.5005    6.7286    3.7717 -154.1041  -69.6901   24.1025
   3.2093   18.8051  -16.2972  -30.1565   -6.1178  179.2817
 -18.0358    5.1951   15.5300   91.1487   33.8490 -167.5809
  45.6514  -45.0683  -20.9449 -111.1941  227.2823  -63.4381
 -16.8904  -20.0367  -26.2469  137.1608   51.4064 -237.8572
   5.5151    7.8313   24.2456   74.2654   94.9307 -256.8577
 -33.3016   73.7628   -7.4008   73.3749   14.0062   68.7743
   5.9091   10.9096   -7.4797   53.4183 -111.8440  139.4526
  -0.7603   10.3201    2.2259   88.8247  104.0220 -143.7257
   2.3568  -21.2881    0.6648  179.8983  230.2983 -107.4698
 -17.6005   -3.1233    1.4377  230.4293  -78.2644 -151.5228
  34.3941  -10.4932   43.4203   73.9386  111.8625 -113.9554
  -8.1400   -9.4702   17.3048  100.0195  132.9732  -73.8911
 -19.2152   25.8838  -18.1483   97.9274  114.6162  205.2044
 -33.2833   23.5414   30.1952  246.6998   -6.1726   67.5933
  16.3096   18.2112   -4.8239  -37.4508 -157.9853  -16.9136
 -21.1074  -39.6195   64.3907   83.8833   -9.4980   68.2240
 -11.9426   -8.0535    2.1145  -69.7639 -209.2336  143.2702
  -9.8103  -24.1430   -9.8146   18.4999  -73.7826   90.0524
 -27.6656    2.5690   -3.3488  265.7077   -0.6985 -234.8386
   1.1428   17.6736   10.1521   84.3230   32.4026  -96.0733
   8.1565  -13.4230   24.6432  124.1002   73.4671  -67.0061
 -33.3739   15.4840   97.7450  146.4155  -19.2478 -103.5041
 -17.7654   12.0190    0.5732  187.8678   38.6236  158.9415
  10.3236    0.9978    1.1396  140.9014  180.2198 -116.9188
 -11.9826  -24.2061   -9.0191 -161.7103  165.6300   36.9423
 -43.8533  -65.4808  -16.4740  -11.0940  -66.3409   83.7553
  -6.8192  -11.9543    7.3121   91.6456  -88.3103   89.8918
   8.3677   29.3636  -20.4529  -44.4358  112.0814  171.4126
  -8.8371   11.6590   12.4113  121.4432   89.2517 -233.6982
 -37.9830   -5.1088   10.9140   53.8837  -61.6899 -278.8491
  -8.3588   13.4368   37.2791  -36.1789   21.5437  -34.6885
  -5.2228   20.3259  -32.7926  177.4612  -70.6714   29.1531
  -5.9111   10.2235    7.2365   -2.0886 -111.9517  -80.2574
  20.0249   19.2335   -5.4346 -138.2253  187.1457 -254.8678
 -68.9145   20.3722   40.4702    6.8490 -112.8316 -241.5157
  31.8709   13.5103   14.9914   66.5024  133.4929 -158.5486
  12.1575   16.0903   -1.5656 -155.6568   82.5859 -194.0418
 -16.2595  -11.8619   16.1667  -12.4408 -244.4029  168.6680
   2.5556   -1.4627    9.9854   29.6899  -42.9229  -45.8332
  -0.2564   13.5546  -14.7807  -40.9087   24.7957  136.7034
 -18.8539   -9.7928  -11.7849  -27.5055  112.7343  -93.0506
  -9.1550    7.1688   39.8328   46.3794  135.2915  -89.6095
 -25.5807  -35.3550   18.5294  -27.5234 -104.8260 -132.7279
 -18.7761   11.1585    7.6464  -59.7509  127.8862   81.3018
   0.5265  -11.5304   -2.5769  219.8152  158.9786   -5.5168
  -3.2572   -5.8695    4.5509  185.0546 -120.6974   95.0053
 -55.1974   14.4589  -80.8678  218.8414  146.9380  -24.4223
   0.5736   29.4150  -18.4795   45.0336   92.7157   57.3920
 -17.7478  -18.4917   16.4052  184.9566   65.3028  -58.7380
 -49.8982  -52.1841  -25.3983  -71.4709   13.9118  -91.6966
  -7.9654   17.8159    8.9832   60.6958  245.7247  -65.3670
 -14.6505    0.4098   18.0776  -77.0538  -88.4870  116.5511
 -22.0234   11.5985   21.4891   53.3827 -157.4683  -17.7447
 -22.1995   -5.4571    3.8187   -7.6566  -33.8253 -154.9083
  24.8614   29.6276   -9.2859    2.1052  -86.8631 -119.7392
  15.0550  -26.7467   22.1442  112.3543  -19.5256  -48.5218
 -13.0803   17.6163   -6.2980  178.8243  -45.3667  185.2388
  15.0211  -21.6564   -8.7204  247.3935  176.4527 -197.1099
  -3.4998    4.5242   13.3993   92.8399  134.8446 -131.8471
   8.3534   20.0342   24.9144  186.1868 -109.9444   25.5133
  -2.2108    7.7306   -9.9333   19.6014   95.1469   23.1983
  -7.2755   -3.2031   19.0648  102.7754   33.1164  145.7896
  20.9667  -23.9979    5.4177  -86.4816  144.7761 -133.4150
   4.8748   -3.1779  -15.1742 -179.9245    4.7748   99.4508
 -15.0909   40.7581   23.1273   80.9378    2.0609   86.6011
  37.9811   -9.3028   20.8727  340.8173  237.0258    5.3842
   6.6828   -1.6512    0.0741  114.5292   93.7573 -139.7370
   7.1534  -10.8352   46.8304   66.1138 -199.7459  139.5581
  10.2648   14.1408  -14.4329  -31.2814  211.3458    7.0679
  21.1858   36.0299  -23.5347  -80.3038  -35.5485   36.5853
  16.3447   20.1482   85.4518  266.7329  315.2073   10.1184
  -7.5701   -4.9690   -2.6625  119.6957   73.2364   36.8496
 -57.6231   21.5124  -11.4759    1.6800  205.7485   39.1395
  16.2743  -12.0786    1.0594   19.4049  101.2277 -222.2713
  -7.4602   -4.3331   11.5520   86.1427   89.8943  145.5491
 -11.3897    2.8724  -27.1422  -28.8559  -55.1572  -90.7808
 -22.8671   28.3160    1.6607  337.9031  199.2025  -98.1580
  -0.1959   18.5927    0.8287 -211.9687  -36.2171   83.7622
  -4.3458  -13.6596    5.3500  199.4194  -45.9443   18.6219
   9.7262   21.7733  -16.4247 -140.8442 -123.3897  144.3272
  33.7840  -11.4370   -1.8091  164.7436   11.1342  -84.0042
