ra[deg]  dec[deg]  D[kpc]  Vlos[km/s]  PMRA[mas/yr]  PMDEC[mas/yr]
      43.7221     -16.7141      62.7718     -40.1406    -0.133907     -1.74830
      308.884      65.6533      19.1328     -195.728     0.557773      4.08391
      347.675     -10.2582      97.3061     -172.997    0.0403246    -0.830713
      210.348     -27.4196      19.5561      135.353     -3.66803    -0.978927
      211.432     -28.5929      17.2171      97.6853     -2.53936     -3.49724
      216.186      3.18992      14.2132      142.817     -2.11494     -5.09645
      290.711     -33.4434      10.6585     -1.91380      3.08691     -6.22657
      359.702      22.8673      12.5951     -19.1368     0.245017     -2.36489
      16.7176     -28.9080      15.5572      56.2268      2.88748      1.01212
      221.680     -75.5796      71.9840      112.260     -1.09420     -1.16332
      333.746     -12.2299      9.82764     -315.985      5.83473     -3.35589
      327.824     -67.2203      14.5767      76.3368      1.22061     -4.57807
      88.9353      57.8447      31.4245     -67.8306     0.416147     -2.90577
      189.644      72.3721      20.6114     -98.7812    -0.880621    -0.532501
      177.711      23.3067      7.78042      27.8792     -4.48970     -3.10610
      125.135     -41.5343      30.3032      334.429     0.147424     0.480321
      123.604      1.01504      44.6518     -9.75661      1.07411   -0.0800762
      18.9938      68.8004      98.9389     -191.132    -0.125226    -0.182153
      208.329     -8.30428      18.8252      111.240    -0.268129     -3.08670
      207.769      20.1658      61.2671      39.3108     -2.19902    -0.854636
      258.839      2.94347      14.5498     -77.0774     -2.34349     -4.64169
      41.0835     -9.43355      11.0706     -39.5042     0.809574     -3.64415
      178.429      85.1093      14.8833     -114.075     -2.73489     -2.27497
      133.714      63.2722      26.0673     -191.332      1.47901    -0.786373
      343.746      47.5828      39.7164     -282.561     0.588916    0.0118939
      256.047      1.99846      59.9537      36.5402   -0.0893956    -0.865761
      337.162      27.5689      21.7531     -225.086      1.38321     -1.93742
      72.2756      37.2080      34.0040     -53.1791     0.221537     -1.74404
      82.6431     -37.7569      52.8901      120.016    0.0615155     0.451364
      77.4005     -22.7150      15.1751      79.6958     0.722003     -5.09339
      114.900     -45.4005      27.3652      287.471      1.55073     0.900855
      123.455     -6.91668      54.2993      37.7062     0.459737    -0.501124
      113.297     -4.21325      27.7489      76.1331     0.756363     -1.15202
      207.813     -13.6616      22.1950      134.375    -0.950232     -3.07280
      329.714     -80.5741      10.0802      59.9948      1.60809     -5.71869
      90.4952      30.0918      65.8697      71.7256   -0.0991070    -0.677906
      155.913      58.3541      29.0080     -77.1176     -1.37014     -1.18195
      168.380     -44.7573      60.8044      200.967    -0.158488     0.241103
      94.0857     -13.2704      17.8731      27.9165    -0.412204     -2.00830
      349.912      8.53573      26.1208     -120.341      1.80446     -1.82347
      71.4915     -4.73506      49.9435      144.733    -0.308135     -1.81638
      68.2700     -79.7986      72.8719      284.185     0.889262     0.682058
      130.747     -39.5625      16.7858      172.812     -1.88879    -0.284875
      214.986      2.56204      42.4058     -98.2115     0.138869     -1.60294
      33.6898     -40.5992      39.3242      12.0288    -0.504145    -0.559298
      266.861     -43.9930      76.1899      154.729    -0.652722    -0.296096
      321.093     -56.0210      43.6396      138.497    -0.544973    -0.812210
      306.424     -37.7905      19.1502      119.357    -0.186006     -3.41720
      197.495     -47.7733      31.2594      281.307     -1.10698     0.239408
      167.572     -50.6025      48.3363      148.701     -1.39724   -0.0805306
      259.235     -24.8277      78.1317     -24.1540     0.395552    -0.919236
      273.135     -29.3436      20.5763      65.6652     0.937991     -1.17533
      219.044      80.5968      35.1353     -115.669     -2.10043    -0.832624
      303.321     -1.19490      10.9416     -183.223    -0.234555     -1.29129
      227.455     -76.1806      18.4126      225.545     -2.18977     0.759034
      279.220      3.92183      18.9507     -194.630     0.354683     -3.49961
      136.967      81.8410      26.6307     -117.363    -0.791761     0.181666
      317.872     -23.6597      31.5644     -49.6052     0.799796     -1.39562
      276.106      45.7881      26.9341     -184.666    -0.458157    -0.224166
      250.802      6.13445      14.3044     -192.949     -1.80759     -1.91441
      300.541     -17.7276      20.2706     -14.9927     0.113250     -2.66416
      232.363      5.01007      54.0509     -123.789     -1.27270     0.247278
      132.780     -18.5335      75.2935      96.1011     -1.39268    -0.144961
      215.158     -32.1386      36.2916      162.356     -2.16853    -0.412336
      21.5457     -29.0355      62.0208      70.8856    0.0824936    0.0905529
      202.028      26.3909      28.5214     -125.233     -1.04897     -2.64181
      240.056      47.6780      16.5541     -278.030     -4.99251     -1.36137
      156.311     -8.92142      44.1058      268.316    -0.293746    -0.456377
      242.796      29.6359      7.40159      106.058     -8.39519     -6.47907
      300.379     -2.46891      15.6953     -73.1920     -1.08009     -1.26953
      181.110    -0.311581      22.7037      110.222     -1.10546     -1.05495
      91.6063    -0.668730      19.9066      8.78973     0.989472    -0.621819
      273.377      37.7769      73.3054     -305.238    -0.244657     0.155246
      133.295      24.4378      81.6638     -23.0967     -1.16360   -0.0158834
      299.911      21.6500      11.2521     -312.868     -1.35151    -0.200678
      44.4458     -54.4265      47.3368     -65.5396      1.78487     0.619095
      111.012      9.55235      43.9721      194.895     0.298155     -1.08246
      64.0583     -2.09492      18.4096      130.748      1.32479     -1.13585
      58.6655     -52.2219      22.0982      85.5335      1.18558     0.316939
      275.325     -17.0336      32.6993     -272.245    -0.118794    -0.766123
      266.176      11.1923      23.5601     -91.8208    -0.873460     -1.97158
      313.849      57.2049      6.97015     -365.778      4.59275    -0.905148
      147.892      16.9732      22.2991      123.211     0.419713    -0.605125
      193.454      2.83447      9.38047      202.434     -6.76632     -5.41671
      220.456     -7.45795      39.4495     -62.2589     -1.25324     -1.71367
      257.977      37.8858      36.2236     -289.925    -0.764742     0.245099
      97.1326      9.28840      11.0053      31.7096      4.56035     -3.06495
      264.007      71.0435      32.5552     -224.942     -1.59419     0.792135
      192.491      25.3019      34.9804     -250.607    -0.211411     -1.08041
      138.331     -8.52768      19.6958      345.697    -0.725140     -1.90760
      111.006      15.3573      90.3557      214.757     0.272100    -0.133542
      354.160      51.6739      14.2704     -381.110      3.64143    -0.968182
      69.2755     -57.2740      45.9876      242.275     0.124876     0.243415
      197.271      18.2295      49.7870     -93.5754    0.0732388     -1.45719
      6.74146      5.68580      47.2598     -10.6195     0.634973   -0.0556700
      257.099      37.7300      9.88623     -234.794     -4.03196      1.40947
      340.308     -80.2401      58.1621      157.102      1.67815    -0.515611
      30.8064      47.3369      9.20237     -271.166      5.87745      2.30606
      277.552     -29.1914      56.0748     -13.6848     0.979031     -1.22375
      211.164      23.4385      53.3823      6.42993    -0.885742    -0.314588
      233.414      73.3087      40.7519     -15.5516     -1.60999    -0.454143
      328.172     -13.5383      16.2117     -165.412     0.552068     -2.89319
      90.3254      14.0019      44.9540      11.7023   -0.0834993    -0.684172
      257.858     -47.8594      87.4476     -148.836    -0.815998    -0.778090
      219.264     -32.1074      17.0880      151.579    -0.451013     -2.04862
      35.9312      34.4777      21.1037     -12.8115    -0.746798    0.0682326
      335.234      69.6463      15.7146     -351.587     -1.88989    -0.131690
      68.8445      16.8707      17.3122     -48.0130      2.57735    -0.803769
      146.514     -1.34474      19.0508      227.686     0.522726     -1.79312
      155.154     -8.72748      20.2246      195.365    -0.164462     -2.59549
      241.597     -39.0030      22.3282      29.5981     -2.58229     -1.81256
      77.0034     -32.2245      23.1097      89.0222   0.00121017    -0.825930
      257.780      7.15618      34.4733     -302.757    -0.714412    -0.822562
      20.6820     -4.89989      74.6776     -123.297    -0.105548    0.0910538
      324.001      34.7598      81.3038     -220.222     0.385003    -0.495367
      306.636     -10.8299      25.4237     -233.447     0.304665    -0.913523
      153.382     -29.9945      12.5379      273.599     -2.03171      1.15116
      324.334      72.0405      63.6609     -119.013    -0.117359     0.518506
      214.697     -12.5141      29.5155      128.075    -0.445369    -0.814672
      187.778      79.4097      14.9305     -42.8318     -1.18144     -1.15236
      276.169     -74.3622      47.5124      151.056   -0.0716998     -1.25965
      218.536      68.0137      20.9986     -337.688     -4.98228    0.0350206
      255.170      34.9548      23.5701     -349.678     -1.17350    -0.980460
      305.405     -8.55462      80.8472     -138.608     0.383851    0.0476799
      123.052      61.8415      16.8355     -94.9401      1.38611     -3.36962
      201.682     -20.6665      81.3487      60.3490     0.522944     0.401269
      285.004     -32.6885      73.4439     -126.630    -0.187983   -0.0945862
      261.373     -45.6450      50.5934      96.0958    -0.569283     -1.26546
      26.8512     -2.83006      23.8793      38.3577      1.71217     -1.07856
      116.048      42.9458      45.0535     -50.5657     0.936356     -1.31688
      60.4224      21.1885      16.6632     -228.477      3.19242     -2.22917
      314.973     -49.9414      35.9161     -79.8640    -0.515152     -1.30997
      31.8404      43.9246      16.0501     -306.824      3.54400    -0.188520
      253.153      38.8352      46.7777     -315.834     -1.03620    -0.589955
      332.139     -15.5119      8.66418     -79.4215     0.346692     -5.45471
      180.527      24.4124      17.6721     -154.537     -1.04024     -3.08121
      254.972      17.3352      38.8985     -3.74558     0.337971    -0.501573
      164.451      1.97618      94.0530      434.581     0.174238    -0.874139
      210.100     -27.4612      22.5093      172.864     -1.88689     -1.80121
      177.047     -29.1870      13.8198      166.570     -4.37295      1.19442
      25.7368      20.0547      38.5258     -155.084     0.806374     -1.13791
      309.425     -60.6754      10.6142      112.440     -2.41291     -6.85135
      283.523     -35.0580      24.8985      43.8005     0.271964    -0.544936
      313.267      46.3398      16.4295     -355.591   -0.0198412     -1.88200
      181.580      28.0580      17.2388      66.1133    -0.914088     -4.42427
      276.014      81.1753      44.8498     -309.657    -0.354644    0.0756009
      160.437      21.8203      59.7232      169.291    -0.122686    -0.257470
      134.920      77.1904      12.1195     -122.879   -0.0505555     -3.39712
      121.289      8.45615      34.6181      48.4906    -0.299240    -0.722212
      56.0611     -3.41202      15.5840      180.067      2.68429     -4.64157
      139.817     -18.7142      36.1413      322.511     0.748528    -0.342945
      55.6663      39.4879      14.6304     -27.5779      5.22348     -3.33217
      300.293     -35.4263      8.13088     -171.967      2.73064     -7.66907
      101.052      3.21972      26.1259      241.934     0.104838     -2.13618
      111.367     -36.2973      6.22573      160.487     -3.31285     -2.00808
      232.782      37.3553      20.3126     -82.1826   -0.0822145     -2.12010
      116.490      10.4140      16.2586      143.942     -1.05937     -2.24201
      99.1625     -62.8065      29.0147      271.942     0.609026     0.876802
      110.132      33.3125      25.3559      43.5348     0.569076    -0.904638
      340.238      35.7646      36.7694     -399.489      1.01965     0.346138
      169.216      51.1517      19.4848     -35.7766    -0.557866     -1.16512
      74.9994     -66.3537      22.3243      144.480     0.383617      2.03516
      186.732     -4.55155      8.79099     -144.702     -5.22322     -2.99623
      91.4358      33.2846      23.2520     -65.8790     0.445963     -3.87015
      179.225      67.4652      101.662     -64.2075    -0.726012    -0.410651
      357.575      22.3140      14.9465     -331.413      3.52181     0.974210
      19.8090     -65.3969      25.2437      116.749      1.18854     -1.15044
      51.6419      42.8460      18.0071     -76.7718      1.77120     -1.64063
      275.792      58.4086      38.3721     -314.266     -1.30897    -0.473330
      99.0251     -49.9174      30.2121      107.357     0.702981    -0.277194
      131.638      41.4161      36.9230      16.5116     -1.14141     -3.05847
      20.1149      32.2222      59.0328     -120.208     0.158716    -0.728642
      313.177      23.5394      9.26872     -177.077     -3.84978     -1.88419
      222.704     -12.3009      29.5958      111.197    -0.815516     -2.55978
      6.90138     -83.0889      10.1296      121.710      4.67081     -2.43078
      299.217     -21.1127      58.7734     -93.6197    -0.276244     -1.49690
      75.6319     -50.3359      34.1083      9.49988      2.31248    -0.163386
      160.069     -32.1486      18.1578      99.8676     -2.39677     -1.66450
      110.795     -8.20396      7.13553      227.655      1.18590     -5.60671
      189.543     -65.6819      26.3541      143.943     -1.51667    -0.150810
      16.9539      65.7204      22.5785     -197.524    -0.125672      1.04611
      230.960     -66.0360      20.6670      318.148     -2.45128    -0.409245
      208.352      29.2321      39.9358     -139.476   -0.0480312    -0.840020
      100.635     -38.9420      90.8452      352.086      1.04953    -0.711321
      236.555     -15.1059      29.7868      74.7906     -1.70332    -0.223086
      81.4269      70.0713      28.8531     -109.909      1.12551    -0.142595
      236.252     -54.6649      25.3207      277.084     -1.44428    -0.954794
      14.7617      52.9100      37.0917     -300.292     0.709961     -1.14815
      308.219     -14.3937      26.0545     -184.570    -0.568150     -2.58425
      43.0204      69.6971      12.8076     -80.3103      4.26999     -2.05870
      355.189      61.3488      16.7854     -335.015      3.93941    -0.471551
      105.512     -28.1566      7.91119      127.705     0.617835     -2.64874
      12.0965     -51.9852      48.9860      78.9646     0.773361     -1.36322
      186.229      6.52749      16.3479     -3.59281     -3.98741     -3.17114
      345.510      20.4678      13.6236     -127.132     -1.35002     -1.80871
      329.143     -66.1765      14.3278      48.9731     0.367935     -7.66385
      101.077      33.6710      5.26730     -110.006      5.04730     -13.1222
      180.162      45.6248      17.7077     -58.4725     -2.31818     -1.51817
      324.753     -82.9800      18.8953      181.478   -0.0900116     -1.07227
      265.040      3.20410      4.82222     -198.214     -2.32120     -11.4230
      90.8888      31.2866      19.5880      273.670    0.0374976     -2.94039
      101.515      45.2433      73.1258      60.3378     0.284345    -0.647366
      239.523      19.3872      13.3093     -1.30327     -2.23251     -3.57662
      53.9758     -14.7707      23.3837      107.474      1.50962     -2.57948
      260.722      48.3650      32.0701     -363.718    -0.244334    -0.212098
      92.8093      49.5440      37.3939      22.8040     0.685642     -3.33282
      149.320      48.7081      30.0730     -123.076    -0.943820    -0.425578
      228.521      37.9429      95.7301      49.2334   -0.0111050     0.434167
      196.117     -44.7792      42.7404      69.7090     -1.39840    -0.151332
      223.115     -53.4445      57.7862     0.117344    -0.359765     0.344599
      326.785     -39.3035      28.6913      23.6395    0.0106328     0.343192
      200.288     -28.2913      33.2381      95.0407     -1.04315     0.237118
      261.528      58.0892      26.6332     -318.510     -1.60042     -1.69398
      333.307      23.1835      11.9384     -169.803   -0.0166690     -4.03761
      219.492      2.59175      44.2920     -117.412    -0.372081     -1.64910
      113.693      11.1661      40.9076      283.789     0.340274    -0.117140
      286.929      42.7018      4.12327     -353.696     -3.12090     -6.15032
      224.872     -14.8834      16.7882      97.1446     -4.28046     -1.90356
      116.940      46.3239      38.5123     -124.164     -1.12035     -2.25244
      48.8638      40.0288      16.8523     -65.5585      2.04327     -1.91722
      31.5485     -86.6607      18.5993      228.150      2.14139    -0.511993
      43.0094      9.78806      30.9160     -31.5298      1.25943     -1.86164
      309.190      78.9266      18.5468     -248.539     -1.29452     0.534743
      319.773      20.3597      10.8449     -168.593      1.64010     -4.01527
      60.3323     -6.30707      25.9669      4.96249      1.47717     0.709947
      296.950      68.4861      45.0511     -309.733    -0.440527     0.757832
      110.307      25.0474      30.6671      85.1000      1.89241     -1.60023
      84.4261     -44.7547      18.9515      248.414      1.88825    -0.159024
      295.176     -30.5783      9.22431     -87.9218     -1.12766     -7.04507
      142.645      11.7030      24.5361      58.4118    -0.352455    -0.559570
      144.644      19.0182      17.6912      266.052     -2.64418     -2.28702
      329.837     -75.0365      22.1965      278.219      1.72211    -0.493977
      17.0308     -32.2016      42.5099     -228.954      1.39299     -1.06886
      37.8963      25.1823      19.3739     -100.624      2.02300     -2.35343
      98.7714     -56.7277      17.1414      67.3295      3.47349    -0.863837
      78.1482     -11.5253      22.3201      256.689     0.751330     -1.78336
      261.758      48.4509      19.5589     -130.379     -1.74005     -1.20545
      36.2986     -7.31127      23.1806     -16.0303      1.39788    0.0605887
      193.279      16.8446      27.2705      13.1851     -1.03738     -1.11143
      63.4081      4.22224      28.3441     -130.814      1.64161    -0.256593
      244.630     -18.3290      56.7712      35.4856     -1.35299    -0.351831
      262.868      9.92228      18.1228     -245.091     -2.79484     -1.73630
      114.892     -7.17673      67.5977      271.040    0.0985583    -0.939324
      245.974     -57.2272      44.7254    -0.436641    -0.860024     -1.42431
      32.6840      53.9924      20.4881     -190.614      1.56770    -0.694244
      239.035      16.4445      17.0280     -85.2329     -2.94732    -0.624198
      273.692     -1.58323      29.9378     -94.4471   -0.0305488     -1.62225
      85.6786     -75.0220      19.5664      220.308     0.960877    -0.875166
      259.808      22.2656      42.2790     -213.490    -0.712181    -0.708454
      208.624     -5.54986      49.6310     -94.2088    -0.703572     -1.72320
      95.7785      59.3415      16.1065     -173.952      1.52128     -1.87745
      301.811     -26.9608      64.7641     -20.1132    -0.483009     0.142935
      161.306     -50.5501      8.33020      376.566     0.164683     -1.46772
      61.2368      6.37590      20.8909     -60.5583      1.43943     -1.09487
      359.477     -9.88532      69.7083     -131.040    -0.267760     -1.78838
      265.219      40.6879      19.3419     -245.954     -1.68037     -1.00327
      10.7372      25.2980      25.1771      27.5664      1.39376     -2.51758
      263.211      14.8589      26.0847     -94.0678    -0.782190     -1.04690
      270.593      61.9215      24.7204     -98.1557    -0.694596     0.796622
      178.818     -31.4829      14.8309      218.715     -3.13146   -0.0616776
      359.712     -4.37893      29.2509     -105.827    0.0654700     -2.95553
      73.1625      74.9714      44.9263     -306.996     0.376167    -0.502885
      137.457      11.3039      38.6066      50.1436     0.352309     -1.77226
      55.2261     -82.2550      38.5290      40.2232      1.17306     0.350175
      34.5957     0.788795      87.1849      31.0707      1.15339     0.101211
      233.718      67.4699      14.4322     -230.619     -4.15319     -2.78254
      285.410     -33.4893      17.2521      77.9782    -0.155831     -4.34073
      158.429      6.11324      30.7575      206.133    0.0774515    -0.438237
      238.739      5.04236      49.3760     -38.0622    -0.332314    -0.713622
      84.7577      31.9432      20.8977     -8.31252      2.54148     -4.18764
      263.600     -75.9863      92.9702      274.215    -0.891034    -0.460637
      195.229      39.0291      10.1137      39.8441     -1.62290     -2.94668
      113.864     -66.2774      102.162      336.485    -0.329062    -0.271579
      6.43883      27.8159      14.0510     -96.1116      1.19054     -5.42484
      327.405     -3.59340      61.2071     -103.285     0.791967    -0.287769
      257.495     -57.7154      11.3395      154.401     -2.25879     -5.70398
      252.750      17.1108      24.9694     -111.546     0.419388    -0.971455
      275.865     -4.58336      11.6877     -302.184     -1.03763     0.234144
      39.6536     -58.7256      80.0079     -27.5794    -0.965482    -0.611172
      305.405      76.6123      22.6447     -366.935     -1.06177      1.26537
      179.894      56.7193      18.8524     -133.390     -2.15691     -1.73731
      11.8937     -60.2351      63.7731     -8.15569      1.33351    -0.578446
      315.218     -1.04259      27.9994     -18.5016    -0.573897     -1.76014
      156.481      59.9220      16.2922     -98.6337    -0.865585     -3.59661
      300.303      34.5689      84.5085     -329.934     0.599500     0.103974
      319.418      21.0598      56.6187     -206.235    -0.798071    0.0493854
      357.416     -17.7216      35.4476     -172.188    -0.132489     -2.08056
      137.616      26.6750      13.6323      91.6239     -3.35814     -5.53077
      290.242      30.2143      39.4365     -215.524    -0.808426     0.167037
      57.5515      2.84020      35.7830     -63.6198     0.865426     -2.21867
      66.4091     0.898563      23.3419      216.482      2.10967     -1.21446
      86.2896      18.6935      64.4803      53.8559      1.13051   -0.0155596
      305.793     -34.6249      59.3071      20.1007    -0.399628    -0.654808
      111.418     -66.9863      30.1633      283.301    0.0700437    -0.270860
      121.813      1.39613      10.8512      26.3739     0.283108     -3.72498
      78.5932     -41.1002      71.2761      416.123      1.01782    -0.426307
      159.551     -41.4789      21.6886      185.965     -1.46427     0.652957
      260.961      62.7401      21.0106     -291.325     -2.14044    -0.706226
      15.0069      28.5292      92.6885     -187.099     0.794293     0.336786
      97.1485     -8.35491      16.2240      42.2003    -0.126043     -2.07794
      6.01121     -80.6934      40.0085      146.758   -0.0749082    -0.759706
      297.195      16.6987      26.2180     -31.1282   -0.0500228     -1.25119
      238.351     -7.99399      11.6629     -36.0423     -4.37314     -5.13529
      230.258     -40.1736      19.9281     -28.5924     -1.04317    -0.881414
      109.579     -23.0919      46.8100      262.700      1.62512    -0.331236
      131.344     -61.9119      18.5534      353.328     0.583986     0.740276
      88.0900     -32.9640      43.0838      98.6724      1.72443    0.0951941
      201.027     -73.7780      25.9145      111.195     -1.01612    -0.689382
      25.7253     -42.3231      22.0366      130.056     0.805647     -1.46263
      266.300     -63.5967      36.5395     -2.64240     -2.44451     0.432426
      186.678      3.97063      32.2892      217.762     -1.36267     -1.00384
      84.7277     -58.6633      51.2851      61.8568   -0.0369342    -0.653383
      257.045     -20.7880      90.9358      6.61426    -0.828435    -0.721076
      198.564     -8.90624      43.1708      36.4752     0.922652    -0.586367
      331.400      31.6216      9.60801     -145.319      1.61612     -3.57214
      64.2118      13.1490      10.9655      108.139      4.26774     -1.77281
      130.408     -20.0278      54.0793      441.088     0.661559    -0.360741
      199.791     -50.0635      20.7886      251.502      1.03368    0.0549060
      327.393      57.4293      94.0695     -282.439    -0.631302    -0.451119
      182.278     -24.4096      35.1590      96.5070    -0.686655    -0.282079
      85.2347     -10.6052      75.7527      145.287     0.175417     0.708008
      182.042     -39.8741      10.1252     -32.9291     0.554083     -1.79163
      6.39834      40.0397      13.0843     -265.710      1.10515    -0.939025
      124.149      75.1073      22.3461     -220.493      1.35897     -3.67669
      91.3001     -25.4239      34.8141      253.573      1.08098     0.254672
      257.700      18.6806      68.0351     -242.976   0.00797011     0.155936
      201.863      86.7727      55.4729     -235.523    -0.118010    -0.321537
      75.0266      1.30336      10.2840     -9.07656      2.55983     -3.50932
      155.466     -7.10680      12.9105      284.297     -3.03927     -3.22746
      95.0292     -62.9230      23.6770      367.703      2.56416    0.0848126
      222.869     -32.9878      16.6760      146.802     0.175287     0.619806
      210.411      49.3345      31.1995     -109.533    -0.964542     -1.54795
      207.832     -24.7839      23.8650      56.7574     0.883213    -0.148177
      260.007     -19.0185      19.0299     -63.1377     -2.67208     -1.83887
      134.103      43.2886      18.7384      52.3428    -0.503227    -0.640912
      31.2699     -31.6741      76.5824      150.914      1.05391     0.644671
      28.6019     -8.40250      21.7283     -101.862      2.12187   -0.0970117
      350.379      46.4841      25.0966     -239.731     0.605334    -0.506616
      188.192      38.7955      9.47249      31.7810     -3.88133     -5.11626
      40.0778      24.3577      15.2812     -5.27243      1.22988     -2.27593
      249.156      34.9017      28.5953     -31.9942     -1.73713    -0.897900
      306.787      28.2422      10.2661     -190.692    -0.697908     -2.31138
      39.8626      61.3408      15.3415     -159.237      3.24657      2.69087
      234.812     -1.45474      22.0584      92.2800    -0.827588     -1.71787
      15.6098      39.6835      19.8412     -250.846    0.0588817     -1.07035
      235.982     -27.7343      87.2510      136.675    -0.306575     0.467707
      223.105     -36.1173      8.25784      30.3572     -6.08704     -3.31441
      180.045     -38.2384      16.3694      265.474     -2.54539    -0.989081
      176.648     -7.46500      95.5623     -10.7679    -0.110501   0.00137538
      12.7517      48.9924      18.6498     -227.838     0.975503    -0.691982
      62.2191      1.30245      16.2651      146.389      4.61786     -1.74924
      70.4954      5.49581      8.05656      15.4084      8.21842    -0.511585
      181.160     -3.47126      9.64928      122.084     -3.89824     -7.08027
      52.8285     -37.6771      31.3659      155.517      2.40476    -0.426991
      140.030      52.2208      45.4630     -107.329     -1.59586     -1.07955
      10.4300     -68.9889      30.8097     -28.2617      1.08879     -2.48288
      163.431      24.5501      54.1895      102.696    -0.116324    -0.559412
      272.533     -33.5839      19.1291      13.7888     -2.13007     -3.34182
      82.9075     -46.6728      61.8352      117.749    -0.393632     0.189577
      325.930     -27.6399      36.4042     -202.451   -0.0806987     -2.13973
      259.560     -13.9404      31.5965     -180.534     -2.62484     -2.67779
      28.4404     -21.4631      11.7628      78.1734      2.40712     -2.36286
      283.163      11.3709      25.8142     -221.866     0.671992     -2.94665
      49.9897      39.5028      18.8019     -265.475     0.637689     -1.58850
      126.284     -69.4687      25.5380      157.566     0.888388     0.408204
      203.995     -1.45177      14.1157     -55.0815     -2.70733     -5.63418
      119.844     -40.7909      36.6965      240.986    -0.113691    -0.622697
      219.511     -44.3852      55.6160     -13.4934    -0.952837     0.150641
      323.755      57.6541      94.8467     -41.4487    0.0163428     0.862449
      206.006      54.6298      12.8607     -154.930     -5.67057    -0.885524
      118.954    -0.285525      37.7125      23.5299     0.460905     -1.17387
      230.144     0.667121      38.2159     -102.296     -1.34739     -1.98655
      34.4793      69.2438      10.1046     -155.166      1.12693     0.769134
      347.517      29.0864      10.3309     -207.157      3.41784    -0.987530
      41.4760      19.0853      42.7739     -207.433    -0.241132    -0.489025
      162.973      43.2772      30.8886     -143.423    -0.475107     -1.62877
      83.7222     -34.1600      25.0878      170.941      1.51706     0.355008
      76.9612     -60.0838      49.4124      168.344     0.404318    -0.442816
      351.736     -18.8999      20.5376     -69.5170      2.19729     -3.21431
      58.6533     -3.42488      23.0092      52.3575      1.98004     0.200548
      130.291     -10.8221      15.4831      182.899     -1.79417     -1.23777
      239.031      64.0816      37.7576     -75.8279    -0.350582     0.239951
      216.654      82.6811      36.0157     -191.919    -0.950432     0.121659
      260.081     -4.73938      21.7247     -123.727     -1.64938     -1.79308
      326.695      33.4493      59.5386     -323.270     0.629708     0.119714
      30.0082      34.8760      54.1095      50.5099     0.956368    -0.432893
      66.5074      13.0544      36.4440      126.795      1.25629     -1.84222
      211.280      60.9680      18.5324     -189.683     -1.38823     -2.43041
      185.997      10.5259      31.6615     -96.4293    -0.574061     -1.51896
      110.602      48.7280      54.2832     -143.765     0.983814    -0.663234
      244.141     -14.0428      14.0157      39.9445     -4.64421     -7.38803
      2.14534      63.9999      14.2466     -190.059      3.20559    0.0226306
      145.995      30.2187      14.8736     -168.829     -1.11286     -2.87405
      150.758      62.4039      40.7972     -192.893    -0.175114    -0.551432
      177.880      15.1629      28.7205     -115.782     -1.17106     -1.49474
      201.623      44.7305      27.3130     -75.2474    -0.986762     -2.06511
      81.2774      10.4356      10.0288      204.247      1.95475     -2.34449
      178.283      19.4160      9.87037      97.8420     -4.81057     -6.01135
      347.451     -24.6936      13.8630     -179.781      2.01843     -2.85429
      216.673     -25.5671      48.5486     -90.5053    -0.868648     0.224024
      3.87410     -5.61876      19.2408      2.91038      1.49609    -0.883547
      317.645     -2.92047      8.98592     -213.513     -2.65796     -4.00437
      335.982      13.1141      85.4175     -292.907     0.768763    -0.813649
      122.248     -40.7923      42.1702      141.770     0.404366     0.175399
      273.085      70.8561      11.8278     -139.974     -1.03793     -2.34738
      66.7032     -77.6309      49.3643      105.676     0.657390    -0.682423
      273.215     -28.8914      17.5990     -93.7148     -2.78861     -3.70024
      37.4631     -43.9622      8.51264      173.562      8.28968     -4.01071
      229.597     -5.33939      68.0575      8.28692   -0.0997575     -1.22335
      184.287     -38.9801      92.1946      234.378    -0.392982    -0.209659
      328.737     -41.0670      47.0287      76.1266     0.306287     -2.37672
      317.659     -20.0092      6.74707     -165.866     -2.27515     -6.66693
      41.7236     -42.6555      19.1507      12.2179    -0.593513     -1.56937
      156.748      16.5430      85.8729      186.745    -0.523044    -0.668514
      172.219      27.2881      19.0440      66.7805     -1.65934     -1.98145
      195.395      40.1217      13.2595     -125.777    -0.342580     -4.30808
      281.429     -15.3737      4.43326     -94.6142     -10.0781     -10.0566
      270.377     -54.9828      19.3326      66.8155     -1.72827     -1.75525
      286.231     -52.6099      3.77679     -4.44631     -1.60407     -6.84495
      78.9969      33.2929      55.8782     -130.780     0.997852     -1.97876
      280.184      7.48510      52.2498      25.2352    -0.740935    -0.641042
      67.9023      4.74904      38.0133      77.9233     0.880238    -0.422940
      296.072     -24.2636      36.1021     -81.7509    -0.804907     -1.83281
      348.923     -69.8603      22.5240      160.449     0.487597     -3.44310
      311.671      8.45292      9.23733     -229.866     -4.99669     -6.49948
      271.483     -37.4060      18.2217      214.198    -0.806689     -3.23534
      210.244     -8.21309      31.0268     -15.5146    -0.656990     -1.09043
      338.390      43.8376      21.4336     -70.1724      1.65264      1.32782
      240.750      14.9410      18.3895      106.623     -2.50423      1.44938
      24.8188     -27.2073      11.9745     -8.33745      2.51865     -1.03209
      33.2973     -1.50683      10.9778     -86.1231      4.64559     -3.81110
      338.471      10.6207      11.6989     -65.2294     -1.05139     -2.81142
      115.574      2.56524      69.1188      290.471   -0.0942314    -0.402280
