ra[deg]  dec[deg]  D[kpc]  Vlos[km/s]  PMRA[mas/yr]  PMDEC[mas/yr]
      251.612     -63.8289      32.7779      271.781     -1.64013     -1.97350
      183.679      14.9799      38.9475      5.08793    -0.639010    -0.514236
      37.8019      21.6518      13.5761     -170.167     0.642888     -3.59295
      5.91547     -60.1401      23.4811      33.1658     0.594756     -3.76613
      287.557     -38.8827      28.5723      19.1412     0.127830     -3.49209
      23.5619      39.6705      21.0802     -79.7290    0.0917560    -0.463649
      85.9451     -56.9622      23.8600      219.602      1.83532    -0.173672
      126.092      13.8164      57.0947      196.851    -0.415932    -0.847312
      30.5611     -36.8920      22.0801      140.857      2.13086     -2.09623
      180.844      40.2327      18.1004     -143.447    -0.218182     -1.77441
      87.4937      30.6709      42.9884     -107.247     0.110751     -1.82312
      156.587      29.0494      37.0710      78.1479    -0.245883     -1.01814
      185.120     -2.87154      28.8038     -20.9099    -0.399472     -2.89150
      157.343     -14.0886      18.2799      100.934     -1.27728     -2.12242
      201.022     -22.1371      22.5743      189.046     -1.01953     -2.04276
      259.170     -40.5729      13.6816      234.262     -2.27631     -2.36939
      316.125      80.1803      45.2149     -234.745     0.512800    -0.328431
      31.1304      4.45754      21.1598     -128.207      1.98682    -0.924941
      294.662     -52.4283      12.4129      37.9467    -0.127365     -4.39957
      90.0594      54.7190      16.6015     -215.623      1.99405     -3.15134
      10.8612     -24.2028      26.2844     -84.9481      1.99647     -2.17612
      115.084     -14.7180      28.3874      101.703     0.127348     -1.31101
      121.790      52.7537      13.3399     -12.6618      1.39578     -4.74296
      223.880      3.67354      13.3872     -21.5489    -0.880713     -4.07959
      50.3550     -34.3263      42.6359      157.306     0.857250    -0.518946
      6.21735     -26.2459      18.1488     -28.9812     0.867712     -1.15717
      65.3077      36.8953      20.1482     -22.0401      2.50740     -1.77658
      272.966      25.5682      29.0286     -222.925   -0.0444636    -0.590777
      314.007      50.1707      14.1100     -193.528     -1.18142      2.03084
      262.062      50.4123      53.7755     -192.383     -1.11190     -1.13602
      167.619     -47.2108      27.5788      82.0053     -1.58636     0.175906
      196.800     -6.20424      38.6286      131.869     0.166990    -0.658405
      20.5050      24.7831      41.3775     -138.303      2.61311    0.0422906
      266.663     -7.70519      10.8277     -144.614     -4.58181     -1.64803
      267.100      14.9946      31.2527     -154.206     -1.36142    0.0586289
      234.597     -41.4500      45.1655     -2.82917     -1.75426    0.0976202
      17.2389      7.14472      26.6281     -199.562    -0.368945  -0.00899072
      305.446      35.3678      27.4986     -294.581    -0.170269    -0.584864
      253.593     -75.1142      13.6482      254.095     -1.80064      2.24483
      354.812     -31.8395      81.1288     -49.9843     0.801320   -0.0761709
      43.6281     -23.1793      16.3899      46.0386      4.98828     -1.47192
      24.1650     -86.8045      21.9618      161.576      1.92183     -1.24990
      104.031      49.8556      16.2488     -75.2709      2.08289     -2.63348
      94.0133     -34.6913      37.9741      229.739   -0.0256212     0.296607
      135.611      11.8086      17.2953      79.8687      3.37710     -2.74745
      155.978      46.9359      12.2312     -34.8554     -2.18949     -5.92274
      146.779      70.6166      11.5908      77.6943    -0.219756     -3.90557
      136.188      20.5503      95.2611      159.625    -0.171864    -0.388447
      109.346      37.8059      34.9743      35.9019      1.01093     -2.14259
      290.471     -7.75020      25.1280     -78.0571     -1.47973    -0.569822
      112.496      47.4365      17.9310      2.39486     0.424466     -3.15590
      127.525     -22.7927      97.4503      158.083    -0.250460     0.501238
      186.940     -64.6524      16.1821      108.318     -3.35720     -1.12170
      246.378      53.9783      19.7482     -116.518     -3.74417    -0.474584
      312.174      12.5564      29.3255     -156.329     0.911136     -2.69758
      43.1760     -2.20354      33.3047     -181.268     0.996771     -2.63941
      297.273      19.6372      14.7426     -260.630     -1.77010     -2.02093
      108.411      45.4823      47.5777      4.47510      1.05575     -1.71482
      202.737      54.3643      16.3483     -20.7890     -1.41321     -2.09790
      82.8787     -32.1288      4.29431      43.4985     -1.60369     -11.1853
      60.6056     -66.0749      26.0897      340.003      2.34001    -0.405774
      260.690      44.1360      27.3347     -264.932     -2.19162    -0.272374
      279.977     -13.8998      24.7375     -34.7630      1.46791     -2.39479
      56.6474     -13.7257      63.0233      66.1402     0.719819     -1.69329
      245.798     -43.1812      61.3603      166.372    -0.577607    -0.588037
      289.591      25.5407      83.1683     -397.108    -0.555096    -0.466723
      10.4328     -67.3051      20.4434     -110.074     0.773731     -5.44849
      59.1020      14.6384      51.0876      33.1838      1.15410    -0.758186
      151.991      61.4789      14.5167      67.8413    -0.471773     -4.51149
      31.9214     -12.0930      74.0157     -14.1478     0.371170    -0.719536
      171.280     -31.1684      52.6993      79.8966    -0.778793    -0.690341
      75.2769     -14.8414      10.1946      160.468      2.92809     -4.58637
      107.462      30.5312      16.7313     -111.177      1.29379     -2.54715
      229.853     -6.04297      38.8230     -134.829     0.547756    -0.933362
      356.091     -23.6856      57.7916     -117.290     0.399670     -1.98288
      358.925     -64.9634      6.67959      298.879      1.43150     -10.2203
      60.1294      24.5970      51.0425     0.628400     0.645701     -1.15968
      71.3293      27.7269      25.0678      294.712      1.12720     -1.30681
      126.885     -27.8525      19.0947      219.642    -0.848312     -2.61853
      323.557      25.4059      43.5399     -359.204     -1.10772   0.00442731
      120.429      59.2273      20.2804      14.0831      1.91215     -4.82525
      130.237      32.1850      14.6244      177.857     -1.66694     -3.02258
      8.38431      44.0821      37.9915     -57.7644      1.56426    -0.471234
      249.446      48.4590      7.38972     -330.745     -9.47892    -0.759485
      76.6569     -30.7293      28.6378      188.068      1.56190     -1.11605
      222.106      38.1380      17.0291     -285.908     -3.16242     -2.96376
      234.824      66.1838      105.846     -327.814    -0.522977     0.131370
      102.306     -17.5294      16.7504     -26.4120      3.18224     -1.55259
      294.020      15.0695      11.8473     -193.916      1.35162     -1.64513
      323.413      6.50855      75.9523     -280.974    -0.132337    -0.845350
      266.282      51.8135      15.4889     -204.511     -2.29425      1.93234
      156.384     -11.8580      24.5235      332.313     -1.06045     -3.50511
      231.206     -22.1128      11.1491      17.0831     -2.08315    -0.342560
      145.537      85.0229      15.8246     -192.037   -0.0893211     -3.02132
      125.649     -43.5962      18.9426      249.410     -2.04373    -0.965785
      61.4743      18.3506      23.0841     -11.1134     0.126403    -0.686601
      174.633      34.7342      35.8660      92.0326     -1.30537     -1.46725
      286.192      35.4501      5.20881     -427.935     0.137124     -9.00154
      153.492      47.4250      60.5799     -235.649    -0.616968    -0.314834
      208.364      58.6762      20.1586     -271.664     -1.61604    -0.889228
      163.565      49.3139      15.6988     -22.9241    -0.711365     -4.29552
      84.6088     -46.6618      27.5292      310.978      1.90287     0.795884
      121.988      45.7519      10.8306     -81.0040    -0.962019     -6.68243
      1.01149     -22.1172      29.6499      54.8505      1.34610     -1.78272
      135.300      39.2196      46.9296      99.8521    0.0331878     -1.24515
      104.002      21.1629      27.7203     -81.4218      1.42049     -2.03338
      269.175      27.9102      22.8375     -27.9287     -1.43531    -0.991639
      125.185     -3.14816      94.3579      135.525    -0.260730     0.502913
      351.586      15.1781      9.21826     -131.425      3.62996     -2.20794
      335.535     -39.4192      18.6221      134.043    -0.800982     -2.53633
      35.0256     -4.78304      51.0148      13.7073     0.458280    -0.806839
      339.609      72.9934      4.10444     -255.139     0.886392      8.92890
      308.989      34.2701      17.9477     -240.745     -1.89949     0.497545
      108.892      69.5785      17.9904     -152.800     -1.39626     -1.36137
      316.986     -1.92833      16.3345      79.1879     0.987349     -3.62823
      272.263     -15.3263      76.2451     -88.8300     -1.19728    -0.567193
      21.5650     -18.4712      15.4896      38.7885      1.48267     -4.56853
      210.311      16.5874      5.43705      88.5632     -9.02107     -7.23368
      330.484     -17.0563      55.1125     -12.4555    -0.925486    -0.664792
      174.689     -58.7021      60.4531      337.318     0.845852    -0.550594
      23.3517     -39.6329      18.6161     -2.32559      2.89656     -1.52840
      284.344      44.6211      20.9522     -41.8229    -0.472999     -1.07602
      272.344     -10.9280      29.7440     -228.347     0.529457     -2.11022
      72.1166      22.0997      32.6931     -108.668     0.492349     -2.02751
      209.036      3.93391      58.5700      47.8111    -0.644596    -0.510233
      75.9771     -27.4981      36.7054      198.532      2.35781    -0.425218
      93.3986      22.7301      5.04291      164.334    -0.839498     -8.39213
      173.683      42.5330      37.7017      24.5125     0.901050     0.174361
      359.099      68.7693      21.6735     -343.277      2.42877      1.49603
      257.756     -32.9740      26.1619     -4.24893     0.971858     -2.96423
      210.855      73.9030      24.0023     -178.094     -2.50461    -0.500758
      321.646      11.1027      20.2416     -104.413    -0.555664     -1.72437
      330.738     -28.3792      14.9518      42.0721    -0.444114     -3.50744
      211.197     -54.5465      20.0531      253.392     -1.95625     0.611970
      261.553     -65.9848      27.3530     -18.2097    -0.670464    -0.894901
      111.651      5.17170      14.9156      63.0478     0.201335     -1.99834
      26.8781     -52.8982      10.1101     -25.7844      6.65620     -2.30454
      201.245      4.27748      13.0166      138.227     -3.45840     -2.35946
      150.165      64.5129      21.0263     -87.1932    -0.429328     -1.69390
      311.332      44.4317      15.3331     -369.285    0.0717812     -1.36183
      26.4138     -68.1815      41.5166      251.376    -0.350751     -1.14098
      226.513     -11.9568      64.7541     -81.1655    -0.699469    -0.670045
      359.310      39.1136      7.78804     -180.295     -1.37275     -5.80530
      137.616      3.11460      25.5253      222.182    -0.996117     -1.32262
      342.971    -0.319392      22.8142     -78.7336    0.0487963     -2.61942
      131.747     -38.6643      28.3138      300.659    -0.928807     0.235139
      299.815     -48.8958      16.1105     -31.8276     -2.32724    -0.828247
      356.253      25.8385      15.5091     -198.359      1.09823     -1.09315
      271.748      32.1093      29.3013     -106.602     -1.51931     -1.01246
      13.4144      14.0940      23.0668     -167.795      1.14357     -1.91558
      208.088      69.4585      24.6094     -224.037     -3.18995     -1.88786
      13.4839      53.2643      90.7813     -134.676     0.309647    -0.741720
      201.836      1.92282      37.4496     -102.958    -0.863705     -1.68602
      109.479     -40.8644      18.5729      233.837    -0.452614      1.14672
      173.389     -2.93256      45.8714      216.901 -0.000809357     0.706356
      34.6746     -16.2395      65.0706      59.3685      1.08555    -0.448535
      225.435      8.04844      35.5985     -165.920    -0.662785    -0.639460
      304.758     -21.8064      18.7636     -33.3480     -1.60073     -3.17030
      11.7048      55.7433      6.49757     -254.615      1.72840     -2.07846
      289.621      15.1473      56.0319     -351.247    -0.807154    -0.913127
      147.870      11.5946      32.4126     -86.3935     -1.46523     -2.17369
      338.347      80.3962      17.4680     -239.523      2.39565      3.35278
      2.05459      2.87817      13.0464     -197.092      2.54154     -5.94379
      31.0935      56.2657      95.9815     -228.986     0.927135    -0.925038
      108.515     -4.96587      9.85773      297.919      5.15978     -3.15909
      345.139     -13.2326      12.4278      124.283      2.43625     -1.62694
      80.4252     -10.8314      10.9566      42.6378      1.71625     -2.05277
      331.798     -54.5792      75.0621      96.6958     0.420072    -0.390373
      118.370      43.7779      65.1100     -100.457    -0.331397     -1.09823
      243.176      29.7510      79.6697     -256.999     0.368591    -0.777228
      118.624     -24.7059      20.5288      299.785     0.587954     0.259780
      122.791      12.6120      43.1395      148.861      1.00453     -2.25576
      89.4528     -17.4938      18.6196      40.5271     0.301329     -2.62442
      69.7674     -26.4608      27.5605      228.034      2.52868     -1.04156
      145.482     -10.8570      63.3534      27.2733     0.861440     0.199465
      107.872     -14.9871      25.4866      204.179      1.15935    -0.647692
      2.16444      40.7753      81.3226     -150.102     0.805698     0.194399
      211.273      40.0709      61.5765     -125.717    -0.776133    -0.695816
      58.1180     -51.7023      19.6621      205.878      2.66855      1.04582
      309.949     -20.5972      29.3558      6.59912     -1.03350     -2.33597
      316.410     -37.4978      28.6058      11.6517    -0.290548     -1.04159
      85.4867      25.5614      19.7145      97.1406      2.31933     -2.93549
      276.246     -51.1139      46.4676     -69.0210    -0.120939   -0.0717447
      61.6647      7.23020      33.1368     -25.9777     0.835523    -0.612307
      306.200     -57.5803      13.1074      32.5891     -1.18683     -3.02579
      149.444     -41.1449      74.5330      355.667   0.00451466     0.544186
      48.8418     -12.6342      80.4787     -51.0558     0.308609     -1.38627
      342.986     -51.5650      44.1947      162.046    -0.157828     -1.02266
      315.106      3.81618      18.3786     -219.671     0.163509     -2.11177
      157.334      55.2069      34.3534     -198.591    0.0787225     -1.23102
      347.426     -43.9335      79.8004     -49.3648     0.334224    0.0639767
      334.534      25.1225      82.5203     -150.598     0.518940    -0.345260
      253.180      12.4063      51.7277     -224.817    -0.849000     0.289675
      307.989     -4.74468      21.8180     -112.335     -1.77661     -1.14595
      250.377      47.5149      15.7197     -213.217    -0.763717     -1.33898
      246.188     -71.2253      18.6428      230.949     -2.11978     -3.74633
      260.694     -63.5884      55.3205      34.0482    -0.708063    -0.310057
      250.123     -48.8037      16.0567      74.1508     -2.46625     -3.57463
      290.328     -2.33032      93.0498     -103.996   -0.0650054     0.164647
      108.167     -11.1087      33.3099      131.871     0.446862     0.143746
      144.354     -20.8604      11.4059      237.937    -0.514431     0.397046
      10.4307      11.2020      17.7073     -411.423      2.33488     -1.04530
      199.776      14.6450      11.8060      110.415     -2.69904     -2.91244
      58.0040     -31.6834      94.6113      225.297     0.170114    -0.940068
      86.3823      35.2501      11.6535     -54.0295      2.07735     -3.80709
      68.8157     -26.5212      25.8023      264.847      1.94980     -1.82751
      322.450      14.1607      16.4628     -180.322      1.94926     -2.00747
      6.72584      38.4155      24.3793     -272.099      1.79540     -1.04719
      161.706     -6.81519      18.3239      74.0452     -2.37604     0.506264
      280.975      33.6249      27.5918     -61.0224     -1.43339     -2.07810
      291.427      21.5326      58.6837     -67.9030     -1.13621     0.385417
      256.298     -16.0747      15.8789     -19.2783     -3.92639     -3.81953
      198.165      39.8447      89.1628     -126.676     -1.28364    -0.704787
      242.809     -18.5383      18.9285      58.2593     -2.18951     -2.71973
      161.939      13.4653      14.1797      86.9256     -1.45462     -3.15319
      247.339      22.1025      38.2306      138.071     0.802839   -0.0174885
      200.351      51.9967      18.6569     -118.700     -1.08350     -2.26054
      340.467     -57.6607      73.8294      95.9709     0.727389    -0.602479
      224.942      23.7312      48.1873      81.0484    -0.745176     -1.77626
      215.807      20.3300      37.6598     -260.140    -0.446329     -1.49623
      171.962     -14.9070      16.4105      270.270     -2.22295     -4.73987
      228.944      36.0964      7.73198     -80.9972     -4.38792     -5.08112
      57.9628     -22.6528      23.0400      62.1353      1.08508    -0.972974
      137.060     -19.3178      15.0538      257.737     -2.57652     0.192042
      219.551     0.191000      37.1903      61.5821     -1.03290    -0.922215
      108.680     -9.21656      41.8477      198.124     0.571822     -1.11928
      291.971     -55.3873      21.0867     -29.8158     0.124029     -3.25437
      162.258     -58.2432      16.5296      135.269    -0.152134     0.291630
      149.132      29.0511      23.8416      113.698     -2.16029     -2.51593
      213.191      15.1080      11.5068      35.8240     -1.63561     -3.90719
      193.110      28.3469      24.0372     -47.1994     -2.19662     -2.20664
      169.208     -14.1691      24.0781      43.7797     0.987375     -1.28183
      359.550     -9.07206      94.6487     -101.316     0.346843     -1.18095
      282.140     -2.16857      7.91532     -116.336      2.66966     -6.36852
      349.741      62.4826      84.5991     -458.769    -0.351675    0.0461587
      79.9722     -15.1198      10.9021      196.359      4.27085     -1.57343
      157.447      59.0203      34.1976     -195.029    -0.901430    -0.854760
      213.187      17.2655      9.13657    0.0108156     -1.98545     -1.47602
      358.815     -12.1676      84.5820      3.96199     0.202179    -0.387449
      94.6236     -55.5988      19.7555      13.5558      1.16988      1.42589
      137.336     -54.7670      83.3920      103.578     0.412999    -0.821950
      32.1665     -61.9514      91.2445      81.6449     0.113934    -0.793353
      129.605     -7.33786      33.6601      148.081     -1.44324     0.742615
      59.5629      30.2268      30.8047     -38.8976     0.428057    -0.252392
      33.7797     -12.8389      56.4694     -55.8921     0.530329     -1.48625
      77.4747      28.7445      55.4710      72.2862    -0.168797    -0.928002
      56.6619     -42.1564      16.4560      142.362     0.366393     -3.47789
      77.3406     -29.6258      42.0895      294.596     0.596819     -1.01368
      263.745      63.2992      18.8263     -163.965     0.551052    0.0894109
      358.175     -29.5065      25.0884     -42.3893      1.15837     -1.30907
      336.894     -22.0778      19.1837      35.0788      2.04405     -2.87655
      246.900     -17.9359      15.8479      274.248     -3.26870     -2.05134
      300.818      25.0244      47.4995     -278.596     0.174124    -0.883553
      23.0732      14.6651      18.0633     -111.023     0.289231     -1.41372
      181.035      30.5679      28.5295      134.506     0.782567     -2.36970
      228.530     -71.7378      37.1623      320.937     -1.18276    -0.720427
      134.524     0.438765      19.9532      64.8335     0.802202     -2.49806
      345.618      66.3089      20.6561     -309.396   -0.0699286     0.110777
      204.329     -45.1276      25.4084      153.886     -2.15155    -0.667482
      59.1901     -38.5777      92.1730      168.414     0.519960    -0.572050
      114.387      70.2601      9.11888     -161.391     0.928541     -2.40675
      12.5945     -51.4628      20.3560      62.7773      2.80303     -2.10415
      289.928      12.6517      75.9522     -153.917     0.121338    -0.901170
      211.833     -44.1029      16.8639      188.254     -2.24368     -1.08533
      285.116      44.8174      13.1869     -307.430     -2.21237    0.0299706
      29.6592     -48.7990      95.4651     -71.5608    0.0554621    0.0841321
      203.177      27.9605      14.5271     -56.0619     -2.59643     0.449542
      200.687     0.754619      79.3763      97.1049    -0.154944     -1.45861
      271.371    -0.493392      25.8210     -17.3004    -0.681409     -2.40651
      144.875     -58.9015      67.7670      418.593   -0.0818875    -0.185051
      174.254     -25.1095      69.4303      64.5943     0.559207    -0.906298
      322.808     -14.6257      19.3149     -105.352     0.196389     -1.90950
      20.1152     -4.13285      63.5663     -94.2528      1.44044    -0.550845
      267.821      22.3402      8.03148     -142.627     -3.23417     -8.67679
      153.208      48.6298      24.0968     -185.187    -0.117722     -2.47465
      200.307      17.0724      15.6845      111.459     -1.81804     -2.69036
      162.950      56.7071      16.8010      1.13908     -2.95689     -5.45113
      33.6648      35.1063      16.3540     -180.105      1.85405     -1.91469
      140.906     -62.3317      13.8034      112.833     0.363266      2.83521
      59.2901      37.0161      8.48046     -1.32366      1.84066     -5.50401
      272.053      20.6692      49.8266     -108.801     -1.45686    -0.587536
      76.0618      62.4662      22.4710     -228.102    -0.341024   -0.0719167
      34.6868      35.7889      69.9628      29.0055     0.933228    -0.703845
      80.1567     -63.0776      17.2774      217.122     0.158241    -0.573198
      168.017      29.9940      33.9208     -40.9129     -1.12998     -1.03095
      24.9863     -1.50515      6.58404      73.6932      8.76301     -4.65493
      326.684      21.4860      25.9901     -76.4868     0.166825     -1.29691
      91.3956      15.7250      21.5899      131.587      1.11108     -1.16595
      300.651     -22.6458      67.9758     -102.181    0.0503153    -0.137259
      248.985     -52.1279      17.4851      23.5355    0.0811792    -0.853718
      223.462     -9.01954      55.6421      2.28167    -0.864604    -0.993830
      156.811     -45.7727      71.4206      99.3345     0.262512     0.221120
      306.043     -22.4532      65.6662     -57.1216    -0.422950     0.588177
      253.099      44.4962      92.6444     -237.411    -0.132197    -0.706687
      234.945     -41.6022      23.7530      263.569    -0.611276     -3.05584
      299.212     -54.0322      18.0820      12.6406    -0.628194     -4.20443
      36.2747     -77.2199      33.0140      110.635      3.06773     0.974238
      188.585      59.4254      41.3435     -201.012    -0.462563    -0.203470
      307.157     -68.8219      19.7620     -73.0851    -0.757788     -2.01849
      86.2241     -38.6661      10.1377      92.3206      1.19644     -1.20642
      226.891     -72.5671      24.4639      84.0137     -1.14907     -1.42891
      194.333     -10.7091      62.1622      127.004     0.808968     -1.23923
      241.264     -23.3709      25.7198      104.236     -1.80221     -2.32226
      147.101      80.4464      51.6753     -151.535    0.0530401     -1.37700
      332.990     -33.9131      16.0410     -54.2901      1.29853     -4.89123
      126.066      46.7297      27.4050     -79.6650      1.41688     -1.95744
      287.320      32.1960      93.3823     -278.815     0.104452     0.286585
      254.211      37.6648      15.8427     -144.553    -0.109174     0.346798
      138.478     -33.0647      44.1333      288.037     -1.27681    -0.700509
      66.5473     -52.8646      31.6505      198.292      1.01329    -0.870975
      212.784     -42.1173      83.5827      210.947    -0.433638   -0.0685329
      212.311     0.276815      18.2034      58.7450     -1.79318     -2.94031
      354.340      40.7487      15.4279     -224.574     0.725367     0.983473
      226.128     -57.5117      25.5968      46.8531     -2.06333     0.848480
      152.467      24.9477      22.1302     -73.9150     0.990154     -2.97684
      250.278      40.1899      45.0093     -191.903     -1.42957     0.296195
      91.6969      24.0739      69.6463     -2.08135   -0.0873017    -0.623264
      126.681      15.5592      14.6801      137.807     -1.32292     -4.53445
      170.588      2.11073      94.3032      288.532     0.409883    -0.278860
      47.7651      30.7817      61.0847     -204.384     0.958050    -0.306451
      310.643      48.2177      21.5330     -431.677    -0.167104    -0.267559
      281.709      42.4087      10.9180     -109.662      1.10155      1.13639
      287.778     -73.5009      45.7018      75.2588    -0.737125     0.558513
      162.881      71.0412      17.2150     -267.278     -1.03109     -2.49977
      183.295      26.4135      7.67185      132.424     -3.72940     -8.16500
      114.904      23.3033      20.0402      75.8271      1.85423     -4.32925
      320.089      10.2383      16.4330     -121.364      1.00881     -3.33014
      276.944      55.3886      34.9240     -107.808     0.538863     0.518646
      347.991     -52.3981      26.2364     -4.95123     0.825567     -2.20313
      149.029     -16.9467      10.4905      284.478     -1.17140     -5.37134
      189.025     -37.6025      23.4986      170.342     -2.66680     -2.51369
      49.6270     -29.5445      102.190      122.311     0.451729    -0.662452
      248.597      18.7255      49.4516     -97.5382     -1.01504    -0.362061
      216.856      51.0453      19.9339     -222.205     -3.04613     -1.42136
      242.613     -59.2703      29.2579      7.40412     -2.21357     -1.17526
      159.735    -0.761359      35.1107      223.887     0.388142    -0.608092
      319.693     -35.1921      16.0590     -84.0722    -0.217775     -2.25359
      337.618      62.3409      36.3896     -161.821    -0.595397     0.173053
      260.769      18.4701      26.0385     -205.737     -1.49535     -1.64030
      149.861     -80.9607      51.0109     -18.6432    -0.737364      2.00624
      30.1361     -58.2170      30.9450      14.9519      1.55586     -1.80624
      328.364      33.3553      18.2604     -215.910      2.13432     -1.14620
      173.075      2.14402      42.8944      192.424    -0.437086     -1.15163
      27.6438     -60.9626      42.7630      118.623    -0.845178    -0.858324
      28.7938      31.2491      26.3017     -180.179      1.84377     -1.59923
      232.056     -5.29707      23.2606      19.0462     -1.18392     -1.97644
      5.61495     -21.5118      93.7365     -75.7495    -0.159015    -0.475595
      236.465      25.8393      13.8781     -185.122     -3.98567     -4.50968
      259.204     -73.7567      24.2101      155.926     -2.16399     -3.56800
      149.873      65.2267      22.2658     -143.345     0.678393     -1.29604
      172.219      7.52634      60.7261      39.8127    -0.806842     -1.28166
      185.968     -75.8136      80.2842      175.251     0.402136     -1.21514
      326.695      15.1128      71.5871     -235.206     0.986394     -1.29892
      217.964      17.9745      29.9580     -53.7113     -1.68685     -2.67650
      352.039      11.6726      75.4188     -243.030     0.442206     0.102534
      346.692      73.6999      73.0775     -139.343     0.975680     0.638529
      106.159      24.2229      16.3098     -127.501      2.99981     -6.16424
      134.923      60.5250      30.4079     -100.347     -1.08749     -2.18325
      229.453      3.51899      9.42224      9.80416     -4.11395     -5.01446
      197.158      22.9791      15.0189      128.732     -2.34521    -0.487699
      149.215      46.1420      35.6059      93.0736     0.412056     -1.45004
      304.891     -9.31636      18.6980     -129.125     -1.93576     -1.17676
      203.522     -22.9028      78.0759      110.465     -1.06250    -0.240838
      39.1659      10.5800      25.3059    -0.326859      1.93162     -3.82173
      23.5028      21.6082      11.0293     -104.136      4.07147     -3.56065
      98.3037     -35.0357      8.11265      297.317     0.175478     -3.79005
      241.231     -26.3592      49.4841      83.3536     -1.18404   -0.0892990
      318.408      28.4606      16.6624     -191.514      2.18595     0.270262
      239.885     -22.6475      16.2940      69.7559     -3.15959     -3.76713
      157.170     -40.2956      32.4197      213.498     -1.33860     -1.33598
      76.4655     -57.9001      9.95399      281.973      5.23123    -0.145443
      72.6496     -63.3039      22.9117      126.874      2.94238    -0.372372
      288.480    -0.960085      86.1155     -230.321    -0.367367    -0.173897
      311.543      6.04040      20.6392     -115.498    -0.651612    -0.999177
      119.850     -14.5213      28.8854      307.861   -0.0525024   -0.0975887
     0.899935     -19.2613      28.0642     -56.4904      1.90898    -0.871505
      20.1025      2.92409      54.0355     -70.5467     0.912243    -0.899238
      323.422     -30.9439      69.6475     -83.8170     0.876874     -1.37038
      217.667      38.3256      65.2247     -111.871     -1.30948    -0.184359
      323.296      82.0239      42.0800     -211.421      1.07667     0.505354
      99.5520      20.0128      14.5309      8.71115     0.526441     -3.88602
      257.054     -71.1245      19.2962      251.928     -2.26712    -0.959652
      2.15290     -9.76091      16.0345     -74.1783      2.87564     -3.48212
      81.7529      14.6887      26.4427      47.5226     0.587026     -2.38306
      84.9311      18.0061      7.27830      245.652      2.00001     -6.06838
      236.222      18.4312      14.8114     -44.9641     -2.29347     -2.87250
      89.5532      17.4379      13.7791     -63.3858      2.75909     -2.44554
      216.364      46.1907      18.5813      30.1113     -1.28685    -0.906991
      195.305      20.2093      22.8723     -84.9716    -0.581573     -2.45185
      225.619     -9.46233      26.7334     -136.151     -2.76208     -1.20266
      54.0358      38.9721      75.6447     -162.736     0.501738    -0.201566
      28.0028      10.0869      14.1978     -69.2276      2.31615     -3.82362
      277.485     -22.7612      32.2743     -75.9235     -1.51433    -0.563403
      236.347      30.6708      38.0173      109.988    -0.365710    -0.780989
      316.695      17.5484      57.0959     -418.166     0.299291    -0.579900
      140.203     -14.0112      29.9010      228.199    -0.121752    -0.759968
      46.2167      58.6870      7.70153     -246.948     0.185246     -2.06927
      63.7345      2.95163      20.4499      24.2952      2.74726     -2.63828
      60.7996     -11.0473      22.8239     -56.6670      3.32478    -0.950747
      49.4556      73.5631      25.7046     -214.324      2.86589    -0.972910
      210.068      16.8299      57.0590     -12.7504     0.302880    -0.790421
      6.98464      17.5620      54.8456     -83.8950    -0.232376     0.192268
      82.9817      65.8855      26.0998     -111.291     0.889642     -1.73274
      99.9171      33.7550      49.0691     -56.9820     0.891675    -0.883471
      345.947     -23.8785      28.9466     -192.909     0.643763     -1.66417
      68.5321     -13.9305      17.7342      245.693      2.87972     -3.84822
      215.921      2.21642      34.1941      154.567    -0.539363     -1.63487
      216.287     -70.1603      33.3933      294.951     -1.10585    -0.722423
      191.032      49.8760      19.8011     -72.7543     -2.64277     -3.92490
      19.1382     0.383289      22.4922     -293.827      2.59238     -1.71926
      305.084     -59.1133      23.5955      106.949   -0.0221271     -2.68397
      233.251      43.8156      3.64892     -263.533     -3.09042     -2.69921
      151.393     -29.0356      13.2985      251.540   -0.0206670     -3.08383
      37.1122      49.5057      78.6708     -287.561      1.88545    0.0878606
      255.314      19.6074      14.4621     -233.562     -3.88432     -3.96619
      48.2480     -28.1441      16.8774      25.3098      1.10272     -1.24321
      186.029      56.7217      14.3992      64.3442     -1.48190     0.818025
      269.580      33.7741      14.9743     -105.891     -3.05259     -2.01538
      300.364     -1.46215      14.0459     -48.6811    -0.460737     -2.29465
      34.0211     -54.1237      17.3146      142.117      2.22495     -2.04161
      143.342     -62.2654      77.6787      162.266     0.505237     0.805620
      304.056      6.14355      32.5451     -229.921      1.54858     -1.42120
      302.419      41.0165      94.7451      6.05200   -0.0129893     0.309329
      93.5624      14.0420      18.3546      189.690      1.21182     -3.24991
      307.813     -38.5946      79.2818     -124.615     0.565413    -0.441095
      42.7244     -29.4662      71.5279      93.4178     0.429254    -0.133519
      15.0722     -73.3318      17.4558     -65.4610      1.01353     -1.91946
      49.9138      58.1060      18.2646     -39.1742      3.91910     -1.76344
      225.971      22.7845      15.2094     -130.831    -0.972057    -0.320585
      359.379      64.2833      17.0749     -208.368      1.73451      2.15622
      316.353      39.8804      18.5994     -273.510     -1.69361    -0.495914
      293.604     -11.3931      15.9401     -195.224     0.211470     -4.17773
      191.303      7.06106      22.4201     -55.2265    -0.510484     -2.32101
      60.9840     -3.86023      44.4432      37.4445     0.467727    -0.663878
